,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2019-03-29,0,0,8.31,4.1,7,4,1,1,4,1.85
1,March,0,0,8.31,4.1,7,4,1,1,4,1.85
2,2019-04-05,0,0,3.86,5.0,6,0,0,2,6,1.71
3,2019-04-10,1,0,2.93,6.0,3,1,1,0,8,1.24
4,2019-04-16,0,1,5.00,2.2,9,5,2,1,4,1.61
5,2019-04-22,1,0,5.25,6.0,3,4,3,1,10,1.38
6,2019-04-28,1,0,4.06,7.0,4,0,0,1,4,1.23
7,April,3,1,3.38,26.2,25,10,6,5,32,1.13
8,2019-05-03,0,1,4.17,5.2,4,3,1,4,9,1.25
9,2019-05-08,0,1,4.32,5.0,4,3,0,3,2,1.27
10,2019-05-14,1,0,4.34,6.0,3,3,0,5,6,1.28
11,2019-05-19,0,0,4.19,6.0,4,2,1,2,5,1.25
12,2019-05-26,0,0,3.77,6.0,3,0,0,0,7,1.17
13,May,1,2,3.45,28.2,18,11,2,14,29,1.12
14,2019-06-01,0,0,3.76,5.0,4,2,2,0,8,1.14
15,2019-06-08,0,0,4.08,3.2,5,4,1,3,0,1.20
16,2019-06-13,0,0,4.28,5.1,6,4,1,2,8,1.22
17,2019-06-18,0,1,4.24,7.0,4,3,2,1,8,1.18
18,2019-06-25,0,1,4.75,4.2,9,7,3,1,5,1.23
19,June,0,2,7.01,25.2,28,20,9,7,29,1.36
20,2019-07-02,0,0,4.90,4.2,7,4,1,4,7,1.29
21,2019-07-07,0,1,4.64,7.0,2,1,1,1,6,1.23
22,2019-07-16,0,0,4.41,7.0,3,1,0,3,8,1.20
23,2019-07-21,0,0,4.24,4.1,6,0,0,2,7,1.23
24,2019-07-26,0,0,4.17,6.0,3,2,1,1,9,1.20
25,July,0,1,2.48,29.0,21,8,3,11,37,1.10
26,2019-08-01,1,0,3.93,7.0,1,0,0,2,9,1.15
27,2019-08-07,0,0,3.72,7.0,4,0,0,1,10,1.13
28,2019-08-13,1,0,3.52,7.0,3,0,0,1,7,1.10
29,2019-08-18,1,0,3.46,5.0,3,1,1,3,5,1.10
30,2019-08-23,1,0,3.32,6.0,3,0,0,1,9,1.09
31,2019-08-28,0,1,3.31,6.0,5,2,1,1,7,1.08
32,August,4,1,0.71,38.0,19,3,2,9,47,0.74
33,2019-09-03,1,0,3.14,8.0,1,0,0,1,8,1.04
34,2019-09-08,1,0,2.99,8.0,5,0,0,1,10,1.03
35,2019-09-14,0,1,3.05,6.0,5,3,1,2,10,1.03
36,2019-09-19,0,0,2.96,8.0,3,1,1,1,8,1.01
37,2019-09-24,0,0,2.85,7.0,1,0,0,2,11,0.99
38,2019-09-29,1,0,2.75,7.0,2,0,0,1,6,0.97
39,September,3,1,0.82,44.0,17,4,2,8,53,0.57
