,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-02,0,1,21.00,3.0,5,7,1,2,4,2.33
1,2021-04-09,1,0,7.00,6.0,3,0,0,2,9,1.33
2,2021-04-16,0,0,5.65,5.1,2,2,0,3,6,1.19
3,2021-04-23,0,0,4.35,6.1,2,1,0,0,10,0.92
4,2021-04-30,0,1,5.25,3.1,6,4,3,2,5,1.13
5,April,1,2,5.25,24.0,18,14,4,9,34,1.13
6,2021-05-06,0,0,4.11,6.2,4,0,0,1,10,1.04
7,2021-05-12,0,1,4.75,5.1,9,5,3,0,5,1.14
8,2021-05-18,0,0,5.31,3.0,6,4,1,2,1,1.26
9,2021-05-25,1,0,5.24,5.2,4,3,1,4,5,1.28
10,May,1,1,5.23,20.2,23,12,5,7,21,1.45
11,2021-06-01,1,0,4.76,6.1,5,1,0,1,7,1.24
12,2021-06-08,1,0,4.37,6.2,6,1,0,2,7,1.23
13,2021-06-15,0,1,4.45,5.0,5,3,0,1,6,1.23
14,2021-06-22,0,1,4.72,6.0,10,5,2,0,10,1.27
15,2021-06-29,0,1,5.40,3.0,5,7,3,4,4,1.34
16,June,2,3,5.67,27.0,31,17,5,8,34,1.44
17,2021-07-07,1,0,5.38,5.1,6,3,0,2,5,1.35
18,2021-07-16,0,1,5.56,4.0,6,4,1,0,4,1.36
19,2021-07-22,1,0,5.32,7.0,4,2,0,2,7,1.32
20,2021-07-28,0,0,5.27,6.0,4,3,1,3,8,1.31
21,July,2,1,4.84,22.1,20,12,2,7,24,1.21
22,2021-08-02,0,1,5.42,4.0,6,4,4,0,4,1.32
23,2021-08-07,1,0,5.45,6.0,4,4,1,3,9,1.31
24,2021-08-12,0,0,5.78,5.0,5,7,3,3,5,1.32
25,2021-08-18,1,0,5.51,7.0,2,1,1,2,4,1.28
26,2021-08-24,0,0,5.48,4.0,3,2,0,1,5,1.27
27,2021-08-30,0,0,5.53,2.0,3,2,1,0,2,1.27
28,August,2,1,6.43,28.0,23,20,10,9,29,1.14
29,2021-09-05,0,1,5.81,0.1,4,4,0,0,0,1.30
30,2021-09-07,0,0,5.76,1.0,0,0,0,0,1,1.29
31,2021-09-09,0,0,5.86,1.0,4,2,1,0,1,1.31
32,2021-09-12,0,0,5.83,0.2,0,0,0,0,0,1.30
33,2021-09-13,0,0,5.76,1.2,1,0,0,1,2,1.30
34,2021-09-18,0,0,5.83,3.0,6,3,2,0,4,1.32
35,September,0,1,10.57,7.2,15,9,3,1,8,2.09
