,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-04,0,0,0.00,1.0,0,0,0,1,2,1.00
1,2021-04-06,0,0,0.00,2.0,0,0,0,0,4,0.33
2,2021-04-08,0,0,0.00,1.0,0,0,0,0,3,0.25
3,2021-04-10,1,0,0.00,1.0,0,0,0,0,2,0.20
4,2021-04-13,0,0,0.00,1.0,0,0,0,0,1,0.17
5,2021-04-14,0,0,0.00,1.0,0,0,0,1,2,0.29
6,2021-04-17,0,0,1.13,1.0,2,1,0,0,1,0.50
7,2021-04-20,0,0,1.00,1.0,1,0,0,0,1,0.56
8,2021-04-22,0,0,0.90,1.0,0,0,0,0,1,0.50
9,2021-04-23,0,0,3.27,1.0,2,3,1,1,1,0.73
10,2021-04-25,0,0,3.00,1.0,0,0,0,0,2,0.67
11,2021-04-27,0,0,2.77,1.0,0,0,0,0,2,0.62
12,2021-04-28,0,0,2.57,1.0,0,0,0,0,3,0.57
13,April,1,0,2.57,14.0,5,4,1,3,25,0.57
14,2021-05-02,0,0,2.51,0.1,1,0,0,0,0,0.63
15,2021-05-04,0,0,2.25,1.2,0,0,0,0,1,0.56
16,2021-05-05,0,0,2.12,1.0,0,0,0,0,3,0.53
17,2021-05-09,0,0,2.00,1.0,0,0,0,0,1,0.50
18,2021-05-14,0,0,1.89,1.0,0,0,0,0,3,0.47
19,2021-05-16,0,1,2.66,1.1,2,2,1,0,2,0.54
20,2021-05-20,0,0,2.53,1.0,0,0,0,1,3,0.56
21,2021-05-22,0,0,2.42,1.0,1,0,0,1,2,0.63
22,2021-05-26,0,0,2.35,0.2,0,0,0,0,0,0.61
23,2021-05-29,0,0,2.63,1.0,2,1,0,0,1,0.67
24,May,0,1,2.70,10.0,6,3,1,2,16,0.80
25,2021-06-04,0,0,2.52,1.0,0,0,0,0,3,0.64
26,2021-06-05,0,0,2.49,0.1,0,0,0,0,1,0.63
27,2021-06-06,1,0,2.73,1.0,1,1,0,2,2,0.72
28,2021-06-10,0,0,2.63,1.0,1,0,0,0,0,0.73
29,2021-06-14,1,0,2.86,1.0,1,1,1,0,3,0.74
30,2021-06-15,0,0,3.07,1.0,2,1,0,0,2,0.78
31,2021-06-22,0,0,2.97,1.0,0,0,0,1,1,0.79
32,2021-06-24,0,1,2.90,0.2,1,0,0,1,0,0.84
33,2021-06-25,0,0,2.81,1.0,2,0,0,0,1,0.88
34,2021-06-28,0,0,2.73,1.0,0,0,0,0,0,0.85
35,2021-06-29,0,0,2.65,1.0,0,0,0,0,3,0.82
36,2021-06-30,0,0,2.57,1.0,1,0,0,0,2,0.83
37,June,2,1,2.45,11.0,9,3,1,4,18,1.18
38,2021-07-02,1,0,2.75,1.0,1,1,1,0,2,0.83
39,2021-07-04,0,0,2.68,1.0,1,0,0,1,1,0.86
40,2021-07-11,0,0,2.61,1.0,1,0,0,1,1,0.89
41,2021-07-21,0,0,2.54,1.0,0,0,0,0,1,0.87
42,2021-07-22,1,0,2.48,1.0,0,0,0,0,1,0.85
43,2021-07-25,0,0,2.41,1.0,1,0,0,0,0,0.85
44,2021-07-26,0,0,2.36,1.0,0,0,0,0,0,0.83
45,2021-07-28,0,0,2.30,1.0,0,0,0,0,1,0.81
46,July,2,0,1.13,8.0,4,1,1,2,7,0.75
47,2021-08-04,0,0,2.25,1.0,0,0,0,0,2,0.80
48,2021-08-07,0,1,2.45,0.0,1,1,1,0,0,0.82
49,2021-08-07,1,0,2.40,1.0,0,0,0,0,1,0.80
50,2021-08-08,0,1,2.78,0.1,1,2,1,1,1,0.84
51,2021-08-10,0,1,3.52,0.2,2,4,0,2,2,0.91
52,2021-08-15,0,0,3.45,1.0,2,0,0,0,0,0.94
53,2021-08-20,0,0,3.38,1.0,0,0,0,0,3,0.92
54,2021-08-23,0,0,3.72,0.1,4,2,0,0,1,0.99
55,2021-08-24,0,0,3.91,0.0,1,1,1,2,0,1.06
56,2021-08-26,0,0,3.83,1.0,0,0,0,1,2,1.05
57,2021-08-29,0,0,3.81,0.1,1,0,0,0,0,1.07
58,August,1,3,13.50,6.2,12,10,3,6,12,2.70
59,2021-09-17,0,0,3.73,1.0,1,0,0,1,2,1.09
60,2021-09-22,0,0,3.88,0.1,1,1,0,2,0,1.14
61,2021-09-24,0,0,3.81,1.0,1,0,0,0,2,1.13
62,2021-09-29,0,0,3.74,1.0,0,0,0,0,1,1.11
63,2021-09-30,0,0,3.67,1.0,1,0,0,0,1,1.11
64,September,0,0,2.08,4.1,4,1,0,3,6,1.62
65,2021-10-01,0,0,3.79,0.2,1,1,1,0,0,1.12
66,October,0,0,13.50,0.2,1,1,1,0,0,1.50
