,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-05-24,0,0,0.00,0,0,1.0,0,0,0,0,0,0,0.00
1,2019-05-25,1,0,0.00,0,0,2.0,1,0,0,0,2,3,1.00
2,2019-05-30,0,0,2.45,0,0,0.2,3,1,1,0,0,0,1.64
3,May,1,0,2.45,0,0,3.2,4,1,1,0,2,3,1.64
4,2019-06-02,0,0,6.23,0,0,0.2,1,2,2,0,1,0,1.85
5,2019-06-04,0,0,7.20,0,0,0.2,2,1,1,0,0,1,2.00
6,2019-06-07,0,0,6.00,0,0,1.0,1,0,0,0,0,1,1.83
7,2019-06-09,0,0,6.43,0,0,1.0,1,1,1,0,1,1,1.86
8,2019-06-14,0,0,6.75,0,0,1.0,1,1,1,1,1,0,1.88
9,June,0,0,10.38,0,0,4.1,6,5,5,1,3,3,2.08
10,2019-08-06,0,1,7.11,1,0,4.2,7,5,4,0,2,5,1.89
11,2019-08-17,0,0,6.23,1,0,4.2,4,2,2,2,3,4,1.79
12,2019-08-20,0,0,7.13,0,0,0.1,4,2,2,1,0,1,1.98
13,2019-08-28,0,0,6.52,0,0,1.2,1,0,0,0,0,2,1.86
14,2019-08-29,0,0,6.04,0,0,3.0,3,1,1,1,2,5,1.84
15,2019-08-31,0,0,5.79,0,0,1.0,1,0,0,0,0,1,1.80
16,August,0,1,5.28,2,0,15.1,20,10,9,4,7,18,1.76
17,2019-09-04,0,0,5.55,0,0,1.0,0,0,0,0,1,0,1.77
18,2019-09-11,0,0,5.40,0,0,0.2,0,0,0,0,0,0,1.72
19,2019-09-15,0,0,5.65,0,0,3.2,3,3,3,0,6,5,1.81
20,2019-09-24,0,0,6.89,0,0,4.0,9,7,7,3,3,8,1.96
21,2019-09-26,0,0,6.68,0,0,1.0,0,0,0,0,0,3,1.90
22,September,0,0,8.71,0,0,10.1,12,10,10,3,10,16,2.13
