,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2018-03-29,0,1,8.31,4.1,4,4,0,6,5,2.31
1,March,0,1,8.31,4.1,4,4,0,6,5,2.31
2,2018-04-04,1,0,2.84,8.1,4,0,0,2,10,1.26
3,2018-04-10,0,0,2.41,6.0,6,1,1,2,4,1.29
4,2018-04-15,1,0,1.75,7.0,2,0,0,4,11,1.17
5,2018-04-21,0,0,1.42,6.0,3,0,0,3,7,1.14
6,2018-04-26,0,0,1.43,6.0,4,1,0,0,3,1.06
7,April,2,0,0.54,33.1,19,2,1,11,35,0.90
8,2018-05-02,1,0,1.40,7.1,5,1,0,2,5,1.04
9,2018-05-08,0,1,1.62,5.0,4,2,0,3,2,1.08
10,May,1,1,2.19,12.1,9,3,0,5,7,1.14
11,2018-06-05,0,0,1.83,4.0,4,2,0,5,5,1.17
12,2018-06-10,0,1,2.50,3.2,4,5,0,7,5,1.28
13,2018-06-16,0,0,2.73,5.0,7,3,1,6,5,1.39
14,2018-06-21,0,1,3.24,4.0,8,5,1,2,3,1.46
15,2018-06-26,1,0,3.22,6.0,6,2,0,1,8,1.43
16,June,1,2,6.75,22.2,29,17,2,21,26,2.21
17,2018-07-02,1,0,3.09,6.0,5,1,0,2,7,1.41
18,2018-07-07,1,0,2.94,7.0,6,1,0,0,3,1.37
19,2018-07-13,0,1,3.08,5.0,6,3,1,2,4,1.38
20,2018-07-19,0,1,3.39,5.0,7,5,1,1,2,1.39
21,2018-07-30,0,0,3.41,4.2,4,2,0,1,9,1.38
22,July,2,2,3.90,27.2,28,12,2,6,25,1.23
23,2018-08-21,0,0,3.36,1.1,1,0,0,2,0,1.39
24,2018-08-24,1,0,3.31,1.2,0,0,0,0,3,1.36
25,2018-08-29,0,0,3.28,1.0,0,0,0,0,0,1.35
26,2018-08-30,0,0,3.27,0.1,0,0,0,0,0,1.35
27,August,1,0,0.00,4.1,1,0,0,2,3,0.69
28,2018-09-02,0,0,3.32,1.0,1,1,0,0,0,1.34
29,2018-09-03,0,0,3.29,1.0,0,0,0,2,0,1.35
30,2018-09-05,0,0,3.23,2.0,2,0,0,0,4,1.34
31,2018-09-09,0,0,3.20,1.0,0,0,0,0,0,1.33
32,2018-09-10,0,0,3.25,1.0,2,1,0,0,2,1.34
33,2018-09-16,0,0,3.22,1.0,1,0,0,0,0,1.33
34,2018-09-17,0,0,3.28,1.0,1,1,0,3,1,1.36
35,2018-09-21,0,0,3.25,1.0,1,0,0,0,2,1.35
36,2018-09-22,1,0,3.19,2.0,2,0,0,2,3,1.37
37,2018-09-26,0,0,3.14,2.0,0,0,0,2,4,1.36
38,2018-09-29,0,0,3.11,1.0,0,0,0,0,0,1.35
39,September,1,0,1.93,14.0,10,3,0,9,16,1.36
