,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-02,0,1,40.50,0.2,2,3,0,2,2,6.00
1,2021-04-05,0,0,10.13,2.0,2,0,0,1,2,2.63
2,2021-04-08,0,0,9.82,1.0,3,1,0,0,2,2.73
3,2021-04-11,1,0,7.71,1.0,0,0,0,1,1,2.36
4,2021-04-16,0,0,6.35,1.0,1,0,0,0,0,2.12
5,2021-04-18,0,0,5.40,1.0,0,0,0,0,0,1.80
6,2021-04-23,0,0,4.50,1.1,2,0,0,0,3,1.75
7,2021-04-25,0,0,4.66,1.2,1,1,0,2,1,1.76
8,2021-04-30,1,0,3.86,2.0,0,0,0,0,3,1.46
9,April,2,1,3.86,11.2,11,5,0,6,14,1.46
10,2021-05-03,0,0,3.46,1.1,0,0,0,0,2,1.31
11,2021-05-08,0,0,3.21,1.0,0,0,0,2,0,1.36
12,2021-05-13,0,0,2.81,2.0,0,0,0,0,2,1.19
13,2021-05-15,0,0,2.65,1.0,0,0,0,0,2,1.12
14,2021-05-18,0,0,2.45,1.1,0,0,0,0,1,1.04
15,May,0,0,0.00,6.2,0,0,0,2,7,0.30
16,2021-06-05,0,1,3.26,1.0,2,2,1,0,0,1.09
17,2021-06-06,0,0,3.10,1.0,0,0,0,0,2,1.03
18,2021-06-09,0,0,2.95,1.0,1,0,0,0,1,1.03
19,2021-06-11,0,0,2.82,1.0,1,0,0,1,0,1.07
20,2021-06-13,0,0,2.70,1.0,0,0,0,0,0,1.03
21,2021-06-14,0,0,2.59,1.0,0,0,0,0,0,0.99
22,2021-06-18,0,0,2.49,1.0,1,0,0,0,1,0.99
23,2021-06-20,0,0,2.39,1.0,0,0,0,1,3,0.99
24,2021-06-25,0,0,2.30,1.0,1,0,0,1,1,1.02
25,2021-06-26,0,0,2.22,1.0,0,0,0,0,1,0.99
26,2021-06-30,0,0,2.15,1.0,1,0,0,0,1,0.99
27,June,0,1,1.64,11.0,7,2,1,3,10,0.91
28,2021-07-01,0,0,2.40,0.2,2,1,0,0,0,1.03
29,2021-07-04,0,0,2.32,1.0,0,0,0,0,0,1.00
30,2021-07-07,0,0,2.25,1.0,0,0,0,0,2,0.97
31,2021-07-09,1,0,2.18,1.0,2,0,0,0,2,1.00
32,2021-07-10,0,0,2.12,1.0,0,0,0,0,3,0.97
33,2021-07-18,0,0,2.06,1.0,0,0,0,0,0,0.94
34,2021-07-20,0,0,2.00,1.0,1,0,0,0,2,0.94
35,2021-07-22,0,0,1.95,1.0,1,0,0,1,1,0.97
36,2021-07-24,0,0,2.13,1.0,1,1,1,0,0,0.97
37,2021-07-25,0,0,2.08,1.0,1,0,0,0,0,0.97
38,2021-07-30,0,0,2.25,1.0,1,1,1,0,0,0.98
39,July,1,0,2.53,10.2,9,3,2,1,10,0.94
40,2021-08-04,0,0,2.41,1.0,1,1,1,0,0,0.98
41,2021-08-06,0,0,2.36,1.0,1,0,0,1,0,1.00
42,2021-08-08,0,0,2.25,2.0,1,0,0,0,2,0.98
43,2021-08-11,1,0,2.20,1.0,1,0,0,0,1,0.98
44,2021-08-13,1,0,2.15,1.0,2,0,0,1,0,1.02
45,2021-08-17,0,0,2.11,1.0,1,0,0,0,2,1.02
46,2021-08-18,0,0,2.06,1.0,0,0,0,0,0,1.00
47,2021-08-22,0,0,1.99,1.2,0,0,0,0,1,0.97
48,2021-08-24,0,0,1.90,2.1,2,0,0,0,1,0.96
49,2021-08-27,0,0,1.88,0.2,2,0,0,0,0,0.99
50,2021-08-29,0,0,1.84,1.0,0,0,0,0,0,0.97
51,August,2,0,0.66,13.2,11,1,1,2,7,0.95
52,2021-09-01,0,0,1.82,0.2,2,0,0,1,0,1.01
53,2021-09-03,0,0,1.79,1.0,1,0,0,0,0,1.01
54,2021-09-05,0,0,1.76,1.0,0,0,0,0,1,0.99
55,2021-09-07,0,0,1.73,1.0,1,0,0,0,0,0.99
56,2021-09-10,0,0,1.70,1.0,0,0,0,0,3,0.98
57,2021-09-13,0,0,1.67,1.0,0,0,0,0,2,0.96
58,2021-09-14,0,0,2.11,0.1,1,3,0,2,0,1.01
59,2021-09-17,0,0,2.24,0.2,2,1,1,0,0,1.03
60,2021-09-21,0,0,2.20,1.0,1,0,0,0,0,1.03
61,2021-09-22,0,0,2.17,1.0,1,0,0,0,1,1.03
62,2021-09-24,0,0,2.12,1.1,1,0,0,0,0,1.02
63,2021-09-28,0,0,2.09,1.0,1,0,0,0,2,1.02
64,2021-09-29,0,0,2.06,1.0,1,0,0,0,0,1.02
65,September,0,0,3.00,12.0,12,4,1,3,9,1.25
66,2021-10-02,0,0,2.03,1.0,1,0,0,0,0,1.02
67,2021-10-03,0,0,2.00,1.0,1,0,0,0,1,1.02
68,October,0,0,0.00,2.0,2,0,0,0,1,1.00
