,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2018-04-18,0,0,0.00,0,0,1.0,1,0,0,0,1,1,2.00
1,2018-04-25,0,0,0.00,0,0,0.2,1,0,0,0,0,1,1.80
2,April,0,0,0.00,0,0,1.2,2,0,0,0,1,2,1.80
3,2018-05-03,1,0,0.00,0,0,1.0,1,0,0,0,0,1,1.50
4,2018-05-04,0,0,4.91,0,0,1.0,3,2,2,1,0,2,1.91
5,2018-05-08,0,0,4.15,0,0,0.2,1,0,0,0,1,0,2.08
6,2018-05-10,0,0,4.26,0,0,2.0,3,1,1,1,0,2,1.89
7,May,1,0,5.79,0,0,4.2,8,3,3,2,1,5,1.93
8,2018-06-02,0,0,4.05,0,0,0.1,0,0,0,0,0,0,1.80
9,2018-06-05,0,0,3.52,0,0,1.0,0,0,0,0,0,0,1.57
10,2018-06-06,0,0,3.38,0,0,0.1,0,0,0,0,0,0,1.50
11,2018-06-10,0,0,2.70,0,0,2.0,1,0,0,0,0,1,1.30
12,2018-06-26,0,0,4.22,0,0,0.2,3,2,2,1,0,1,1.50
13,June,0,0,4.15,0,0,4.1,4,2,2,1,0,2,0.92
14,2018-07-03,0,0,3.75,0,0,1.1,1,0,0,0,1,1,1.50
15,2018-07-11,0,0,3.21,0,0,2.0,1,0,0,0,2,4,1.50
16,2018-07-13,0,0,3.14,0,0,0.1,0,0,0,0,0,0,1.47
17,2018-07-14,0,0,2.81,0,0,1.2,1,0,0,0,1,3,1.44
18,2018-07-23,0,0,4.67,0,0,1.1,4,4,4,0,1,1,1.62
19,July,0,0,5.40,0,0,6.2,7,4,4,0,5,9,1.80
20,2018-08-16,0,0,4.50,0,0,0.2,1,0,0,0,1,1,1.67
21,2018-08-17,0,0,4.19,0,0,1.1,0,0,0,0,0,2,1.55
22,2018-08-19,0,0,5.85,0,0,0.2,4,4,4,0,2,0,1.80
23,2018-08-25,0,0,5.32,0,0,2.0,0,0,0,0,0,3,1.64
24,2018-08-26,0,0,5.09,0,0,1.0,1,0,0,0,1,0,1.65
25,2018-08-28,0,0,4.88,0,0,1.0,0,0,0,0,0,2,1.58
26,2018-08-29,0,0,4.74,0,0,0.2,0,0,0,0,0,1,1.54
27,2018-08-31,0,0,4.56,0,0,1.0,1,0,0,0,0,0,1.52
28,August,0,0,4.32,0,0,8.1,7,4,4,0,4,9,1.32
29,2018-09-03,0,0,4.23,0,0,2.0,0,0,0,0,0,1,1.41
30,2018-09-05,0,0,4.08,0,0,1.0,0,0,0,0,0,1,1.36
31,2018-09-07,0,0,3.99,0,0,0.2,0,0,0,0,2,1,1.40
32,2018-09-08,0,0,3.86,0,0,1.0,2,0,0,0,0,1,1.42
33,2018-09-13,0,0,3.69,0,0,1.1,0,0,0,0,0,1,1.36
34,2018-09-15,0,0,3.69,0,0,0.0,0,0,0,0,1,0,1.39
35,2018-09-17,0,0,3.58,0,0,1.0,0,0,0,0,0,3,1.35
36,2018-09-19,0,0,3.55,0,0,0.1,1,0,0,0,0,1,1.36
37,2018-09-20,0,0,3.48,0,0,0.2,0,0,0,0,0,2,1.34
38,2018-09-24,0,0,3.38,0,0,1.0,1,0,0,0,0,2,1.33
39,2018-09-26,0,0,3.34,0,0,0.1,0,0,0,0,0,0,1.31
40,2018-09-28,1,0,3.31,0,0,0.1,0,0,0,0,0,0,1.30
41,2018-09-29,0,0,3.28,0,0,0.1,1,0,0,0,0,0,1.32
42,September,1,0,0.00,0,0,10.0,5,0,0,0,3,13,0.80
