,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2020-07-28,0,1,6.23,4.1,4,3,0,1,2,1.15
1,July,0,1,6.23,4.1,4,3,0,1,2,1.15
2,2020-08-02,0,0,2.53,6.1,5,0,0,1,8,1.03
3,2020-08-08,0,1,2.04,7.0,7,1,1,1,9,1.08
4,2020-08-14,1,0,1.90,6.0,4,1,0,3,5,1.10
5,2020-08-19,1,0,1.72,7.2,7,1,0,1,5,1.09
6,2020-08-24,1,0,2.35,7.0,6,4,1,2,11,1.10
7,August,3,1,1.85,34.0,29,7,2,8,38,1.09
8,2020-09-01,0,0,2.58,7.0,5,3,0,3,8,1.10
9,2020-09-06,0,1,3.61,7.0,11,8,1,2,2,1.20
10,2020-09-12,0,0,4.08,5.0,5,5,2,1,7,1.20
11,2020-09-17,1,0,3.82,6.1,4,1,0,1,11,1.16
12,2020-09-22,1,0,3.57,7.0,5,1,0,0,8,1.12
13,September,2,1,5.01,32.1,30,18,3,7,36,1.14
