,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2019-04-29,0,0,0.00,0.1,0,0,0,0,1,0.00
1,April,0,0,0.00,0.1,0,0,0,0,1,0.00
2,2019-05-01,0,0,27.00,1.0,2,4,1,1,2,2.25
3,2019-05-02,0,0,19.29,1.0,2,1,1,0,0,2.14
4,May,0,0,22.50,2.0,4,5,2,1,2,2.50
5,2019-07-14,0,0,10.38,2.0,0,0,0,1,4,1.38
6,2019-07-16,0,0,7.11,2.0,0,0,0,0,2,0.95
7,2019-07-19,0,0,8.64,2.0,3,3,1,3,2,1.44
8,2019-07-23,0,0,6.97,2.0,0,0,0,1,3,1.26
9,2019-07-28,0,0,5.84,2.0,0,0,0,0,5,1.05
10,July,0,0,2.70,10.0,3,3,1,5,16,0.80
11,2019-08-01,0,0,6.23,0.2,2,1,0,0,1,1.15
12,2019-08-02,0,0,5.79,1.0,1,0,0,2,1,1.29
13,2019-08-18,0,0,5.65,0.1,0,0,0,0,0,1.26
14,2019-08-19,0,0,5.28,1.0,1,0,0,0,1,1.24
15,2019-08-23,0,0,4.96,1.0,0,0,0,0,2,1.16
16,2019-08-24,0,0,4.58,1.1,0,0,0,0,3,1.08
17,2019-08-26,0,0,5.30,1.0,2,2,1,0,2,1.13
18,2019-08-27,0,0,5.12,0.2,0,0,0,0,2,1.09
19,2019-08-30,0,0,4.87,1.0,1,0,0,0,2,1.08
20,August,0,0,3.38,8.0,7,3,1,2,14,1.13
21,2019-09-01,1,0,4.43,2.0,2,0,0,1,1,1.12
22,2019-09-05,0,0,5.09,0.2,2,2,0,2,1,1.26
23,2019-09-08,0,0,5.01,0.1,0,0,0,0,1,1.24
24,2019-09-09,0,0,4.81,1.0,2,0,0,2,1,1.36
25,2019-09-11,0,0,5.04,0.2,1,1,1,0,0,1.36
26,2019-09-14,0,0,4.91,0.2,0,0,0,0,1,1.32
27,2019-09-16,0,0,4.73,1.0,0,0,0,0,3,1.28
28,2019-09-18,0,0,4.55,1.0,0,0,0,1,2,1.27
29,2019-09-22,0,0,4.40,1.0,0,0,0,0,3,1.22
30,2019-09-25,0,0,4.25,1.0,0,0,0,2,1,1.25
31,2019-09-27,0,0,4.45,0.2,1,1,1,2,0,1.32
32,September,1,0,3.60,10.0,8,4,2,10,14,1.80
