,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-03,0,0,0.00,0,0,0.1,0,0,0,0,1,1,3.00
1,2021-04-07,1,0,0.00,0,0,1.0,0,0,0,0,2,0,2.25
2,2021-04-09,0,0,0.00,0,0,1.0,1,0,0,0,0,1,1.71
3,2021-04-12,0,0,0.00,0,0,1.0,1,0,0,0,0,0,1.50
4,2021-04-14,0,0,0.00,0,0,1.0,1,0,0,0,2,1,1.85
5,2021-04-17,0,0,0.00,0,0,1.0,1,0,0,0,0,0,1.69
6,2021-04-18,0,0,0.00,0,0,1.0,1,0,0,0,1,3,1.74
7,2021-04-23,0,0,1.29,0,0,0.2,2,1,1,0,1,0,2.00
8,2021-04-28,0,0,1.04,0,0,1.2,0,0,0,0,0,1,1.62
9,2021-04-30,0,0,1.00,0,0,0.1,0,0,0,0,0,0,1.56
10,April,1,0,1.00,0,0,9.0,7,1,1,0,7,7,1.56
11,2021-05-01,0,0,1.80,0,0,1.0,1,1,1,1,1,1,1.60
12,2021-05-06,0,0,1.64,0,0,1.0,1,0,0,0,0,0,1.55
13,2021-05-08,0,0,1.50,0,0,1.0,0,0,0,0,0,1,1.42
14,2021-05-09,0,0,1.38,0,0,1.0,1,0,0,0,0,2,1.38
15,2021-05-12,0,1,1.93,0,0,1.0,1,1,1,1,0,1,1.36
16,2021-05-13,0,0,1.88,0,0,0.1,0,0,0,0,0,0,1.33
17,2021-05-16,0,0,1.76,0,0,1.0,0,0,0,0,0,2,1.24
18,2021-05-18,0,0,1.65,0,0,1.0,0,0,0,0,0,1,1.16
19,2021-05-19,0,0,1.62,0,0,0.1,1,0,0,0,0,1,1.20
20,2021-05-22,0,0,1.53,0,0,1.0,1,0,0,0,1,1,1.25
21,2021-05-26,0,0,1.47,0,0,0.2,1,0,0,0,1,2,1.31
22,2021-05-31,0,0,1.40,0,0,1.0,1,0,0,0,0,1,1.29
23,May,0,1,1.74,0,0,10.1,8,2,2,2,3,13,1.06
24,2021-06-02,0,0,1.29,0,0,1.2,0,0,0,0,0,0,1.19
25,2021-06-05,0,0,1.25,0,0,0.2,0,0,0,0,0,0,1.15
26,2021-06-10,0,0,1.19,0,0,1.0,0,0,0,0,1,0,1.15
27,2021-06-11,0,0,1.14,0,0,1.0,1,0,0,0,0,1,1.14
28,2021-06-13,0,0,1.11,0,0,0.2,1,0,0,0,0,1,1.15
29,2021-06-15,0,0,1.07,0,0,1.0,0,0,0,0,0,2,1.11
30,2021-06-17,0,0,1.05,0,0,0.1,0,0,0,0,0,1,1.09
31,2021-06-20,0,0,1.04,0,0,0.1,1,0,0,0,0,1,1.12
32,2021-06-24,0,0,1.67,0,0,1.0,3,2,2,1,1,2,1.22
33,2021-06-25,0,0,1.93,0,0,1.0,2,1,1,1,0,0,1.25
34,2021-06-27,0,0,1.88,0,0,0.2,0,0,0,0,1,1,1.26
35,June,0,0,2.89,0,0,9.1,8,3,3,2,3,9,1.18
36,2021-07-02,0,0,1.86,0,0,0.1,0,0,0,0,1,0,1.28
37,2021-07-04,0,0,1.80,0,0,1.0,1,0,0,0,0,1,1.27
38,2021-07-06,0,0,1.74,0,0,1.0,0,0,0,0,0,1,1.23
39,2021-07-09,0,0,1.69,0,0,1.0,0,0,0,0,1,1,1.22
40,2021-07-10,0,0,1.64,0,0,1.0,0,0,0,0,0,2,1.18
41,2021-07-16,0,0,1.62,0,0,0.1,0,0,0,0,0,0,1.17
42,2021-07-18,0,0,2.12,0,0,0.2,2,2,2,1,1,0,1.24
43,2021-07-22,0,0,2.06,0,0,1.0,1,0,0,0,0,2,1.23
44,2021-07-24,0,0,2.25,0,0,1.0,1,2,1,0,2,0,1.28
45,2021-07-26,0,1,2.43,0,0,1.0,2,1,1,0,1,1,1.32
46,2021-07-29,0,0,2.37,0,0,1.0,1,0,0,0,0,1,1.32
47,July,0,1,3.86,0,0,9.1,8,5,4,1,6,9,1.50
48,2021-08-01,0,0,2.31,0,0,1.0,0,0,0,0,0,1,1.28
49,2021-08-04,0,0,2.25,0,0,1.0,0,0,0,0,0,1,1.25
50,2021-08-06,0,0,2.20,0,0,1.0,0,0,0,0,0,3,1.22
51,2021-08-07,0,0,2.14,0,0,1.0,1,0,0,0,1,1,1.24
52,2021-08-10,0,0,2.09,0,0,1.0,0,0,0,0,1,2,1.23
53,2021-08-11,0,0,2.25,0,0,1.0,2,1,1,0,0,1,1.25
54,2021-08-15,0,0,2.20,0,0,1.0,0,0,0,0,1,1,1.24
55,2021-08-17,0,0,2.15,0,0,1.0,0,0,0,0,1,1,1.24
56,2021-08-21,0,0,2.12,0,0,0.2,2,0,0,0,0,1,1.26
57,2021-08-22,0,0,2.08,0,0,1.0,0,0,0,0,0,3,1.24
58,2021-08-27,0,0,2.03,0,0,1.0,0,0,0,0,0,1,1.21
59,2021-08-30,0,0,1.99,0,0,1.0,1,0,0,0,1,0,1.23
60,2021-08-31,0,0,2.15,0,0,0.2,2,1,1,0,1,1,1.27
61,August,0,0,1.46,0,0,12.1,8,2,2,0,6,17,1.14
62,2021-09-02,0,0,2.10,0,0,1.0,1,0,0,0,0,1,1.27
63,2021-09-07,1,0,2.05,0,0,1.1,0,0,0,0,0,3,1.23
64,2021-09-09,0,0,2.21,0,0,0.1,2,1,1,0,1,0,1.28
65,2021-09-10,0,0,2.17,0,0,1.0,0,0,0,0,0,3,1.26
66,2021-09-12,0,0,2.13,0,0,1.0,0,0,0,0,0,0,1.24
67,2021-09-15,0,0,2.09,0,0,1.0,0,0,0,0,0,3,1.21
68,2021-09-19,0,0,2.05,0,0,1.0,1,0,0,0,0,0,1.21
69,2021-09-21,0,0,2.02,0,0,1.0,1,0,0,0,2,1,1.24
70,2021-09-22,0,0,2.01,0,0,0.1,0,0,0,0,0,1,1.23
71,2021-09-25,0,0,1.97,0,0,1.0,0,0,0,0,0,0,1.21
72,2021-09-26,0,0,1.93,0,0,1.1,0,0,0,0,1,2,1.20
73,2021-09-28,0,0,1.90,0,0,1.0,0,0,0,0,0,0,1.18
74,2021-09-30,0,0,2.01,0,0,1.0,1,1,1,1,0,1,1.18
75,September,1,0,1.46,0,0,12.1,6,2,2,1,4,15,0.81
76,2021-10-03,0,0,1.98,0,0,1.0,0,0,0,0,0,0,1.16
77,October,0,0,0.00,0,0,1.0,0,0,0,0,0,0,0.00
