,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2018-03-30,0,0,0.00,0.1,0,0,0,0,0,0.00
1,March,0,0,0.00,0.1,0,0,0,0,0,0.00
2,2018-04-01,0,0,0.00,1.0,0,0,0,1,1,0.75
3,2018-04-02,0,0,0.00,0.2,1,0,0,1,2,1.50
4,2018-04-07,1,0,0.00,2.0,0,0,0,0,3,0.75
5,2018-04-09,0,0,0.00,1.0,0,0,0,2,0,1.00
6,2018-04-11,0,0,0.00,0.2,0,0,0,3,0,1.41
7,2018-04-13,0,0,0.00,1.0,1,0,0,2,1,1.65
8,2018-04-16,0,0,0.00,1.0,0,0,0,0,1,1.43
9,2018-04-18,0,0,0.00,1.0,0,0,0,1,1,1.38
10,2018-04-21,0,0,0.00,1.0,0,0,0,0,0,1.24
11,2018-04-23,0,0,1.59,1.2,3,2,0,0,1,1.32
12,2018-04-24,0,0,1.54,0.1,1,0,0,0,0,1.37
13,2018-04-26,0,1,2.84,1.0,3,2,0,0,0,1.50
14,2018-04-29,0,0,2.63,1.0,0,0,0,0,1,1.39
15,2018-04-30,0,1,4.40,0.2,1,3,0,2,0,1.53
16,April,1,2,4.50,14.0,10,7,0,12,11,1.57
17,2018-05-02,0,0,4.20,0.2,0,0,0,0,1,1.47
18,2018-05-04,0,0,4.20,0.0,0,0,0,1,0,1.53
19,2018-05-06,0,0,5.06,1.0,3,2,0,1,1,1.69
20,2018-05-08,0,0,4.67,1.1,1,0,0,1,2,1.67
21,2018-05-10,0,0,4.26,1.2,1,0,0,0,0,1.58
22,2018-05-12,0,0,4.26,0.0,1,0,0,1,0,1.68
23,2018-05-15,0,0,4.19,0.1,0,0,0,0,1,1.66
24,2018-05-16,0,0,3.80,2.0,2,0,0,2,1,1.69
25,2018-05-19,0,0,3.63,1.0,0,0,0,0,1,1.61
26,2018-05-20,0,0,3.57,0.1,1,0,0,1,0,1.68
27,2018-05-22,0,0,3.47,0.2,1,0,0,0,0,1.67
28,2018-05-25,0,0,3.33,1.0,0,0,0,1,0,1.64
29,2018-05-27,0,0,3.65,0.1,1,1,0,0,1,1.66
30,2018-05-28,0,0,4.01,0.0,1,1,0,1,0,1.74
31,2018-05-30,0,0,3.86,1.0,1,0,0,0,0,1.71
32,May,0,0,3.18,11.1,13,4,0,9,8,1.94
33,2018-06-03,0,0,4.10,0.2,2,1,0,1,0,1.78
34,2018-06-05,0,0,4.94,1.0,2,3,1,1,1,1.83
35,2018-06-07,0,0,4.76,1.0,0,0,0,0,0,1.76
36,2018-06-08,0,0,4.66,0.2,0,0,0,1,1,1.76
37,2018-06-13,0,0,4.60,0.1,0,0,0,0,0,1.74
38,2018-06-15,0,0,4.60,0.0,0,0,0,0,0,1.74
39,2018-06-19,0,0,6.14,0.0,4,5,0,1,0,1.91
40,June,0,0,22.09,3.2,8,9,1,4,2,3.27
41,2018-07-28,1,0,5.87,1.1,1,0,0,0,1,1.86
42,2018-07-29,0,0,5.81,0.1,2,0,0,0,0,1.90
43,July,1,0,0.00,1.2,3,0,0,0,1,1.80
44,2018-08-01,0,0,6.10,0.0,1,1,0,0,0,1.94
45,2018-08-05,0,0,5.97,0.2,0,0,0,0,1,1.89
46,2018-08-06,0,0,5.85,0.2,0,0,0,0,0,1.86
47,2018-08-08,0,0,5.67,1.0,0,0,0,2,2,1.86
48,2018-08-12,0,0,5.61,0.1,0,0,0,0,0,1.84
49,2018-08-13,0,0,5.71,1.0,3,1,0,0,1,1.88
50,2018-08-19,0,0,5.55,1.0,0,0,0,0,0,1.82
51,2018-08-20,0,0,5.45,0.2,1,0,0,0,0,1.82
52,2018-08-22,0,0,5.17,2.0,3,0,0,1,0,1.83
53,2018-08-25,0,0,4.99,1.1,4,0,0,2,2,1.92
54,2018-08-28,0,0,4.91,0.2,1,0,0,0,0,1.91
55,August,0,0,1.93,9.1,13,2,0,5,6,1.93
56,2018-09-02,0,0,4.87,0.1,0,0,0,0,0,1.89
57,2018-09-05,0,0,4.79,0.2,0,0,0,0,0,1.86
58,2018-09-10,0,0,4.79,0.0,2,0,0,1,0,1.94
59,2018-09-12,0,0,4.75,0.1,1,0,0,0,0,1.94
60,2018-09-15,0,0,4.64,1.0,0,0,0,0,0,1.90
61,2018-09-17,0,0,5.02,0.1,2,2,0,0,0,1.93
62,2018-09-23,0,0,4.87,1.1,2,0,0,0,1,1.92
63,2018-09-26,0,0,4.96,1.0,1,1,1,0,2,1.90
64,2018-09-28,0,0,5.36,0.0,3,2,0,0,0,1.96
65,September,0,0,9.00,5.0,11,5,1,1,3,2.40
