W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-05-02,0,0,2.84,6.1,5,2,1,1,4,0.95
2018-05-07,0,1,8.68,3.0,10,7,1,3,0,2.04
2018-05-13,0,1,8.16,5.0,8,4,1,2,4,2.02
2018-05-18,0,0,7.63,1.0,2,0,0,0,0,2.02
2018-07-08,1,0,5.75,5.0,3,0,0,2,3,1.77
2018-07-14,0,0,6.08,3.1,8,3,0,0,1,1.86
2018-07-23,1,0,5.46,6.0,6,2,1,1,6,1.72
2018-07-28,0,1,5.55,6.0,8,4,2,1,1,1.68
2018-08-03,0,0,4.64,7.0,2,0,0,1,2,1.48
2018-08-10,0,0,4.53,5.0,4,2,1,0,4,1.41
2018-08-15,0,0,3.9,7.2,5,0,0,0,2,1.3
2018-08-21,1,0,3.47,7.0,1,0,0,1,6,1.19
2018-08-27,0,1,4.02,2.2,7,5,0,0,1,1.25
2018-09-13,0,1,4.35,3.1,7,4,0,1,2,1.3
2018-09-19,1,0,3.96,6.2,3,0,0,0,3,1.23
2018-09-25,0,0,4.42,2.1,7,5,2,0,3,1.28
2018-09-30,0,0,4.48,3.0,4,2,1,0,5,1.28
2019-03-30,1,0,0.0,6.0,3,0,0,2,4,0.83
2019-04-04,1,0,2.38,5.1,8,3,1,4,3,1.5
2019-04-09,1,0,2.5,6.2,7,2,0,1,4,1.39
2019-04-14,0,0,2.63,6.0,2,2,0,2,3,1.21
2019-04-21,0,1,3.04,2.2,4,2,0,1,2,1.28
2019-04-27,0,1,4.35,4.1,10,6,0,2,2,1.48
2019-05-03,1,0,3.89,6.0,4,1,0,2,4,1.41
2019-05-08,0,0,4.19,6.0,5,4,0,5,0,1.44
2019-05-14,0,1,4.41,6.0,6,4,3,1,5,1.41
2019-05-20,1,0,4.14,5.1,5,1,0,0,1,1.36
2019-05-26,1,0,3.86,6.1,5,1,1,4,4,1.37
2019-06-01,0,1,3.95,5.1,6,3,1,2,2,1.38
2019-06-07,0,0,3.98,6.1,8,3,1,1,5,1.38
2019-06-12,0,0,3.89,6.1,7,2,0,1,4,1.37
2019-06-18,1,0,3.68,7.0,4,1,1,1,2,1.32
2019-06-23,0,1,4.26,3.0,9,7,1,2,0,1.4
2019-06-29,1,0,3.92,7.2,2,0,0,2,3,1.33
2019-07-05,1,0,3.86,6.1,5,2,1,0,4,1.3
2019-07-14,0,0,3.79,6.2,7,2,1,1,3,1.29
2019-07-20,0,0,3.82,6.0,4,3,3,1,2,1.27
2019-07-25,0,1,4.05,4.2,7,5,0,0,4,1.28
2019-07-31,0,1,4.04,7.0,8,3,1,0,3,1.27
2019-08-06,1,0,3.99,6.0,7,2,1,1,3,1.27
2019-08-13,0,1,3.95,6.0,6,2,0,0,4,1.26
2019-08-18,0,1,4.06,5.0,7,4,1,4,3,1.29
2019-08-25,0,0,4.08,6.0,6,3,1,3,2,1.3
2019-08-30,1,0,4.04,6.0,6,2,0,2,1,1.3
2019-09-05,0,0,4.08,5.0,8,3,1,0,4,1.31
2019-09-11,1,0,4.07,5.0,7,2,1,3,4,1.33
2019-09-17,0,0,4.0,5.0,5,1,0,0,2,1.32
2019-09-28,1,0,3.89,5.0,3,0,0,1,3,1.31
2020-08-03,0,0,6.0,3.0,5,2,0,0,2,1.67
2020-08-08,0,1,5.4,3.2,4,2,1,2,2,1.65
2020-08-13,0,1,4.91,4.1,5,2,1,2,5,1.64
2020-08-19,1,0,3.71,6.0,5,1,0,0,5,1.35
2020-08-24,1,0,3.52,6.0,5,2,2,1,3,1.26
2020-08-29,0,0,4.18,5.0,9,4,1,0,3,1.36
2020-09-06,0,1,4.64,5.0,6,4,0,2,1,1.39
2020-09-15,1,0,4.38,6.0,5,2,0,2,3,1.36
2020-09-22,1,0,4.0,6.0,4,1,1,0,7,1.27
2020-09-27,0,1,4.21,2.0,2,2,0,1,1,1.28
2021-04-05,0,1,7.2,5.0,4,4,3,1,4,1.0
2021-04-11,1,0,4.5,5.0,5,1,0,2,1,1.2
2021-04-17,1,0,2.65,7.0,6,0,0,1,3,1.12
2021-04-23,0,1,4.15,0.1,3,3,0,0,0,1.27
2021-05-09,0,0,3.54,3.0,2,0,0,1,3,1.23
2021-05-15,0,1,4.5,3.2,8,4,1,3,3,1.5
2021-05-22,0,0,4.34,5.0,4,2,2,0,3,1.38
2021-05-29,0,0,4.18,3.1,4,1,0,3,3,1.45
2021-06-03,0,0,4.42,4.1,8,3,1,1,1,1.53
2021-06-09,0,1,4.99,3.0,5,4,0,2,0,1.59
2021-06-15,0,0,4.24,7.0,1,0,0,1,9,1.39
2021-06-21,0,1,4.69,1.1,5,3,0,0,1,1.46
2021-07-07,0,0,4.33,4.0,3,0,0,0,1,1.4
2021-07-20,0,0,4.26,5.0,3,2,1,2,3,1.37
2021-07-27,1,0,3.86,6.0,3,0,0,1,3,1.3
2021-08-01,1,0,3.67,5.2,3,1,0,1,3,1.25
2021-08-08,0,0,3.54,5.0,5,1,1,0,3,1.24
2021-08-14,0,1,4.09,3.1,8,6,0,1,4,1.3
2021-08-20,0,1,4.15,5.1,5,3,0,3,3,1.31
2021-08-26,0,1,4.27,4.0,4,3,0,2,3,1.32
2021-09-01,0,0,4.18,2.0,3,0,0,1,2,1.34
2021-09-22,0,1,4.3,1.2,6,2,1,1,0,1.39
2021-09-30,0,0,4.26,5.0,3,2,1,1,2,1.36
2021-10-03,0,0,4.22,1.0,1,0,0,0,0,1.35
