W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-04-02,0,0,1.5,1,0,6.0,2,1,1,1,2,6,0.67
2018-04-08,0,1,0.69,1,0,7.0,2,1,0,0,5,5,0.85
2018-04-16,0,1,1.42,1,0,6.0,4,2,2,1,4,10,1.0
2018-04-22,0,0,1.5,1,0,5.0,4,1,1,0,4,2,1.13
2018-04-27,0,0,1.78,1,0,6.1,10,4,2,1,0,2,1.22
2018-05-03,0,0,2.43,1,0,6.2,6,5,4,1,2,0,1.22
2018-05-09,0,0,2.44,1,0,7.1,3,2,2,2,2,6,1.13
2018-05-15,0,1,3.5,1,0,2.0,7,6,6,1,2,0,1.27
2018-05-20,1,0,2.98,1,0,8.0,2,0,0,0,2,8,1.16
2018-05-25,0,0,2.93,1,0,7.0,5,2,2,0,3,3,1.16
2018-05-30,0,1,3.8,1,0,2.2,8,7,7,0,1,2,1.25
2018-06-05,0,0,3.42,1,0,7.0,1,0,0,0,4,4,1.2
2018-06-10,1,0,3.26,1,0,6.1,6,2,1,0,3,6,1.22
2018-06-15,0,0,3.35,1,0,6.0,9,3,3,1,0,3,1.24
2018-06-20,0,1,3.59,1,0,4.1,6,5,4,1,4,6,1.29
2018-06-26,1,0,3.73,1,0,6.1,6,4,4,2,1,4,1.28
2018-07-01,1,0,3.68,1,0,6.1,7,2,2,0,3,6,1.3
2018-07-06,0,1,3.77,1,0,4.2,6,3,3,0,5,2,1.34
2018-07-14,0,1,3.91,1,0,7.2,9,5,5,2,0,7,1.33
2018-07-22,0,1,4.13,1,0,5.0,5,5,5,1,4,1,1.35
2018-07-27,0,1,4.57,1,0,4.1,7,8,8,5,4,3,1.39
2018-08-02,0,0,4.47,1,0,7.0,5,2,2,0,2,4,1.37
2018-08-07,0,0,4.3,1,0,7.0,4,1,1,1,2,6,1.35
2018-08-13,0,0,4.4,1,0,5.0,7,4,4,0,1,2,1.35
2018-08-19,0,0,4.72,1,0,2.0,6,6,6,3,1,5,1.38
