W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2021-04-20,0,0,9.0,1.0,1,1,1,0,3,1.0
2021-04-25,1,0,3.38,1.2,2,0,0,0,1,1.13
2021-04-28,0,0,4.76,3.0,5,2,2,0,2,1.41
2021-05-04,0,0,5.0,3.1,6,2,1,2,2,1.78
2021-05-12,0,0,3.29,4.2,4,0,0,4,6,1.76
2021-05-17,0,1,6.46,1.2,5,6,1,3,1,2.09
2021-05-24,0,0,6.2,5.0,5,3,0,3,7,1.97
2021-05-30,0,0,7.15,2.1,4,4,0,3,2,2.07
2021-06-06,0,0,8.51,1.2,9,5,0,0,2,2.3
2021-06-12,0,0,7.86,2.0,1,0,0,0,4,2.16
2021-06-17,0,0,7.57,1.0,1,0,0,0,3,2.12
2021-06-20,0,0,6.4,5.0,2,0,0,1,4,1.89
2021-06-27,0,1,7.32,3.1,6,6,2,4,1,1.99
2021-07-02,0,1,8.22,2.2,6,6,0,2,3,2.06
2021-07-07,0,1,8.23,4.1,5,4,0,3,3,2.04
2021-08-03,0,0,8.04,1.0,1,0,0,0,1,2.02
2021-08-04,0,0,7.86,1.0,1,0,0,1,0,2.01
2021-08-09,0,0,7.71,2.0,4,1,0,1,1,2.04
2021-08-14,0,0,7.95,2.0,4,3,1,0,3,2.03
2021-08-20,0,0,7.52,4.0,3,1,0,1,2,1.96
2021-08-26,0,0,7.31,4.0,5,2,0,2,3,1.94
2021-09-03,0,0,7.18,1.0,0,0,0,0,0,1.91
2021-09-06,0,0,6.94,2.0,1,0,0,0,3,1.86
2021-09-10,0,0,7.04,1.2,3,2,2,0,2,1.86
2021-09-14,0,0,6.97,0.2,0,0,0,0,1,1.84
2021-09-19,0,0,6.86,1.0,0,0,0,0,3,1.81
2021-09-20,0,0,6.75,1.0,0,0,0,0,1,1.78
2021-09-25,0,0,6.55,2.0,1,0,0,1,2,1.76
2021-09-30,0,0,6.45,1.0,1,0,0,0,0,1.75
2021-10-02,0,0,6.68,1.2,4,3,0,1,2,1.78
