W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-03-29,0,0,0.0,1.1,0,0,0,0,3,0.0
2018-04-01,0,0,0.0,2.0,1,0,0,0,4,0.3
2018-04-05,0,0,4.5,0.2,3,2,0,0,2,1.0
2018-04-06,0,0,3.6,1.0,1,0,0,1,2,1.2
2018-04-11,0,0,2.57,2.0,1,0,0,0,1,1.0
2018-04-13,0,0,2.45,0.1,0,0,0,0,1,0.95
2018-04-17,0,0,2.16,1.0,0,0,0,0,1,0.84
2018-04-19,1,0,1.8,1.2,0,0,0,0,2,0.7
2018-04-23,0,0,1.74,0.1,0,0,0,1,0,0.77
2018-04-25,1,0,2.25,1.2,3,1,0,1,2,1.0
2018-04-29,0,0,2.08,1.0,1,0,0,1,1,1.08
2018-05-01,0,0,1.93,1.0,0,0,0,0,1,1.0
2018-05-03,0,0,2.35,1.1,3,1,1,0,1,1.11
2018-05-05,0,0,2.08,2.0,0,0,0,0,4,0.98
2018-05-08,0,0,1.96,1.0,1,0,0,0,0,0.98
2018-05-09,0,0,2.7,1.2,2,2,1,1,2,1.05
2018-05-12,0,0,2.57,1.0,0,0,0,0,3,1.0
2018-05-13,0,0,2.45,1.0,0,0,0,0,1,0.95
2018-05-15,0,1,3.13,1.0,3,2,1,0,2,1.04
2018-05-19,0,0,3.0,1.0,1,0,0,0,2,1.04
2018-05-21,0,0,3.12,2.0,2,1,1,0,1,1.04
2018-05-25,1,0,3.0,1.0,2,0,0,0,0,1.07
2018-06-01,0,0,2.89,1.0,1,0,0,1,2,1.11
2018-06-02,0,0,2.79,1.0,0,0,0,1,0,1.1
2018-06-06,0,0,2.61,2.0,0,0,0,0,2,1.03
2018-06-08,1,0,2.53,1.0,2,0,0,0,2,1.06
2018-06-12,0,0,2.43,1.1,1,0,0,0,2,1.05
2018-06-14,0,0,2.36,1.0,1,0,0,0,1,1.05
2018-06-23,0,0,2.29,1.0,2,0,0,0,2,1.08
2018-06-24,0,0,2.17,2.0,0,0,0,1,4,1.04
2018-06-29,0,0,2.11,1.0,0,0,0,0,1,1.02
2018-07-02,0,0,2.01,2.0,0,0,0,0,1,0.97
