W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-04-05,0,0,2.7,3.1,1,1,0,2,6,0.9
2018-04-11,0,1,7.11,3.0,7,4,0,1,3,1.74
2018-04-20,0,0,4.91,4.2,3,1,1,3,5,1.55
2018-04-25,0,0,4.85,2.0,2,1,0,1,2,1.54
2018-04-29,0,1,5.87,2.1,3,3,2,2,2,1.63
2018-09-01,0,1,5.49,4.1,1,2,1,1,7,1.37
2018-09-07,0,0,5.47,5.0,4,3,2,1,7,1.3
2018-09-12,0,1,6.14,4.2,8,5,0,1,3,1.4
2018-09-18,0,1,5.71,5.1,5,2,0,3,5,1.41
2018-09-23,0,0,5.22,5.0,6,1,1,2,3,1.44
2018-09-29,0,0,5.68,4.2,6,5,1,2,8,1.47
2019-03-30,0,0,0.0,2.1,2,0,0,2,0,1.71
2019-04-06,0,0,5.06,3.0,3,3,2,1,2,1.5
2019-04-14,0,0,4.32,3.0,6,1,1,0,2,1.68
2019-04-21,1,0,2.7,5.0,2,0,0,1,6,1.28
2019-04-26,0,0,3.93,5.0,10,4,1,2,5,1.58
2019-05-01,0,0,3.47,5.0,5,1,0,1,4,1.5
2019-05-07,0,1,3.81,5.0,5,3,0,2,2,1.48
2019-05-12,1,0,3.63,6.1,6,2,1,1,5,1.41
2019-05-17,0,1,4.5,5.1,7,6,2,1,2,1.43
2019-05-22,0,0,4.3,6.0,6,2,1,0,5,1.37
2019-05-27,0,1,4.18,5.2,6,2,1,3,5,1.39
2019-06-01,0,1,4.58,5.1,6,5,2,1,4,1.39
2019-06-06,0,1,4.6,5.2,11,3,1,1,6,1.45
2019-06-12,0,0,4.52,5.0,6,2,0,2,6,1.46
2019-06-18,0,0,4.4,6.0,4,2,1,1,4,1.41
2019-06-23,0,1,4.69,7.0,8,6,1,0,8,1.39
2019-06-28,0,1,4.62,5.0,5,2,1,1,3,1.38
2019-07-03,0,1,4.96,5.0,8,6,0,3,2,1.42
2019-07-15,0,0,5.14,5.2,8,5,2,2,8,1.44
2019-07-20,0,0,5.02,4.0,5,1,0,1,3,1.45
2019-07-26,0,0,4.89,6.1,5,2,1,1,8,1.42
2019-07-31,1,0,4.67,5.0,3,0,0,2,5,1.4
2019-08-06,0,1,4.76,5.2,7,4,2,2,3,1.41
2019-08-11,0,1,4.94,3.0,4,4,3,2,4,1.42
2019-08-16,0,0,4.82,3.0,1,0,0,2,3,1.41
2019-08-21,0,0,4.7,3.0,2,0,0,0,2,1.39
2019-08-29,0,1,4.66,3.0,2,1,1,1,4,1.38
2019-09-03,0,0,4.76,3.0,4,3,1,2,3,1.4
2019-09-08,0,1,4.72,3.0,1,1,0,0,2,1.37
2019-09-14,0,0,4.62,3.0,1,0,0,0,3,1.35
2019-09-19,0,1,4.58,3.0,3,1,0,0,1,1.34
2019-09-25,0,0,4.49,3.0,2,0,0,0,5,1.33
2020-08-02,0,1,10.8,1.2,4,2,0,2,0,3.6
2020-08-10,1,0,4.91,2.0,1,0,0,0,2,1.91
2020-08-14,0,0,3.38,1.2,1,0,0,0,1,1.5
2020-08-18,0,0,3.86,4.0,2,2,0,1,4,1.18
2020-08-23,1,0,2.77,3.2,2,0,0,0,4,1.0
2020-08-26,0,0,2.4,2.0,2,0,0,0,1,1.0
2020-09-01,1,0,2.6,2.1,4,1,1,0,5,1.1
2020-09-07,0,0,2.57,3.2,4,1,0,0,2,1.1
2020-09-12,0,0,3.63,1.1,2,3,1,2,3,1.21
2020-09-16,0,0,3.47,1.0,0,0,0,1,1,1.2
2020-09-19,0,0,3.28,1.1,2,0,0,0,2,1.22
2020-09-22,0,0,3.12,1.1,0,0,0,0,0,1.15
2020-09-25,0,0,3.0,1.0,0,0,0,0,3,1.11
2020-09-27,0,0,3.25,0.2,1,1,0,1,0,1.16
2021-04-01,0,0,0.0,1.1,1,0,0,1,1,1.5
2021-04-04,0,1,12.0,1.2,4,4,1,0,1,2.0
2021-04-11,0,0,10.38,1.1,2,1,0,0,1,1.85
2021-04-14,0,0,11.57,0.1,2,1,0,1,0,2.36
2021-04-17,0,0,9.53,1.0,1,0,0,0,1,2.12
2021-04-22,0,0,9.0,0.1,0,0,0,0,0,2.0
2021-04-25,0,0,8.53,0.1,0,0,0,0,1,1.89
2021-04-26,0,0,7.36,1.0,0,0,0,0,1,1.64
2021-04-30,0,0,6.48,1.0,2,0,0,0,0,1.68
