W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2019-08-02,0,1,4.76,5.2,9,3,0,0,3,1.59
2019-08-07,0,0,3.18,5.2,5,1,1,1,7,1.32
2019-08-13,1,0,2.65,5.2,3,1,0,1,5,1.12
2019-08-18,0,1,4.26,2.0,3,4,1,1,0,1.21
2019-08-26,0,1,4.07,5.1,4,2,0,1,2,1.15
2019-09-01,0,0,5.11,0.1,4,3,0,0,1,1.3
2019-09-07,0,0,4.91,1.0,0,0,0,0,1,1.25
2019-09-11,0,0,4.55,2.0,1,0,0,1,2,1.23
2019-09-15,0,0,4.4,1.0,1,0,0,0,2,1.22
2019-09-18,0,0,4.11,2.0,3,0,0,0,3,1.24
2019-09-22,0,0,3.98,1.0,0,0,0,0,1,1.2
2019-09-25,0,0,3.86,1.0,0,0,0,0,2,1.16
2019-09-26,0,0,3.74,1.0,0,0,0,0,2,1.13
2019-09-29,1,0,3.63,1.0,0,0,0,0,1,1.1
2020-07-23,0,0,2.08,4.1,7,1,0,0,4,1.62
2020-07-29,0,0,2.35,3.1,3,1,0,2,3,1.57
2020-08-04,1,0,2.63,6.0,3,2,1,1,8,1.17
2020-08-10,0,1,2.75,6.0,5,2,1,2,2,1.17
2020-08-16,0,0,3.0,4.1,7,2,1,0,2,1.25
2020-08-22,0,0,2.79,5.0,2,1,1,2,1,1.17
2020-08-28,0,0,2.83,6.0,5,2,0,2,3,1.17
2020-09-04,0,0,2.88,5.2,3,2,2,1,5,1.11
2020-09-10,0,0,2.81,1.0,2,0,0,0,0,1.13
2020-09-16,0,0,2.68,5.1,3,1,2,1,6,1.09
2020-09-22,1,0,2.77,5.0,3,2,1,3,5,1.1
2020-09-27,1,0,2.57,4.0,2,0,0,2,5,1.09
2021-04-05,1,0,0.0,6.0,2,0,0,2,8,0.67
2021-04-14,0,0,1.74,4.1,7,2,0,1,6,1.16
2021-04-19,0,1,2.93,5.0,4,3,2,1,8,1.11
2021-04-25,0,0,2.53,6.0,2,1,1,1,10,0.94
2021-05-01,0,0,2.74,1.2,1,1,1,1,3,0.96
