W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2019-08-15,0,0,0.0,1.0,0,0,0,0,0,0.0
2019-08-16,0,0,0.0,0.1,0,0,0,0,1,0.0
2019-08-18,0,0,3.86,1.0,1,1,1,0,0,0.43
2019-08-20,0,1,4.91,1.1,2,1,0,2,1,1.36
2019-08-24,0,0,4.91,0.0,1,0,0,0,0,1.64
2019-08-26,0,0,4.5,0.1,0,0,0,0,0,1.5
2019-08-27,0,0,3.6,1.0,0,0,0,0,1,1.2
2019-08-29,0,0,3.0,1.0,0,0,0,0,0,1.0
2019-09-01,0,0,4.05,0.2,1,1,1,0,0,1.05
2019-09-04,0,0,3.86,0.1,0,0,0,0,0,1.0
2019-09-06,0,0,3.52,0.2,0,0,0,0,1,0.91
2019-09-07,0,0,3.24,0.2,0,0,0,0,0,0.84
2019-09-09,0,1,5.19,0.1,1,2,0,1,0,1.04
2019-09-14,0,0,5.0,0.1,0,0,0,0,1,1.0
2019-09-15,0,0,4.82,0.1,0,0,0,0,0,0.96
2019-09-17,0,0,4.5,0.2,0,0,0,0,1,0.9
2019-09-18,0,0,4.91,1.0,3,1,0,0,0,1.09
2019-09-24,0,0,4.76,0.1,0,0,0,0,1,1.06
2019-09-25,0,0,4.63,0.1,0,0,0,0,1,1.03
2019-09-26,0,0,4.5,0.1,0,0,0,0,1,1.0
2019-09-28,0,0,4.15,1.0,0,0,0,0,0,0.92
2021-08-15,0,0,81.0,0.1,1,3,0,2,1,9.0
2021-08-16,0,0,15.43,2.0,3,1,1,0,1,2.57
2021-08-19,0,0,17.18,1.1,2,3,0,2,0,2.73
2021-08-24,0,0,9.0,3.1,3,0,0,1,3,2.0
2021-08-28,0,0,7.88,1.0,0,0,0,0,1,1.75
2021-09-05,0,0,8.31,0.2,2,1,0,0,0,1.85
2021-09-08,0,0,6.75,2.0,1,0,0,1,2,1.69
2021-09-10,0,0,7.36,0.1,1,1,0,0,0,1.73
2021-09-12,0,0,6.75,1.0,1,0,0,0,1,1.67
2021-09-16,0,0,6.57,0.1,1,0,0,1,0,1.78
2021-09-18,0,0,6.75,1.0,3,1,0,0,0,1.88
2021-09-21,0,0,6.43,0.2,1,0,0,0,0,1.86
2021-09-22,0,0,6.0,1.0,0,0,0,0,0,1.73
2021-09-24,0,0,5.51,1.1,0,0,0,0,1,1.59
2021-09-26,0,0,5.71,1.0,2,1,0,0,0,1.62
2021-10-01,0,0,5.6,0.1,2,0,0,0,0,1.7
