W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-04-11,1,0,1.8,5.0,1,1,1,3,3,0.8
2018-04-22,0,1,3.86,2.0,5,2,0,1,1,1.43
2018-05-03,1,0,3.46,6.0,4,2,0,2,2,1.23
2018-05-09,1,0,2.45,5.1,5,0,0,1,7,1.2
2018-05-15,0,0,2.13,7.0,4,1,0,0,7,1.03
2018-05-26,1,0,2.97,5.0,6,4,3,1,4,1.09
2018-06-01,1,0,2.48,6.0,4,0,0,1,6,1.05
2018-06-12,0,1,2.61,5.0,8,2,2,0,2,1.11
2018-06-18,0,1,3.57,4.0,6,6,2,1,5,1.17
2018-06-23,0,0,3.4,5.0,4,1,1,4,5,1.21
2018-06-28,0,1,3.4,5.1,4,2,1,2,4,1.2
2018-07-05,0,1,3.39,5.1,5,2,0,3,1,1.23
2018-07-11,0,1,3.55,5.0,5,3,1,0,5,1.21
2018-07-23,0,1,3.8,5.0,4,4,1,3,2,1.23
2018-07-28,1,0,3.74,6.0,5,2,2,0,2,1.19
2018-08-03,0,0,3.84,5.0,6,3,0,2,3,1.22
2018-08-08,1,0,3.59,5.2,5,0,0,1,5,1.21
2018-08-14,1,0,3.5,5.0,6,1,1,1,7,1.22
2018-08-19,0,0,3.41,5.0,7,1,0,1,5,1.24
2018-08-25,0,1,3.67,3.0,5,4,0,2,1,1.27
2018-08-31,1,0,3.46,6.0,3,0,0,1,4,1.24
2018-09-05,1,0,3.3,5.0,2,0,0,3,5,1.23
2018-09-10,0,1,3.53,3.0,3,4,1,4,2,1.26
2018-09-16,0,0,3.61,5.0,6,3,1,1,3,1.26
2018-09-22,0,0,3.54,5.0,4,1,0,3,3,1.27
2018-09-28,0,0,3.41,4.2,0,0,0,6,4,1.27
2019-04-10,1,0,3.38,2.2,4,1,0,0,3,1.5
2019-04-16,0,1,5.87,5.0,6,4,1,2,3,1.57
2019-04-21,1,0,4.26,5.0,4,1,0,0,3,1.26
2019-04-27,0,1,8.16,1.2,10,7,0,1,1,1.88
2019-06-06,0,0,6.52,5.0,3,1,1,2,6,1.66
2019-06-26,0,0,5.55,5.0,3,1,1,0,6,1.44
2019-07-03,1,0,5.22,5.0,4,2,1,2,8,1.4
2019-07-19,0,1,7.36,3.2,9,10,2,4,4,1.64
2019-07-24,1,0,6.63,5.0,3,1,1,2,3,1.55
2019-07-29,0,1,6.28,5.0,4,2,2,0,5,1.47
2019-08-04,0,1,6.36,3.2,5,3,3,3,6,1.52
2019-08-09,0,1,6.62,5.0,6,5,2,0,3,1.49
2019-08-20,0,0,6.35,5.0,5,2,1,1,4,1.46
2019-08-25,0,1,6.1,5.1,3,2,0,3,4,1.44
2019-09-03,0,0,6.27,4.0,4,4,1,2,5,1.44
2019-09-08,0,1,6.14,4.1,4,2,2,1,2,1.42
2019-09-14,0,1,5.95,5.1,3,2,0,2,4,1.39
2019-09-20,0,1,6.43,2.2,8,6,4,0,1,1.44
2019-09-26,0,0,6.42,4.1,4,3,2,2,4,1.44
2020-08-18,0,0,4.15,4.1,4,2,0,1,4,1.15
2020-08-25,0,0,2.89,5.0,1,1,0,2,4,0.86
2020-08-31,0,0,2.63,4.1,5,1,0,2,3,1.1
2020-09-06,0,0,3.38,5.0,3,3,2,2,6,1.07
2020-09-12,0,0,3.38,5.1,5,2,0,2,2,1.13
2020-09-18,1,0,3.26,6.1,6,2,0,0,8,1.09
2020-09-23,0,0,3.62,2.0,3,2,1,0,0,1.11
2021-04-10,0,0,31.5,2.0,6,7,0,4,0,5.0
2021-05-18,0,0,10.5,4.0,1,0,0,1,1,2.0
2021-07-25,1,0,6.23,7.0,4,2,2,2,4,1.38
2021-07-31,1,0,4.12,6.2,4,0,0,1,3,1.17
2021-08-07,0,0,4.21,6.0,6,3,1,2,5,1.21
2021-08-14,0,1,4.71,3.0,7,3,1,1,1,1.36
2021-08-20,0,1,5.87,2.0,6,5,1,0,3,1.47
2021-08-26,0,0,5.56,3.1,5,1,0,2,2,1.53
2021-08-31,0,0,5.4,4.1,6,2,2,2,2,1.57
2021-09-06,0,1,5.16,7.0,8,3,0,0,3,1.5
2021-09-12,0,0,4.93,4.0,4,1,0,4,6,1.54
2021-09-20,0,1,4.77,5.1,10,2,1,0,5,1.57
2021-09-25,0,0,4.61,2.0,3,0,0,0,0,1.57
