W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2020-07-29,0,0,0.0,1,0,5.0,2,0,0,0,2,5,0.8
2020-08-06,0,0,2.7,1,0,5.0,2,3,3,1,3,5,0.9
2020-08-12,0,0,5.11,1,0,2.1,5,7,4,1,4,1,1.46
2020-08-18,0,0,6.61,1,0,4.0,4,5,5,3,3,3,1.53
2020-09-25,1,0,6.0,0,0,1.2,1,0,0,0,1,2,1.5
2021-05-09,0,1,11.57,1,0,2.1,4,3,3,0,5,0,3.86
2021-09-03,0,0,10.8,0,0,1.0,3,2,1,0,0,0,3.6
2021-09-05,0,0,8.31,0,0,1.0,0,0,0,0,0,3,2.77
2021-09-09,0,0,10.13,0,0,1.0,2,2,2,2,0,2,2.63
2021-09-11,1,0,7.36,0,0,2.0,1,0,0,0,2,2,2.32
2021-09-17,0,0,6.48,0,0,1.0,1,0,0,0,0,3,2.16
2021-09-20,0,0,7.0,0,0,0.2,2,1,1,0,0,1,2.22
2021-09-22,0,0,6.3,0,0,1.0,0,0,0,0,1,1,2.1
2021-09-24,0,0,5.73,0,0,1.0,0,0,0,0,1,1,2.0
2021-09-28,0,0,5.25,0,0,1.0,0,0,0,0,1,2,1.92
2021-09-30,0,0,4.5,0,0,2.0,0,0,0,0,1,4,1.71
2021-10-03,0,0,4.2,0,0,1.0,1,0,0,0,1,1,1.73
