W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2020-09-26,0,1,10.8,1.2,3,2,1,4,2,4.2
2021-05-18,0,0,4.5,6.0,5,3,1,1,5,1.0
2021-06-03,0,0,2.31,5.2,1,0,0,5,5,1.03
2021-06-09,0,0,1.53,6.0,4,0,0,1,4,0.96
2021-06-15,0,0,3.6,2.1,5,5,2,1,4,1.15
