W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-06-01,1,0,12.27,3.2,6,5,0,1,4,1.91
2019-04-07,0,0,3.38,2.2,2,1,0,1,2,1.13
2019-04-10,0,0,2.45,1.0,1,0,0,0,0,1.09
2019-04-13,0,0,7.2,1.1,3,3,1,3,4,2.0
2020-07-25,0,0,9.0,2.0,3,2,0,0,3,1.5
2020-07-29,1,0,4.15,2.1,0,0,0,2,4,1.15
2020-08-01,0,0,3.38,1.0,0,0,0,0,1,0.94
2020-08-07,0,0,4.05,1.1,3,1,1,0,2,1.2
2020-08-11,0,0,3.52,1.0,1,0,0,0,0,1.17
2020-08-13,0,0,2.89,1.2,1,0,0,0,1,1.07
2020-08-16,0,0,2.38,2.0,0,0,0,3,1,1.15
2020-08-19,0,1,5.25,0.2,3,4,1,2,1,1.5
2020-08-23,0,0,5.4,1.1,1,1,1,0,2,1.43
2020-08-25,0,1,6.43,0.2,2,2,1,0,1,1.5
2020-08-30,0,0,5.63,2.0,0,0,0,0,1,1.31
2020-09-06,0,0,5.29,1.0,1,0,0,0,1,1.29
2021-04-10,0,0,0.0,1.0,3,0,0,0,1,3.0
2021-04-15,0,0,0.0,1.0,0,0,0,0,0,1.5
2021-04-16,0,0,0.0,1.0,0,0,0,1,2,1.33
2021-04-18,0,0,4.91,0.2,2,2,0,1,0,1.91
2021-04-23,0,0,7.71,1.0,2,2,0,2,0,2.36
2021-04-26,0,0,6.35,1.0,0,0,0,0,1,1.94
2021-04-27,0,0,5.68,0.2,0,0,0,0,1,1.74
2021-04-28,0,0,5.4,0.1,0,0,0,0,1,1.65
2021-05-01,0,0,4.7,1.0,1,0,0,1,0,1.7
2021-05-04,0,0,4.66,2.0,1,1,0,1,0,1.55
2021-05-05,0,0,4.22,1.0,0,0,0,0,1,1.41
2021-05-08,0,0,7.36,0.1,3,4,0,2,0,1.82
2021-05-14,0,0,7.71,0.2,2,1,0,1,0,1.97
2021-05-16,0,0,6.92,1.1,1,0,0,0,1,1.85
2021-05-23,0,0,6.43,1.0,1,0,0,2,0,1.93
2021-05-26,0,0,6.0,1.0,2,0,0,0,0,1.93
2021-07-03,0,0,5.63,1.0,0,0,0,0,1,1.81
2021-07-05,0,0,5.6,1.2,2,1,0,1,0,1.81
2021-07-10,0,0,5.5,0.1,0,0,0,0,1,1.78
2021-07-11,0,0,5.21,1.0,0,0,0,0,2,1.68
2021-07-16,0,0,6.43,2.0,3,4,1,1,1,1.71
2021-07-19,0,0,6.33,0.1,0,0,0,0,0,1.69
2021-07-20,0,0,5.79,2.0,2,0,0,0,0,1.63
2021-07-23,0,0,5.47,1.1,0,0,0,2,2,1.62
2021-07-25,0,1,5.68,0.2,1,1,1,2,0,1.7
2021-07-28,0,0,5.47,1.0,0,0,0,0,2,1.63
2021-07-30,0,0,5.08,2.0,0,0,0,1,4,1.55
2021-08-01,1,0,4.91,1.0,0,0,0,0,0,1.5
2021-08-03,0,0,5.76,0.1,3,3,0,2,0,1.65
2021-08-06,0,0,5.58,1.0,1,0,0,0,1,1.63
2021-08-08,0,0,5.29,1.2,1,0,0,0,1,1.58
2021-08-10,0,0,5.13,1.0,0,0,0,1,0,1.56
2021-08-11,0,1,5.35,0.1,3,1,0,0,1,1.63
2021-08-13,1,0,5.66,1.1,3,2,0,1,1,1.69
2021-08-17,0,0,5.35,2.0,0,0,0,1,3,1.62
2021-08-19,0,0,5.3,0.1,0,0,0,0,1,1.61
2021-08-21,0,0,5.17,1.0,0,0,0,0,0,1.57
2021-08-23,0,1,5.49,1.0,2,2,1,1,1,1.6
2021-08-26,0,0,5.53,1.1,1,1,1,1,3,1.6
2021-08-29,0,0,5.49,0.1,0,0,0,0,0,1.59
2021-08-31,0,0,5.4,0.2,0,0,0,2,1,1.61
2021-09-03,0,1,5.44,1.1,4,1,0,0,1,1.65
2021-09-08,0,0,5.4,0.1,0,0,0,0,0,1.64
2021-09-10,0,0,5.28,1.0,2,0,0,1,2,1.67
2021-09-12,0,0,5.05,2.0,0,0,0,1,0,1.62
2021-09-15,0,0,4.94,1.0,0,0,0,0,1,1.58
2021-09-16,0,0,4.88,0.2,1,0,0,0,0,1.58
2021-09-18,0,0,4.78,1.0,0,0,0,2,0,1.59
2021-09-19,0,0,4.74,0.1,0,0,0,0,0,1.58
2021-09-21,0,0,4.65,1.0,1,0,0,0,1,1.57
2021-09-22,0,0,4.59,0.2,0,0,0,1,2,1.57
2021-09-25,0,0,4.56,0.1,0,0,0,0,1,1.56
2021-09-26,0,0,4.5,0.2,0,0,0,0,1,1.54
2021-09-28,0,0,4.36,1.2,0,0,0,0,1,1.49
2021-10-03,0,0,4.28,1.0,0,0,0,0,2,1.46
