W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-03-29,0,0,6.0,1,0,6.0,6,4,4,1,1,6,1.17
2018-04-03,0,0,6.55,1,0,5.0,6,4,4,1,3,8,1.45
2018-04-09,1,0,5.94,1,0,5.2,6,4,3,1,3,8,1.5
2018-04-14,0,1,7.84,1,0,4.0,8,7,7,1,2,2,1.69
2018-04-20,0,0,6.59,1,0,6.2,4,2,2,1,1,5,1.46
2018-04-26,1,0,6.61,1,0,5.1,11,4,4,1,1,7,1.59
2018-05-01,0,1,6.05,1,0,6.0,6,2,2,0,1,6,1.53
2018-05-06,0,0,5.32,1,0,7.0,5,1,1,0,0,6,1.4
2018-05-12,0,1,5.64,1,0,7.0,7,6,6,3,3,4,1.41
2018-05-17,1,0,5.01,1,0,6.2,2,0,0,0,4,5,1.35
2018-05-23,0,0,4.68,1,0,6.0,4,1,1,0,3,6,1.33
2018-05-28,0,0,4.29,1,0,6.0,4,0,0,0,2,7,1.3
2018-06-02,0,1,4.24,1,0,5.0,7,2,2,0,2,6,1.34
2018-07-09,0,0,4.41,1,0,3.1,6,3,3,0,2,3,1.38
2018-07-14,0,0,4.29,1,0,4.1,5,2,1,1,1,7,1.38
2018-07-22,0,0,4.3,1,0,6.0,8,4,3,0,0,13,1.38
2018-07-27,0,1,4.31,1,0,6.0,7,4,3,1,2,3,1.39
2018-08-03,0,0,4.4,1,0,4.1,7,5,3,1,4,6,1.44
2018-08-08,1,0,4.36,1,0,5.0,5,2,2,1,2,3,1.43
2018-08-15,0,0,4.49,1,0,5.0,6,4,4,0,0,7,1.42
2018-08-20,0,1,4.41,1,0,4.0,5,1,1,0,1,3,1.43
2018-08-26,0,1,4.72,1,0,4.0,7,6,6,2,2,5,1.45
2018-09-01,0,0,4.56,1,0,6.0,2,1,1,0,1,5,1.41
2018-09-07,0,0,4.56,1,0,6.0,5,3,3,1,3,6,1.4
2018-09-14,0,1,4.66,1,0,5.0,6,4,4,2,2,8,1.41
2018-09-19,1,0,4.49,1,0,7.0,6,1,1,1,1,8,1.39
2018-09-25,1,0,4.31,1,0,6.0,4,0,0,0,2,9,1.38
2019-04-01,0,0,0.0,1,0,5.0,2,0,0,0,3,8,1.0
2019-04-07,1,0,2.45,1,0,6.0,5,3,3,2,2,7,1.09
2019-04-13,0,0,2.0,1,0,7.0,4,1,1,0,2,9,1.0
2019-04-21,0,1,2.74,1,0,5.0,6,3,3,1,2,2,1.13
2019-04-26,0,1,4.33,1,0,4.0,6,6,6,2,3,3,1.3
2019-05-15,0,1,5.58,1,0,3.2,4,7,6,1,4,5,1.4
2019-05-21,0,1,5.55,1,0,5.0,6,4,3,1,2,3,1.43
2019-05-26,0,1,5.75,1,0,5.0,6,4,4,1,6,3,1.55
2019-05-31,1,0,5.66,1,0,7.0,5,4,4,2,2,7,1.47
2019-06-06,1,0,5.2,1,0,6.0,6,1,1,1,2,6,1.45
2019-06-11,0,1,5.73,1,0,6.0,8,7,7,5,2,8,1.47
2019-06-16,0,0,5.85,1,0,5.0,7,4,4,1,3,8,1.52
2019-06-22,0,0,5.56,1,0,5.0,2,1,1,1,3,5,1.48
2019-06-28,0,0,5.5,1,0,4.0,3,2,2,0,2,6,1.47
2019-07-03,0,0,5.49,1,0,5.0,5,3,3,2,3,8,1.47
2019-07-12,0,0,5.42,1,0,6.0,3,3,3,1,2,10,1.43
2019-07-17,0,0,5.36,1,0,6.0,5,3,3,1,2,8,1.41
2019-07-23,0,1,5.4,1,0,6.0,7,4,4,2,2,6,1.42
2019-07-28,0,1,5.58,1,0,5.0,5,6,5,1,4,4,1.44
2019-08-03,0,0,5.35,1,0,6.0,5,1,1,0,2,6,1.42
2019-08-09,0,0,5.23,1,0,6.0,7,2,2,0,0,9,1.41
2019-08-14,0,1,5.23,1,0,5.0,5,4,3,0,2,10,1.41
2019-08-20,0,0,5.19,1,0,1.0,2,0,0,0,0,2,1.41
2021-04-03,0,1,13.5,0,0,2.0,4,4,3,0,1,2,2.5
2021-04-10,0,0,6.23,1,0,2.1,3,0,0,0,0,4,1.85
2021-08-22,0,0,4.26,1,0,2.0,1,0,0,0,1,4,1.58
2021-08-29,0,0,4.35,1,0,4.0,4,2,2,1,1,6,1.45
2021-09-04,1,0,5.28,1,0,5.0,4,4,4,2,4,3,1.5
2021-09-11,0,0,4.66,1,0,4.0,2,1,1,0,1,2,1.34
