W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2020-08-16,0,0,4.5,2.0,1,1,1,1,1,1.0
2020-09-26,0,0,7.36,1.2,3,2,1,1,3,1.64
2021-05-12,1,0,1.8,5.0,4,1,0,3,6,1.4
2021-05-21,0,0,2.53,5.2,4,2,2,1,9,1.13
2021-05-26,1,0,1.53,7.0,2,0,0,2,4,0.91
2021-05-31,0,0,2.95,3.2,5,4,1,3,3,1.13
2021-06-06,0,1,3.08,5.0,5,2,0,3,6,1.22
2021-06-12,1,0,2.51,6.0,2,0,0,4,7,1.18
2021-06-18,1,0,2.84,5.2,3,3,2,1,7,1.11
2021-06-23,0,0,2.86,6.0,5,2,1,2,4,1.11
2021-06-29,0,1,3.06,6.0,6,3,2,0,6,1.1
2021-07-04,0,1,2.84,7.0,5,1,0,1,10,1.07
2021-07-10,0,0,2.9,5.0,4,2,2,4,4,1.11
2021-07-20,1,0,2.65,6.0,5,0,0,2,7,1.12
2021-07-27,0,1,3.24,4.1,7,6,1,1,6,1.16
2021-08-08,1,0,3.22,6.0,3,2,0,2,4,1.14
2021-08-14,0,0,3.33,5.1,8,3,0,0,0,1.16
2021-08-20,1,0,3.25,5.0,3,1,1,4,4,1.17
2021-08-26,0,0,3.65,5.0,6,6,3,1,8,1.19
2021-09-01,0,0,3.87,4.0,4,4,2,3,4,1.21
2021-09-07,0,0,3.81,4.0,5,1,0,2,4,1.23
2021-09-12,0,1,4.02,3.2,8,4,0,1,5,1.27
2021-09-18,1,0,3.8,6.0,2,0,0,0,5,1.22
2021-09-23,0,0,3.97,2.0,3,3,1,0,3,1.23
2021-09-27,0,0,4.11,2.2,3,3,1,0,2,1.22
2021-10-02,0,0,4.07,3.1,3,1,0,1,5,1.22
