W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2019-08-04,0,0,0.0,1.2,0,0,0,1,1,0.6
2019-08-07,0,0,0.0,1.0,0,0,0,0,0,0.38
2019-08-09,0,1,2.08,1.2,1,1,1,1,1,0.69
2019-08-13,0,0,1.69,1.0,0,0,0,0,1,0.56
2019-08-14,0,0,1.59,0.1,2,0,0,0,1,0.88
2019-08-16,0,0,1.35,1.0,1,0,0,0,1,0.9
2019-08-18,0,1,4.7,1.0,3,3,0,1,1,1.3
2019-08-20,1,0,3.72,2.0,0,0,0,0,2,1.03
2019-08-25,0,0,4.35,0.2,1,1,0,1,1,1.16
2019-08-28,0,0,3.97,1.0,1,0,0,2,0,1.32
2019-08-30,0,0,3.65,1.0,1,0,0,0,1,1.3
2019-08-31,1,0,3.46,0.2,0,0,0,0,1,1.23
2019-09-02,0,0,3.21,1.0,1,0,0,0,2,1.21
2019-09-05,0,0,3.07,0.2,0,0,0,0,0,1.16
2019-09-06,0,0,2.87,1.0,0,0,0,0,0,1.09
2019-09-10,0,1,2.6,1.2,3,0,0,0,3,1.15
2019-09-14,0,0,2.45,1.0,1,0,0,0,0,1.15
2019-09-18,0,0,2.79,1.0,2,1,1,0,2,1.19
2019-09-22,0,0,2.66,1.0,1,0,0,0,1,1.18
2019-09-24,0,0,2.53,1.0,0,0,0,0,1,1.13
2019-09-28,0,0,2.31,2.0,2,0,0,0,1,1.11
2021-04-04,0,0,0.0,1.0,0,0,0,0,1,0.0
2021-04-07,1,0,0.0,1.0,0,0,0,0,2,0.0
2021-04-09,0,0,0.0,1.0,0,0,0,0,2,0.0
2021-04-11,0,0,0.0,1.0,1,0,0,1,1,0.5
2021-04-12,0,1,0.0,0.1,1,0,0,1,0,0.92
2021-04-15,0,0,0.0,1.0,1,0,0,0,1,0.94
2021-04-17,0,0,0.0,1.0,3,0,0,0,0,1.26
2021-04-18,0,0,0.0,1.0,1,0,0,0,3,1.23
2021-04-23,0,0,0.0,1.0,0,0,0,1,1,1.2
2021-04-25,0,0,0.0,1.0,0,0,0,0,0,1.07
2021-04-26,1,0,0.0,1.0,0,0,0,0,1,0.97
2021-04-30,0,0,0.0,1.0,1,0,0,0,0,0.97
2021-05-02,0,0,0.0,1.0,1,0,0,0,1,0.97
2021-05-03,0,0,0.0,1.0,1,0,0,0,1,0.98
2021-05-06,0,0,0.0,1.0,2,0,0,0,1,1.05
