W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-03-29,0,1,1.5,1,0,6.0,8,1,1,1,2,7,1.67
2018-04-03,0,1,2.25,1,0,6.0,4,2,2,2,1,6,1.25
2018-04-08,0,0,1.89,1,0,7.0,6,1,1,0,0,6,1.11
2018-04-15,1,0,1.73,1,0,7.0,2,1,1,1,0,12,0.88
2018-04-20,0,1,2.45,1,0,7.0,9,4,4,0,0,4,0.97
2018-04-25,0,1,2.84,1,0,5.0,5,3,3,1,6,7,1.13
2018-05-01,0,0,2.86,1,0,6.0,6,2,2,2,1,6,1.14
2018-05-31,0,0,2.76,1,0,5.0,4,1,1,0,1,5,1.12
2018-06-23,0,0,2.94,1,0,3.0,5,2,2,0,1,4,1.17
2018-06-28,0,0,2.84,1,0,5.0,4,1,1,0,0,6,1.14
2018-07-03,1,0,2.86,1,0,6.0,4,2,2,0,0,2,1.1
2018-07-09,1,0,2.61,1,0,6.0,2,0,0,0,1,5,1.04
2018-07-15,0,0,2.74,1,0,6.2,6,3,3,1,4,8,1.08
2018-07-21,0,1,2.64,1,0,6.0,7,4,1,1,0,5,1.09
2018-07-27,1,0,2.52,1,0,7.2,6,1,1,0,0,8,1.06
2018-08-02,1,0,2.55,1,0,6.0,5,2,2,1,2,7,1.07
2018-08-08,0,0,2.58,1,0,6.0,6,2,2,0,0,1,1.07
2018-08-13,0,0,2.47,1,0,8.0,4,1,1,0,0,9,1.02
2018-08-19,1,0,2.4,1,0,7.0,4,1,1,0,1,7,1.01
2018-08-25,0,0,2.39,1,0,8.0,7,3,2,1,0,9,1.0
2018-09-01,0,0,2.4,1,0,7.0,4,2,2,2,0,3,0.97
2018-09-07,1,0,2.42,1,0,6.0,6,2,2,1,1,7,0.98
2018-09-13,1,0,2.51,1,0,6.0,8,4,3,1,2,8,1.01
2018-09-18,0,0,2.45,1,0,7.0,3,2,1,1,5,3,1.02
2018-09-24,1,0,2.53,1,0,6.0,6,3,3,1,1,6,1.02
2018-09-29,0,0,2.73,1,0,5.0,8,5,5,0,0,4,1.04
2019-04-15,0,0,2.57,1,0,7.0,5,2,2,1,0,6,0.71
2019-04-21,0,0,2.77,1,0,6.0,2,2,2,1,4,7,0.85
2019-04-27,1,0,2.25,1,0,7.0,4,1,1,0,0,8,0.75
2019-05-03,0,0,2.77,1,0,6.0,6,3,3,2,1,6,0.85
2019-05-08,1,0,3.31,1,0,6.2,9,4,4,1,1,4,0.98
2019-05-14,1,0,3.4,1,0,7.0,5,3,3,2,1,5,0.96
2019-05-21,1,0,3.33,1,0,6.1,6,2,2,0,1,8,0.98
2019-05-27,1,0,3.46,1,0,6.0,10,3,3,1,1,5,1.08
2019-06-01,0,0,3.05,1,0,7.0,6,1,0,0,0,6,1.05
2019-06-07,0,1,3.0,1,0,7.0,6,2,2,0,1,4,1.05
2019-06-13,1,0,3.13,1,0,6.0,7,3,3,2,2,8,1.08
2019-06-18,1,0,2.85,1,0,7.0,3,0,0,0,2,6,1.05
2019-06-24,0,0,3.07,1,0,6.0,7,4,4,2,1,2,1.07
2019-06-29,0,1,3.23,1,0,7.0,7,5,4,1,0,7,1.07
2019-07-05,0,0,3.09,1,0,7.0,5,2,1,0,1,9,1.05
2019-07-15,1,0,3.0,1,0,6.0,4,1,1,1,2,7,1.05
2019-07-20,0,0,2.84,1,0,6.0,2,0,0,0,1,10,1.02
2019-07-27,1,0,2.85,1,0,6.0,3,2,2,0,3,9,1.02
2019-08-01,1,0,2.85,1,0,6.0,6,2,2,1,5,5,1.06
2019-08-06,1,0,2.77,1,0,7.0,4,1,1,0,1,9,1.04
2019-08-14,1,0,2.63,1,0,7.0,2,0,0,0,0,10,1.0
2019-08-20,1,0,2.71,1,0,6.0,6,3,3,3,3,6,1.02
2019-08-25,0,1,2.76,1,0,7.0,4,3,3,3,0,12,1.0
2019-08-31,0,1,2.96,1,0,5.0,5,5,5,2,2,6,1.01
2019-09-06,0,1,3.06,1,0,4.0,7,3,3,1,3,6,1.05
2019-09-13,1,0,3.05,1,0,6.1,4,2,2,1,3,5,1.05
2019-09-20,1,0,3.15,1,0,6.0,8,4,4,3,1,5,1.07
2019-09-26,1,0,3.05,1,0,6.0,2,0,0,0,1,7,1.05
2019-09-29,0,0,3.03,0,0,1.0,0,0,0,0,0,1,1.04
2020-08-02,1,0,0.0,1,0,5.2,3,0,0,0,0,6,0.53
2020-08-08,0,1,3.6,1,0,4.1,7,4,4,3,1,6,1.1
2020-08-14,1,0,2.65,1,0,7.0,1,1,1,1,2,6,0.82
2020-08-20,1,0,2.25,1,0,7.0,4,1,1,1,1,11,0.79
2020-08-27,1,0,1.8,1,0,6.0,4,0,0,0,0,4,0.77
2020-09-03,1,0,1.5,1,0,6.0,1,0,0,0,2,8,0.72
2020-09-09,0,0,1.98,1,0,5.0,4,4,3,0,2,3,0.78
2020-09-14,0,1,2.28,1,0,6.1,5,3,3,1,0,9,0.78
2020-09-19,1,0,2.15,1,0,7.0,4,1,1,0,0,6,0.75
2020-09-25,0,0,2.16,1,0,4.0,8,4,1,2,0,3,0.84
2021-04-01,0,1,7.94,1,0,5.2,10,6,5,0,1,2,1.94
2021-04-06,1,0,4.26,1,0,7.0,4,1,1,0,0,8,1.18
2021-04-11,1,0,2.89,1,0,6.0,5,0,0,0,0,6,1.07
2021-04-17,1,0,2.19,1,0,6.0,2,0,0,0,2,8,0.97
2021-04-23,0,1,2.56,1,0,7.0,5,3,3,3,1,7,0.95
2021-04-28,1,0,2.09,1,0,7.0,4,0,0,0,1,8,0.91
2021-05-04,0,1,2.95,1,0,1.0,4,4,4,0,2,2,1.03
2021-05-08,1,0,2.62,1,0,5.0,2,0,0,0,1,5,0.99
2021-05-14,1,0,3.2,1,0,6.0,6,5,5,1,1,11,1.01
2021-05-19,0,0,3.18,1,0,6.0,2,2,2,1,1,8,0.95
2021-05-25,1,0,2.94,1,0,7.2,4,1,1,1,0,6,0.9
2021-05-30,0,1,3.33,1,0,6.0,7,5,5,2,3,6,0.97
2021-06-05,0,1,3.66,1,0,6.0,8,5,5,0,1,9,1.01
2021-06-11,1,0,3.39,1,0,6.0,3,1,0,0,0,9,0.97
2021-06-16,0,1,3.36,1,0,6.0,8,2,2,1,1,9,1.01
2021-06-22,0,1,3.43,1,0,6.0,4,3,3,2,2,7,1.01
2021-06-27,1,0,3.25,1,0,8.0,4,1,1,1,1,13,0.98
2021-07-03,0,0,3.39,1,0,4.0,3,3,3,1,1,3,0.98
2021-09-13,0,0,3.33,1,0,4.1,4,1,1,0,1,5,0.98
2021-09-19,1,0,3.27,1,0,5.0,3,1,1,0,0,8,0.97
2021-09-25,0,1,3.38,1,0,4.1,6,4,3,2,1,3,0.99
2021-10-01,0,0,3.55,1,0,1.2,5,3,3,0,0,1,1.02
