W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-07-09,0,0,0.0,1.0,0,0,0,0,0,0.0
2018-07-10,0,0,0.0,1.0,0,0,0,1,1,0.5
2018-07-13,0,0,0.0,2.0,0,0,0,1,1,0.5
2018-07-15,0,0,0.0,1.0,2,0,0,0,0,0.8
2018-07-21,0,0,0.0,1.0,0,0,0,0,2,0.67
2018-07-23,0,0,0.0,1.0,1,0,0,0,2,0.71
2018-07-26,0,0,0.0,1.0,0,0,0,0,1,0.63
2018-07-27,0,0,1.0,1.0,2,1,0,0,0,0.78
2018-07-30,0,0,0.9,1.0,0,0,0,2,0,0.9
2018-08-02,0,0,1.64,1.0,1,1,0,1,1,1.0
2018-08-05,0,0,1.42,1.2,1,0,0,0,1,0.95
2018-08-08,0,0,1.32,1.0,1,0,0,0,2,0.95
2018-08-10,0,0,1.23,1.0,0,0,0,0,2,0.89
2018-08-11,0,0,1.15,1.0,0,0,0,0,1,0.83
2018-08-12,0,0,1.13,0.1,0,0,0,0,1,0.81
2018-08-17,0,0,1.06,1.0,1,0,0,0,2,0.82
2018-08-18,0,0,1.0,1.0,0,0,0,0,1,0.78
2018-08-22,0,0,0.95,1.0,0,0,0,0,0,0.74
2018-08-25,0,0,0.9,1.0,0,0,0,1,0,0.75
2018-08-29,0,0,1.29,1.0,1,1,1,0,0,0.76
2018-08-30,1,0,1.23,1.0,0,0,0,0,1,0.73
2018-09-01,0,0,1.16,1.1,2,0,0,0,3,0.77
2018-09-03,0,0,1.5,0.2,3,1,0,0,0,0.88
2018-09-04,0,0,1.44,1.0,1,0,0,0,1,0.88
2018-09-07,0,0,1.75,0.2,2,1,0,0,0,0.94
2018-09-09,0,0,1.73,0.1,0,0,0,0,1,0.92
2018-09-11,1,0,1.65,1.1,0,0,0,0,2,0.88
2018-09-13,0,0,1.59,1.0,0,0,0,0,0,0.85
2018-09-15,0,0,1.53,1.0,0,0,0,0,1,0.82
2018-09-18,0,0,1.8,0.2,1,1,1,0,0,0.83
2018-09-20,0,0,1.74,1.0,0,0,0,0,1,0.81
2018-09-24,0,0,1.71,0.2,0,0,0,0,0,0.79
2018-09-26,0,0,1.65,1.0,0,0,0,0,0,0.77
2018-09-30,0,0,1.6,1.0,0,0,0,1,1,0.77
2019-03-31,0,0,0.0,1.0,1,0,0,0,2,1.0
2019-04-02,0,0,0.0,1.0,0,0,0,1,1,1.0
2019-04-03,0,0,0.0,1.0,0,0,0,0,0,0.67
2019-04-06,0,0,0.0,1.0,1,0,0,0,0,0.75
2019-04-07,0,0,0.0,1.0,1,0,0,0,1,0.8
2019-04-11,0,0,1.5,1.0,1,1,1,0,1,0.83
2019-04-12,0,0,1.35,0.2,0,0,0,0,0,0.75
2019-04-14,0,0,1.17,1.0,1,0,0,1,1,0.91
2019-04-17,0,0,2.16,0.2,1,1,1,0,2,0.96
2019-04-19,0,0,1.93,1.0,0,0,0,0,1,0.86
2019-04-20,0,0,1.74,1.0,2,0,0,0,1,0.97
2019-04-21,0,0,1.59,1.0,0,0,0,0,1,0.88
2019-04-25,0,0,1.46,1.0,1,0,0,0,0,0.89
2019-04-29,1,0,1.32,1.1,0,0,0,0,1,0.8
2019-05-02,0,1,2.57,0.1,2,2,1,0,1,0.93
2019-05-07,0,0,3.68,0.2,3,2,0,0,0,1.09
2019-05-08,1,0,3.45,1.0,0,0,0,0,2,1.02
2019-05-11,0,0,3.24,1.0,0,0,0,0,1,0.96
2019-05-14,0,1,3.57,1.0,1,1,0,2,0,1.08
2019-05-17,0,0,3.38,1.0,0,0,0,2,0,1.13
2019-05-20,0,0,3.2,1.0,0,0,0,0,0,1.07
2019-05-22,0,0,3.05,1.0,0,0,0,0,1,1.02
2019-05-23,0,0,2.91,1.0,0,0,0,0,1,0.97
2019-05-27,0,0,2.78,1.0,0,0,0,0,0,0.93
2019-05-28,0,0,3.97,0.0,2,3,2,1,0,1.06
2019-05-31,0,0,3.8,1.0,0,0,0,1,2,1.06
2019-06-04,0,0,4.01,1.0,1,1,0,0,1,1.05
2019-06-06,0,0,3.86,1.0,2,0,0,0,2,1.09
2019-06-08,0,0,3.71,1.0,0,0,0,0,0,1.05
2019-06-09,0,0,3.58,1.0,1,0,0,0,1,1.05
2019-06-10,0,1,3.77,1.0,2,1,0,0,1,1.08
2019-06-17,0,0,3.64,1.0,0,0,0,0,1,1.04
2019-06-18,0,0,3.52,1.0,0,0,0,0,2,1.01
2019-06-21,0,0,3.48,0.1,2,0,0,0,0,1.06
2019-06-22,0,0,3.45,0.1,0,0,0,2,0,1.12
2019-06-25,0,0,3.34,1.0,1,0,0,0,2,1.11
2019-06-29,0,0,3.24,1.0,0,0,0,0,0,1.08
2019-06-30,0,0,3.41,1.0,3,1,1,0,1,1.14
2019-07-04,0,0,3.31,1.0,0,0,0,0,1,1.1
2019-07-05,0,0,3.16,1.2,2,0,0,0,1,1.11
2019-07-07,0,0,3.58,0.2,1,2,1,2,2,1.17
2019-07-13,0,0,3.72,1.0,1,1,0,0,0,1.16
2019-07-14,0,0,3.63,1.0,0,0,0,0,1,1.13
2019-07-15,0,0,4.46,0.2,4,4,0,0,0,1.21
2019-08-18,0,0,4.35,1.0,0,0,0,1,2,1.21
2019-08-20,0,0,4.25,1.0,0,0,0,0,1,1.18
2019-08-21,0,0,4.15,1.0,1,0,0,1,2,1.2
2019-08-24,0,0,4.23,1.1,0,1,0,1,3,1.19
