W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2019-08-05,0,0,3.6,0,0,5.0,3,2,2,0,2,8,1.0
2019-08-11,0,0,5.59,1,0,4.2,6,4,4,1,4,4,1.55
2019-08-16,0,1,5.79,1,0,4.1,5,3,3,0,1,3,1.5
2019-08-21,0,0,6.75,1,0,3.1,8,4,4,1,0,3,1.67
2019-08-28,0,0,5.24,1,0,5.0,1,0,0,0,3,9,1.48
2019-09-04,0,1,4.91,1,0,3.1,1,1,1,1,1,3,1.36
2019-09-09,0,1,5.28,1,0,3.1,5,3,3,1,2,4,1.45
2019-09-15,0,0,4.91,1,0,4.0,2,1,1,0,1,4,1.36
2019-09-21,0,0,5.25,1,0,3.0,2,3,3,1,2,1,1.36
2019-09-27,0,1,5.03,1,0,3.1,2,1,1,1,3,3,1.37
2020-07-28,0,0,2.25,1,0,4.0,4,2,1,1,1,4,1.25
2020-08-08,0,1,2.7,1,0,6.0,4,2,2,1,1,4,1.0
2020-08-14,0,1,3.94,1,0,6.0,6,5,4,1,2,5,1.13
2020-08-19,0,1,5.4,1,0,4.0,6,5,5,2,2,1,1.3
2020-08-24,0,1,6.75,1,0,2.2,7,5,5,1,2,1,1.54
2020-09-16,0,0,6.75,0,0,4.0,4,3,3,2,0,3,1.46
2020-09-20,0,0,6.1,0,0,4.1,3,1,1,1,1,7,1.39
2020-09-23,1,0,5.56,0,0,3.0,2,0,0,0,0,5,1.32
2020-09-27,0,1,5.65,1,0,2.2,1,3,2,1,3,3,1.34
2021-05-03,0,0,0.0,0,0,2.0,1,0,0,0,2,4,1.5
2021-05-07,0,0,1.69,0,1,3.1,2,1,1,1,2,3,1.31
2021-05-12,0,0,6.14,0,0,2.0,3,4,4,2,1,1,1.5
2021-05-17,0,0,5.56,1,0,4.0,6,2,2,1,1,2,1.59
2021-05-22,0,1,4.96,1,0,5.0,4,2,2,0,2,3,1.47
2021-05-27,0,0,3.8,1,0,5.0,5,0,0,0,2,4,1.45
2021-06-06,0,1,3.62,1,0,6.0,5,3,2,1,1,10,1.35
2021-06-13,1,0,3.51,1,0,6.0,4,2,2,0,2,4,1.29
2021-06-19,1,0,3.69,1,0,5.2,4,3,3,2,2,9,1.26
2021-06-27,0,0,3.89,1,0,5.0,4,3,3,1,2,6,1.25
2021-07-04,0,0,3.86,1,0,5.0,2,2,2,0,5,7,1.27
2021-07-10,0,1,3.7,1,0,7.0,6,2,2,0,2,6,1.25
2021-07-18,0,1,3.86,1,0,7.0,6,6,4,2,1,9,1.22
2021-07-24,1,0,3.52,1,0,8.2,1,1,1,0,1,13,1.1
2021-07-30,0,1,3.38,1,0,5.2,4,1,1,0,6,6,1.15
2021-08-06,0,0,3.39,1,0,5.0,7,2,2,0,2,4,1.19
2021-08-13,0,1,3.62,1,0,4.2,5,4,4,1,2,3,1.21
