W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2019-06-16,0,0,0.0,0,0,2.0,1,0,0,0,0,2,0.5
2019-07-16,0,0,18.0,0,0,1.0,5,6,6,1,1,1,2.33
2020-08-09,0,0,3.86,1,0,2.1,1,1,1,0,1,1,0.86
2020-08-12,0,0,8.1,1,0,1.0,4,2,2,2,3,0,2.7
2020-08-17,0,0,4.26,0,0,3.0,2,0,0,0,0,4,1.74
2020-08-21,0,0,4.32,0,0,2.0,2,1,1,0,2,1,1.8
2020-09-01,0,0,3.86,0,0,1.0,0,0,0,0,1,0,1.71
2020-09-04,0,0,7.71,1,0,2.1,5,6,6,0,1,3,1.89
2020-09-10,0,0,6.75,0,0,3.0,2,1,1,0,4,2,1.91
2020-09-15,0,0,5.3,1,0,4.0,2,0,0,0,0,5,1.61
2020-09-21,0,0,5.82,1,0,3.0,5,3,3,0,1,1,1.66
2021-04-03,0,0,0.0,0,0,1.0,1,0,0,0,0,0,1.0
2021-04-07,0,0,0.0,1,0,5.0,2,0,0,0,1,5,0.67
2021-04-12,0,0,0.75,1,0,6.0,3,1,1,1,1,10,0.67
2021-04-17,0,1,3.94,1,0,4.0,7,6,6,3,1,5,1.0
2021-04-23,1,0,3.68,1,0,6.0,2,2,2,1,1,5,0.86
2021-04-28,1,0,2.96,1,0,5.1,4,0,0,0,2,9,0.91
2021-05-04,1,0,2.36,1,0,7.0,4,1,0,0,2,4,0.9
2021-05-09,1,0,2.23,1,0,6.0,4,1,1,1,1,6,0.89
2021-05-16,0,1,3.02,1,0,4.1,9,5,5,1,2,6,1.05
2021-08-17,0,0,2.7,1,0,5.1,3,0,0,0,1,4,1.02
2021-08-23,0,1,2.89,1,0,6.0,4,3,3,1,1,9,1.0
2021-08-28,0,1,2.9,1,0,6.0,3,2,2,1,3,3,1.0
2021-09-03,0,1,3.19,1,0,5.2,5,4,4,1,1,5,1.0
2021-09-09,0,0,3.22,1,0,5.0,3,2,2,0,2,7,1.0
2021-09-15,0,0,3.26,1,0,4.2,4,2,2,0,2,8,1.02
2021-09-20,0,0,3.43,1,0,4.0,5,3,3,0,2,2,1.06
2021-09-25,0,0,3.98,1,0,4.2,7,7,7,3,0,6,1.08
2021-10-01,0,1,4.05,1,0,5.0,6,3,3,1,2,6,1.11
