W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-03-31,0,0,0.0,1.0,0,0,0,0,1,0.0
2018-04-02,0,0,3.0,2.0,2,1,0,1,3,1.0
2018-04-04,0,1,4.5,1.0,1,1,0,1,0,1.25
2018-04-06,0,0,4.26,2.1,1,1,1,0,2,0.95
2018-04-08,0,0,4.32,2.0,3,1,0,1,1,1.2
2018-04-10,0,0,3.86,1.0,1,0,0,1,1,1.29
2018-04-14,0,0,3.97,2.0,3,1,0,1,1,1.41
2018-04-18,0,0,3.86,0.1,0,0,0,0,0,1.37
2018-04-22,0,0,3.29,2.0,2,0,0,0,1,1.32
2018-04-25,0,0,3.6,1.1,1,1,1,0,0,1.27
2018-04-28,0,0,3.31,1.1,1,0,0,1,2,1.29
2018-05-01,0,0,3.12,1.0,0,0,0,1,1,1.27
2018-05-03,0,0,4.58,2.1,4,4,0,1,3,1.37
2018-05-06,0,0,4.35,1.0,1,0,0,0,1,1.35
2018-05-10,1,0,3.55,4.2,4,0,0,2,1,1.34
2018-05-17,0,0,3.38,1.1,0,0,0,2,1,1.35
2018-05-19,0,0,3.18,1.2,0,0,0,1,0,1.31
2018-05-22,0,0,3.14,0.1,0,0,0,0,1,1.29
2018-05-26,0,0,2.93,2.0,0,0,0,2,1,1.27
2018-05-28,0,0,2.81,1.1,0,0,0,1,2,1.25
2018-05-30,0,0,3.0,1.0,2,1,0,1,0,1.3
2018-06-02,0,0,2.86,1.2,0,0,0,1,1,1.27
2018-06-07,0,1,3.0,1.1,2,1,0,1,2,1.31
2018-06-09,0,0,2.84,2.0,2,0,0,1,0,1.32
2018-06-12,0,0,2.88,2.2,2,1,0,2,1,1.33
2018-06-15,0,0,2.83,0.2,2,0,0,0,1,1.35
2018-06-17,0,0,2.83,0.0,2,0,0,1,0,1.43
2018-06-19,0,0,2.81,0.1,0,0,0,0,0,1.42
2018-06-20,1,0,2.68,2.0,0,0,0,2,2,1.4
2018-06-22,0,0,2.51,3.0,0,0,0,0,1,1.31
2018-06-25,0,1,2.87,0.1,1,2,0,3,0,1.38
2018-06-26,0,0,2.77,1.2,0,0,0,0,1,1.34
