W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-03-31,0,0,13.5,2.0,4,3,1,0,1,2.0
2018-04-04,0,0,8.31,2.1,2,1,0,2,3,1.85
2018-04-06,0,0,7.71,2.2,3,2,2,2,3,1.86
2018-04-10,0,0,7.2,3.0,7,2,0,0,2,2.0
2018-04-16,0,0,5.14,4.0,3,0,0,1,4,1.71
2018-04-23,0,0,6.28,0.1,3,2,0,0,0,1.88
2018-04-25,1,0,5.74,1.1,0,0,0,0,2,1.72
2018-04-30,0,0,5.63,0.1,1,0,0,0,1,1.75
2018-05-02,0,0,6.0,2.0,2,2,2,0,3,1.67
2018-05-04,0,0,5.68,1.0,1,0,0,0,2,1.63
2018-05-06,0,0,5.23,1.2,1,0,0,0,1,1.55
2018-05-09,0,0,5.48,0.2,3,1,0,0,1,1.64
2018-05-13,0,0,4.81,3.0,0,0,0,0,4,1.44
2018-05-18,1,0,4.33,2.2,3,0,0,0,1,1.41
2018-05-21,0,0,4.66,2.0,2,2,1,1,2,1.41
2018-05-27,0,0,4.5,1.0,0,0,0,0,0,1.37
2018-05-31,0,0,4.35,1.0,0,0,0,0,1,1.32
2018-06-01,0,0,3.75,5.0,3,0,0,1,4,1.25
2018-06-07,0,0,3.58,1.2,2,0,0,0,0,1.25
2018-06-10,0,0,3.46,4.0,2,1,1,0,2,1.18
2018-06-13,0,1,3.27,2.1,1,0,0,3,1,1.2
2018-06-17,1,0,3.47,2.2,3,2,1,0,4,1.2
2018-06-22,0,0,3.33,2.0,0,0,0,0,1,1.15
2018-06-26,0,0,3.26,1.0,1,0,0,0,3,1.15
2018-06-30,0,0,3.31,2.0,3,1,1,0,1,1.16
2018-07-03,0,0,3.25,1.0,0,0,0,1,1,1.16
2018-07-09,0,0,3.69,1.0,3,3,1,0,1,1.19
2018-07-11,0,0,3.62,1.0,2,0,0,0,0,1.21
2018-07-13,0,0,3.58,0.2,2,0,0,1,1,1.25
2018-07-15,0,0,3.51,1.0,1,0,0,0,0,1.24
2018-07-21,0,0,3.39,2.0,0,0,0,0,1,1.2
2018-07-22,0,0,3.34,1.0,0,0,0,0,2,1.18
2018-07-24,0,0,3.28,1.0,0,0,0,0,3,1.16
2018-07-26,0,0,3.23,1.0,1,0,0,0,1,1.16
2018-07-28,0,0,3.08,3.0,3,0,0,1,2,1.17
2018-07-31,0,0,3.03,1.0,0,0,0,0,1,1.15
2018-08-02,0,1,3.27,0.2,2,2,1,0,0,1.17
2018-08-05,0,0,3.18,2.0,2,0,0,0,3,1.16
2018-08-07,0,0,3.13,1.0,1,0,0,0,1,1.16
2018-08-14,0,0,3.17,2.0,1,1,1,0,4,1.14
2018-08-17,0,0,3.14,0.2,0,0,0,1,0,1.14
2018-08-18,0,0,3.05,2.0,3,0,0,0,3,1.15
2018-08-21,0,0,3.01,1.0,1,0,0,0,1,1.15
2018-08-24,1,0,2.97,1.0,0,0,0,0,1,1.14
2018-08-25,0,0,2.93,1.0,0,0,0,0,1,1.12
2018-08-27,0,0,2.91,0.2,0,0,0,0,2,1.11
2018-08-28,1,0,2.87,1.0,1,0,0,0,0,1.11
2018-08-30,0,0,2.82,1.1,1,0,0,0,2,1.1
2018-09-01,0,0,2.76,2.0,0,0,0,0,3,1.08
2018-09-03,0,0,2.74,0.1,0,0,0,0,0,1.07
