W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-04-19,1,0,1.29,7.0,2,1,1,0,8,0.29
2018-04-25,0,0,3.75,5.0,9,4,1,3,0,1.17
2018-05-18,0,1,3.63,5.1,5,2,0,2,5,1.21
2018-05-25,0,0,4.34,1.1,2,2,2,0,0,1.23
2018-05-29,0,0,4.37,4.0,4,2,1,0,4,1.19
2018-06-26,0,0,4.32,2.1,3,1,0,0,2,1.2
2018-06-30,0,0,5.4,1.2,5,4,1,0,2,1.31
2018-08-31,0,0,5.02,2.0,1,0,0,1,3,1.29
2018-09-04,0,0,4.85,1.0,0,0,0,0,2,1.25
2018-09-06,0,0,4.83,2.0,2,1,0,1,1,1.26
2018-09-09,0,0,4.78,0.1,0,0,0,0,0,1.25
2018-09-12,0,0,4.59,1.1,2,0,0,0,1,1.26
2018-09-17,0,0,4.46,1.0,0,0,0,0,0,1.22
2018-09-19,0,0,4.25,1.2,0,0,0,0,2,1.17
2018-09-22,0,0,4.14,1.0,0,0,0,0,0,1.14
2018-09-26,0,0,4.03,1.0,1,0,0,0,1,1.13
2018-09-28,0,0,3.89,1.1,3,0,0,0,1,1.17
2018-09-30,0,0,4.28,0.2,2,2,2,0,0,1.2
2019-04-06,1,0,0.0,2.0,2,0,0,1,1,1.5
2019-04-14,0,0,9.0,2.0,4,4,1,1,1,2.0
2019-04-16,0,0,6.0,2.0,1,0,0,0,3,1.5
2019-04-20,0,0,5.63,2.0,1,1,1,0,3,1.25
2019-04-28,0,1,5.4,2.0,2,1,1,0,2,1.2
2019-05-01,0,0,4.91,1.0,0,0,0,1,0,1.18
2019-05-02,0,0,4.5,1.0,2,0,0,0,1,1.25
2019-05-10,0,0,4.2,3.0,4,1,0,1,6,1.33
2019-05-17,0,0,4.02,0.2,0,0,0,0,1,1.28
2019-05-18,0,0,3.57,2.0,1,0,0,1,2,1.25
2019-05-24,1,0,3.5,0.1,0,0,0,0,0,1.22
2019-05-26,0,0,4.05,2.0,3,2,2,0,2,1.25
2019-05-28,0,0,3.92,0.2,0,0,0,0,1,1.21
2019-06-02,0,0,4.24,2.2,4,2,0,1,1,1.29
2019-06-06,0,0,4.07,1.0,0,0,0,0,3,1.23
2019-06-07,0,0,4.97,1.0,4,3,0,0,2,1.34
2019-06-11,0,0,4.85,0.2,0,0,0,0,2,1.31
2019-06-13,0,0,4.78,0.1,1,0,0,0,1,1.33
2019-06-14,0,0,5.2,1.1,3,2,0,0,1,1.37
2019-06-19,0,0,5.02,1.0,0,0,0,2,1,1.4
2019-06-23,0,1,5.28,0.1,2,1,0,2,0,1.52
2019-07-07,0,0,5.4,1.0,1,1,1,0,1,1.5
2019-07-12,0,0,5.52,1.0,2,1,0,0,1,1.52
2019-07-16,0,0,5.63,1.0,2,1,0,0,2,1.53
2019-07-20,0,0,5.45,1.0,1,0,0,0,2,1.52
2019-07-26,0,0,5.4,0.1,0,0,0,0,1,1.5
2019-07-28,0,0,5.09,2.0,0,0,0,0,2,1.42
2019-08-03,0,0,4.95,1.0,2,0,0,0,2,1.43
2019-08-06,0,0,4.82,1.0,0,0,0,0,0,1.39
2019-08-10,0,0,4.58,2.0,1,0,0,0,1,1.35
2019-08-13,0,0,4.46,1.0,1,0,0,0,2,1.34
2019-08-15,0,0,4.35,1.0,1,0,0,0,1,1.33
2019-08-16,0,0,4.25,1.0,0,0,0,0,2,1.3
2019-08-20,0,0,4.15,1.0,1,0,0,1,0,1.32
2019-08-23,1,0,4.09,0.2,1,0,0,0,1,1.32
2019-08-24,0,0,4.67,0.1,2,3,0,1,0,1.38
2019-08-26,0,0,4.57,1.0,0,0,0,0,2,1.35
2019-08-28,0,0,4.7,0.2,2,1,1,0,1,1.37
2019-08-31,0,0,4.6,1.0,0,0,0,0,1,1.34
2019-09-02,0,1,4.84,1.1,0,2,0,2,3,1.34
2019-09-05,0,1,5.18,0.1,1,2,1,1,1,1.38
2019-09-12,0,0,5.84,0.2,4,4,2,0,0,1.44
2019-09-20,0,0,5.72,1.0,0,0,0,1,2,1.43
2019-09-26,0,0,5.61,1.0,0,0,0,0,1,1.4
2020-07-25,0,0,0.0,1.0,1,0,0,1,2,2.0
2020-07-26,0,0,0.0,1.1,1,0,0,2,4,2.14
2020-08-02,0,0,0.0,1.1,0,0,0,1,1,1.64
2020-08-03,0,0,0.0,2.0,0,0,0,0,2,1.06
2020-08-07,0,1,1.23,1.2,1,1,1,1,1,1.09
2020-08-11,0,0,1.8,2.2,3,1,1,0,1,1.1
2020-08-17,0,0,1.5,2.0,0,0,0,1,3,1.0
2020-08-23,0,0,1.29,2.0,1,0,0,1,2,1.0
2020-08-29,0,0,1.15,1.2,1,0,0,3,3,1.15
2020-09-01,0,0,1.08,1.0,0,0,0,0,2,1.08
2020-09-04,0,0,0.96,2.0,0,0,0,1,3,1.02
2020-09-08,0,0,0.92,1.0,0,0,0,0,0,0.97
2020-09-12,0,0,1.29,1.1,1,1,0,1,2,1.0
2020-09-14,0,0,1.23,1.0,0,0,0,1,1,1.0
2020-09-17,0,0,1.21,0.1,1,0,0,1,1,1.07
2020-09-19,0,0,1.11,2.0,1,0,0,0,6,1.03
2020-09-23,0,0,1.09,0.1,3,0,0,0,0,1.14
2020-09-27,0,0,1.07,0.2,1,0,0,0,1,1.14
2021-04-01,0,0,0.0,0.0,2,3,0,1,0,0.0
2021-04-03,0,0,40.5,0.2,0,0,0,0,2,4.5
2021-04-05,0,0,27.0,0.2,2,1,0,0,0,3.75
2021-04-06,0,1,32.4,0.1,1,2,1,1,0,4.2
2021-04-12,0,0,23.14,0.2,0,0,0,0,2,3.0
2021-04-16,0,1,17.18,1.1,0,1,0,1,1,2.18
2021-04-17,0,0,15.75,0.1,1,0,0,0,1,2.25
2021-04-19,0,0,12.6,1.0,0,0,0,0,1,1.8
2021-04-21,0,0,10.5,1.0,0,0,0,0,1,1.5
2021-04-22,0,0,9.0,1.0,0,0,0,1,1,1.43
2021-04-25,0,0,10.13,1.0,2,2,1,0,2,1.5
2021-04-28,0,0,10.0,1.0,2,1,0,0,1,1.56
2021-05-04,1,0,8.44,1.2,0,0,0,0,1,1.31
2021-05-05,0,0,7.94,0.2,2,0,0,0,0,1.41
2021-05-09,0,0,6.75,2.0,0,0,0,0,2,1.2
2021-05-16,0,0,6.28,1.0,0,0,0,0,1,1.12
2021-05-17,0,0,7.2,0.2,2,2,2,0,1,1.2
2021-05-20,0,0,6.75,1.0,1,0,0,0,3,1.19
2021-05-29,0,0,6.11,1.2,0,0,0,1,4,1.13
2021-06-01,0,0,6.16,1.1,2,1,0,1,1,1.21
2021-06-08,0,0,6.05,0.1,2,0,0,0,1,1.29
2021-06-13,0,0,5.75,1.0,0,0,0,0,1,1.23
2021-06-15,0,0,5.48,1.0,0,0,0,0,2,1.17
2021-06-17,0,0,5.24,1.0,0,0,0,0,1,1.12
2021-06-19,0,0,5.01,1.0,1,0,0,0,2,1.11
2021-06-22,0,0,4.81,1.0,0,0,0,0,1,1.07
2021-06-24,0,0,4.56,1.1,0,0,0,1,1,1.05
2021-06-25,0,0,4.39,1.0,0,0,0,0,1,1.01
2021-06-27,0,1,4.55,1.0,1,1,1,0,1,1.01
2021-07-02,0,0,4.45,0.2,0,0,0,0,1,0.99
2021-07-03,0,0,4.34,0.2,3,0,1,0,1,1.07
2021-07-07,0,0,4.2,1.0,0,0,0,1,2,1.07
2021-07-10,0,0,3.98,1.2,1,0,0,1,2,1.07
2021-07-16,1,0,3.74,2.0,1,0,0,0,3,1.04
2021-07-19,0,0,3.71,0.1,1,0,0,0,1,1.06
2021-07-21,0,0,3.75,2.0,2,1,0,0,2,1.06
2021-07-23,1,0,3.79,2.0,2,1,0,0,4,1.05
2021-07-25,0,1,4.23,0.1,2,2,0,0,0,1.1
2021-07-28,0,0,4.05,1.2,1,0,0,0,1,1.08
2021-07-31,0,0,3.89,1.2,0,0,0,1,1,1.06
2021-08-01,0,0,3.8,1.0,2,0,0,0,1,1.08
2021-08-04,0,0,3.83,2.0,2,1,0,0,4,1.07
2021-08-08,0,0,3.74,1.0,0,0,0,0,1,1.05
2021-08-13,0,0,3.69,0.2,0,0,0,0,0,1.04
2021-08-15,0,1,3.66,0.1,1,0,0,0,0,1.05
2021-09-08,0,0,3.86,0.0,1,1,0,0,0,1.07
2021-09-30,0,0,3.78,1.0,1,0,0,0,0,1.07
2021-10-02,0,0,3.7,1.0,0,0,0,1,2,1.07
