W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-03-31,0,0,27.0,0,0,0.1,2,1,1,0,0,0,6.0
2018-04-03,0,0,5.4,0,0,1.1,1,0,0,0,1,1,2.4
2018-04-06,0,0,3.86,0,0,0.2,0,0,0,0,1,0,2.14
2018-04-08,0,0,3.0,0,0,0.2,0,0,0,0,0,0,1.67
2018-04-10,0,0,9.0,0,0,0.0,3,2,2,1,1,0,3.0
2018-04-13,0,0,9.0,0,0,0.0,1,0,0,0,0,0,3.33
2018-06-06,0,0,9.64,0,0,1.2,0,2,2,0,3,1,2.79
2018-06-12,0,0,7.94,0,0,1.0,2,0,0,0,0,1,2.65
2018-06-13,0,0,5.87,0,0,2.0,1,0,0,0,1,2,2.22
2018-06-15,0,0,5.19,0,0,1.0,1,0,0,0,0,2,2.08
2018-06-20,0,0,5.0,0,0,0.1,0,0,0,0,0,1,2.0
2018-06-22,0,0,4.5,0,0,1.0,2,0,0,0,0,2,2.0
2018-06-24,0,0,7.36,0,0,1.0,4,4,4,2,0,2,2.18
2018-09-01,0,1,7.82,1,0,1.2,2,2,2,0,1,1,2.13
2018-09-04,0,0,7.24,1,0,1.0,0,0,0,0,0,1,1.98
2018-09-07,0,0,6.75,1,0,1.0,0,0,0,0,1,1,1.91
2018-09-08,0,0,6.32,0,0,1.0,0,0,0,0,0,1,1.79
2018-09-12,0,0,5.94,1,0,1.0,1,0,0,0,0,0,1.74
2018-09-15,0,0,5.6,1,0,1.0,1,0,0,0,0,1,1.7
2018-09-18,0,0,5.3,1,0,1.0,0,0,0,0,0,1,1.61
2018-09-21,0,0,5.03,1,0,1.0,1,0,0,0,1,2,1.63
2018-09-23,0,0,4.57,0,0,2.0,2,0,0,0,0,1,1.57
2018-09-25,0,0,4.43,0,0,0.2,0,0,0,0,0,0,1.52
2018-09-26,0,0,4.3,0,0,0.2,0,0,0,0,0,1,1.48
2018-09-29,0,0,4.13,1,0,1.0,1,0,0,0,0,0,1.46
2019-03-20,0,0,9.0,0,0,1.0,0,1,1,0,2,1,2.0
2019-03-21,0,0,4.5,0,0,1.0,0,0,0,0,1,1,1.5
2019-03-29,0,0,3.0,0,0,1.0,1,0,0,0,0,0,1.33
2019-04-01,0,0,2.7,0,0,0.1,2,0,0,0,0,0,1.8
2019-04-04,0,0,1.69,0,0,2.0,2,0,0,0,1,1,1.69
2019-04-06,0,0,1.42,0,0,1.0,0,0,0,0,0,0,1.42
2019-04-08,0,0,1.23,0,0,1.0,0,0,0,0,1,1,1.36
2019-04-09,0,0,1.0,0,0,1.2,0,0,0,0,0,1,1.11
2019-04-16,0,0,1.69,0,0,1.2,1,1,1,1,2,3,1.22
2019-04-20,0,0,2.19,0,0,1.2,3,1,1,0,0,4,1.3
2019-04-21,0,0,2.03,0,0,1.0,2,0,0,0,0,1,1.35
2019-04-27,0,0,2.4,0,0,1.2,1,1,1,0,1,3,1.33
2019-04-30,0,0,2.08,0,0,2.1,1,0,0,0,0,2,1.21
2019-05-03,0,0,1.96,0,0,1.0,1,0,0,0,0,2,1.2
2019-05-04,0,0,1.86,0,0,1.0,2,0,0,0,1,1,1.29
2019-05-08,1,0,1.77,0,0,1.0,0,0,0,0,0,1,1.23
2019-05-11,0,0,1.69,1,0,1.0,1,0,0,0,0,1,1.22
2019-05-12,0,0,1.54,0,0,2.0,0,0,0,0,0,2,1.11
2019-05-14,0,0,1.46,0,0,1.1,1,0,0,0,1,2,1.14
2019-05-19,0,0,1.4,0,0,1.0,0,0,0,0,0,2,1.09
2019-05-21,1,0,1.3,0,0,2.0,1,0,0,0,0,1,1.05
2019-05-24,0,0,1.26,0,0,1.0,1,0,0,0,1,1,1.08
2019-05-28,0,0,1.17,0,0,2.0,0,0,0,0,0,4,1.01
2019-05-29,0,0,1.71,1,0,1.0,2,2,2,0,2,1,1.11
2019-06-02,0,0,1.62,0,0,1.2,0,0,0,0,0,1,1.05
2019-06-04,0,0,1.57,0,0,1.0,0,0,0,0,1,0,1.05
2019-06-05,0,0,1.8,0,0,0.2,2,1,1,0,1,0,1.11
2019-06-06,0,0,1.78,0,0,0.1,0,0,0,0,1,0,1.13
2019-06-08,0,0,1.72,0,0,1.1,0,0,0,0,0,3,1.09
2019-06-11,0,0,1.67,0,0,1.0,0,0,0,0,0,3,1.06
2019-06-12,1,0,1.64,0,0,0.2,2,0,0,0,1,2,1.12
2019-06-16,0,0,1.6,0,0,1.0,2,0,0,0,0,2,1.14
2019-06-17,0,0,1.55,0,0,1.1,0,0,0,0,0,1,1.11
2019-06-19,0,0,1.49,0,0,1.2,0,0,0,0,0,2,1.06
2019-06-22,0,0,1.45,0,1,1.0,0,0,0,0,0,2,1.04
2019-06-25,0,0,1.42,0,0,1.0,2,0,0,0,0,3,1.06
2019-06-26,0,0,1.39,0,1,1.0,1,0,0,0,0,1,1.06
2019-06-29,0,0,1.35,0,0,1.1,1,0,0,0,0,2,1.05
2019-07-02,0,0,1.32,0,1,1.0,1,0,0,0,0,2,1.05
2019-07-03,0,0,1.27,0,0,2.0,1,0,0,0,0,2,1.03
2019-07-05,0,0,1.24,0,1,1.0,0,0,0,0,0,2,1.01
2019-07-07,0,0,1.22,0,1,1.0,1,0,0,0,0,1,1.01
2019-07-12,0,0,1.21,0,1,0.1,0,0,0,0,0,1,1.0
2019-07-14,1,0,1.19,0,0,1.0,0,0,0,0,0,1,0.98
2019-07-19,0,0,1.15,0,1,1.2,0,0,0,0,0,3,0.95
2019-07-20,0,0,1.13,0,1,1.0,2,0,0,0,1,1,0.99
2019-07-21,0,1,1.44,0,0,0.2,3,2,2,0,0,1,1.03
2019-07-27,0,0,1.41,0,1,1.0,1,0,0,0,0,2,1.03
2019-07-28,0,0,1.55,0,0,0.2,2,1,1,0,1,1,1.07
2019-07-30,0,0,1.67,0,0,1.1,2,1,1,1,0,4,1.08
2019-08-01,0,0,1.64,0,1,1.0,0,0,0,0,0,2,1.06
2019-08-04,0,0,1.61,0,1,1.0,0,0,0,0,0,2,1.04
2019-08-10,0,0,1.6,0,0,0.2,0,0,0,0,0,2,1.03
2019-08-11,0,0,1.57,0,1,1.0,0,0,0,0,0,2,1.02
2019-08-14,0,0,1.54,0,1,1.1,1,0,0,0,0,3,1.01
2019-08-15,0,0,1.52,0,1,1.0,0,0,0,0,0,0,0.99
2019-08-20,0,0,1.49,0,0,1.0,1,0,0,0,0,2,0.99
2019-08-21,0,0,1.46,0,1,1.2,0,0,0,0,0,3,0.97
2019-08-25,0,0,1.43,0,0,1.0,1,0,0,0,0,1,0.97
2019-08-27,0,0,1.41,0,1,1.0,0,0,0,0,0,1,0.96
2019-08-29,0,0,1.51,0,1,1.2,3,1,1,0,0,5,0.98
2019-09-01,0,1,1.74,0,0,0.2,3,2,2,2,0,1,1.01
