W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2019-03-31,0,0,0.0,1,0,4.0,1,0,0,0,1,5,0.5
2019-04-06,1,0,2.0,1,0,5.0,4,2,2,1,1,5,0.78
2019-04-13,1,0,3.0,1,0,6.0,8,3,3,1,0,5,1.0
2019-04-18,0,1,5.3,1,0,3.2,7,6,6,2,1,1,1.23
2019-04-23,0,0,5.63,1,0,5.1,8,4,4,0,2,4,1.38
2019-04-30,0,1,6.21,1,0,5.0,9,5,5,2,1,2,1.48
2019-05-05,0,1,6.09,1,0,5.0,6,4,3,1,3,8,1.53
2019-05-11,0,0,5.85,1,0,6.0,6,3,3,3,0,5,1.45
2019-05-16,1,0,5.55,1,0,7.0,5,3,3,3,0,6,1.34
2019-05-21,1,0,5.43,1,0,6.0,4,3,3,1,2,3,1.3
2019-05-27,0,0,5.34,1,0,6.0,3,3,3,0,0,6,1.22
2019-06-07,0,0,5.34,1,0,5.0,8,3,3,0,0,3,1.25
2019-06-13,0,0,5.04,1,0,5.2,2,1,1,0,2,4,1.21
2019-06-18,0,0,4.76,1,0,6.0,5,1,1,0,1,5,1.19
2019-06-23,0,1,5.02,1,0,5.0,8,5,5,1,0,5,1.21
2019-06-29,1,0,4.78,1,0,6.0,4,1,1,0,1,8,1.19
2019-07-06,1,0,4.56,1,0,6.0,5,1,1,1,1,9,1.18
2019-07-16,0,1,4.38,1,0,6.0,6,3,1,0,0,3,1.17
2019-07-21,0,0,4.41,1,0,5.1,4,3,3,1,5,8,1.19
2019-07-26,1,0,4.3,1,0,7.0,6,2,2,1,1,5,1.18
2019-08-01,0,0,4.15,1,0,6.0,7,1,1,0,1,3,1.19
2019-08-15,1,0,4.2,1,0,5.0,6,3,3,1,1,6,1.2
2019-08-20,1,0,4.26,1,0,7.0,6,4,4,2,0,4,1.18
2019-08-27,1,0,4.16,1,0,5.0,4,1,1,1,1,8,1.17
2019-09-01,1,0,4.11,1,0,6.0,5,2,2,0,1,9,1.16
2019-09-06,0,0,4.01,1,0,6.0,4,1,1,1,2,10,1.16
2020-09-01,0,0,3.0,1,0,6.0,6,2,2,0,1,4,1.17
2020-09-07,1,0,2.77,1,0,7.0,3,2,2,0,2,8,0.92
2020-09-13,0,0,3.57,1,0,4.2,8,3,3,0,1,8,1.19
2020-09-19,1,0,3.18,1,0,5.0,4,1,1,0,0,1,1.1
2020-09-26,0,0,3.38,1,0,4.0,4,2,2,0,3,4,1.2
2021-04-04,1,0,0.0,1,0,5.0,4,1,0,0,2,5,1.2
2021-04-10,0,0,1.64,1,0,6.0,4,2,2,2,0,6,0.91
2021-04-15,0,0,1.0,1,0,7.0,2,0,0,0,1,6,0.72
2021-04-24,0,1,2.42,1,0,4.1,6,5,4,2,1,5,0.9
2021-04-30,1,0,2.3,1,0,5.0,3,1,1,1,2,5,0.91
2021-05-06,0,0,2.43,1,0,6.0,6,2,2,1,1,5,0.96
2021-05-13,0,1,2.79,1,0,5.1,4,3,3,2,3,7,1.01
2021-05-26,1,0,2.62,1,0,6.0,3,1,1,1,2,8,0.99
2021-06-01,0,1,3.4,1,0,3.0,7,5,5,0,0,1,1.07
2021-06-08,0,0,3.46,1,0,4.1,4,2,2,0,2,2,1.1
2021-06-13,0,1,3.7,1,0,4.0,6,3,3,1,1,1,1.14
2021-07-07,0,1,4.11,1,0,5.1,12,5,5,1,0,4,1.24
2021-07-21,1,0,3.93,1,0,5.0,4,1,1,0,1,3,1.22
2021-07-26,0,0,3.86,1,0,6.0,5,2,2,1,0,6,1.19
2021-08-01,0,1,3.89,1,0,4.0,5,3,2,0,1,3,1.21
2021-08-07,0,1,3.83,1,0,6.0,7,2,2,1,0,3,1.2
2021-08-13,0,1,4.13,1,0,2.2,6,4,4,2,0,3,1.24
2021-09-06,1,0,3.99,0,0,3.0,2,0,0,0,1,3,1.23
2021-09-11,1,0,3.87,1,0,5.0,5,1,1,0,0,3,1.22
2021-09-17,1,0,3.74,1,0,5.2,3,3,1,1,2,2,1.2
2021-09-23,1,0,3.73,1,0,5.0,8,2,2,1,1,2,1.23
2021-09-29,1,0,3.62,1,0,5.2,8,1,1,0,0,5,1.23
