W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-05-30,1,0,0.0,6.0,0,0,0,1,4,0.17
2018-06-05,0,1,3.27,5.0,4,4,1,1,4,0.55
2018-06-10,0,0,3.94,5.0,4,3,2,0,3,0.63
2018-06-15,0,1,4.63,7.1,8,5,1,1,5,0.81
2018-06-20,0,1,4.91,6.0,7,4,4,0,5,0.89
2018-06-26,1,0,4.08,6.0,1,0,0,2,9,0.82
2018-07-02,0,0,3.92,6.0,8,2,1,1,5,0.92
2018-07-08,1,0,3.35,7.0,1,0,0,0,9,0.81
2018-07-13,0,1,4.59,2.2,9,8,1,2,1,0.98
2018-07-20,0,0,4.26,6.0,6,1,1,0,8,0.98
2018-07-29,1,0,3.8,7.0,4,0,0,0,5,0.94
2018-08-04,1,0,3.38,8.0,3,0,0,1,4,0.89
2018-08-10,0,0,3.74,2.2,10,4,1,2,0,1.02
2018-08-15,0,0,3.62,5.0,7,1,0,0,5,1.04
2018-08-21,0,1,3.81,5.1,10,4,1,1,2,1.11
2018-08-26,0,1,4.15,4.0,8,5,0,0,5,1.15
2018-08-31,0,1,4.35,2.0,3,3,1,0,0,1.15
2018-09-03,0,0,4.2,3.1,2,0,0,4,4,1.18
2018-09-11,0,0,4.22,3.2,3,2,0,2,4,1.18
2018-09-18,0,0,3.98,6.0,2,0,0,2,5,1.15
2018-09-24,1,0,3.88,5.0,4,1,0,0,10,1.14
2018-09-29,0,0,3.81,2.0,1,0,0,0,4,1.13
2019-03-29,0,0,10.8,5.0,8,6,3,2,3,2.0
2019-04-03,0,0,8.1,5.0,4,3,1,4,3,1.8
2019-04-11,0,0,8.4,5.0,6,5,2,4,4,1.87
2019-04-17,0,0,6.0,6.0,3,0,0,1,6,1.52
2019-07-22,0,0,7.06,0.2,5,3,0,0,2,1.71
2019-07-25,0,0,6.75,1.0,1,0,0,0,1,1.68
2019-07-27,0,0,7.23,1.0,3,2,0,0,2,1.73
2019-07-30,0,0,6.93,1.0,1,0,0,1,3,1.74
2019-08-02,0,0,6.66,1.0,0,0,0,0,1,1.68
2019-08-05,0,0,6.75,1.0,1,1,1,1,0,1.69
2019-08-07,0,0,6.59,2.0,3,1,0,0,5,1.67
2019-08-09,0,0,6.46,2.0,1,1,0,2,1,1.66
2019-08-11,0,0,6.25,1.0,1,0,0,0,0,1.64
2019-08-13,0,0,6.12,0.2,0,0,0,0,1,1.61
2019-08-14,1,0,5.77,2.0,1,0,0,0,2,1.54
2019-08-18,0,0,6.69,2.0,3,5,1,3,1,1.62
2019-08-24,0,0,6.64,3.0,4,2,1,1,3,1.63
2019-08-30,0,0,6.23,4.0,3,1,1,1,8,1.57
2019-09-05,0,0,5.77,5.0,1,1,0,4,3,1.51
2019-09-10,0,0,5.81,4.1,6,3,2,2,6,1.54
2019-09-17,0,0,6.19,4.0,7,5,2,3,6,1.61
2019-09-22,1,0,6.03,6.0,7,3,1,2,6,1.6
2019-09-27,0,1,5.99,5.0,3,3,1,4,3,1.58
2020-07-24,1,0,1.5,6.0,5,1,0,1,4,1.0
