W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-03-30,0,0,0.0,0,0,0.2,0,0,0,0,0,0,0.0
2018-04-01,0,1,18.0,0,0,1.1,3,4,4,1,1,0,2.0
2018-04-03,0,0,12.0,0,0,1.0,0,0,0,0,0,0,1.33
2018-04-06,0,0,9.0,0,0,1.0,0,0,0,0,0,1,1.0
2018-04-07,0,0,6.35,0,0,1.2,0,0,0,0,0,4,0.71
2018-04-08,0,0,5.4,0,0,1.0,0,0,0,0,0,0,0.6
2018-04-11,0,0,4.7,0,0,1.0,0,0,0,0,0,2,0.52
2018-04-13,0,0,4.15,0,0,1.0,2,0,0,0,0,1,0.69
2018-04-17,0,0,3.72,0,0,1.0,0,0,0,0,0,3,0.62
2018-04-19,0,0,4.22,0,0,1.0,2,1,1,0,2,2,0.94
2018-04-22,0,0,3.86,0,0,1.0,1,0,0,0,0,1,0.94
2018-04-24,0,0,3.65,0,0,0.2,0,0,0,0,0,1,0.89
2018-04-25,0,0,3.38,0,0,1.0,0,0,0,0,0,1,0.83
2018-04-27,1,0,3.14,0,0,1.0,0,0,0,0,0,1,0.77
2018-05-01,1,0,2.93,0,0,1.0,1,0,0,0,0,2,0.78
2018-05-04,0,0,3.31,0,0,1.0,2,1,1,1,0,0,0.86
2018-05-05,0,0,3.12,0,1,1.0,1,0,0,0,0,2,0.87
2018-05-08,1,0,2.95,0,0,1.0,1,0,0,0,0,2,0.87
2018-05-11,0,0,4.19,0,0,1.0,1,3,3,0,2,1,0.98
2018-05-18,0,0,4.43,0,0,1.0,1,1,1,0,1,0,1.03
2018-05-21,0,0,4.22,0,0,1.0,0,0,0,0,1,1,1.03
2018-05-23,0,1,4.91,0,0,0.2,1,2,2,0,2,2,1.14
2018-05-25,0,0,4.76,0,0,0.2,0,0,0,0,1,0,1.15
2018-05-27,0,0,4.56,0,0,1.0,1,0,0,0,0,0,1.14
2018-05-29,0,0,4.38,0,0,1.0,1,0,0,0,0,2,1.14
2018-05-30,0,0,4.21,0,0,1.0,1,0,0,0,0,2,1.13
2018-06-02,0,0,4.39,0,0,1.0,2,1,1,0,0,2,1.16
2018-06-05,0,0,4.23,0,0,1.0,0,0,0,0,0,1,1.12
2018-06-06,1,0,4.08,0,0,1.0,0,0,0,0,0,2,1.08
2018-06-09,1,0,3.94,0,0,1.0,1,0,0,0,0,1,1.08
2018-06-13,0,0,3.82,0,0,1.0,1,0,0,0,0,1,1.08
2018-06-15,0,0,3.69,0,0,1.0,1,0,0,0,0,1,1.07
2018-06-18,0,0,3.58,0,0,1.0,0,0,0,0,1,1,1.07
2018-06-21,0,0,3.44,0,0,1.1,1,0,0,0,0,1,1.06
2018-06-24,0,0,3.34,0,0,1.0,0,0,0,0,1,0,1.06
2018-06-25,0,0,3.47,0,0,1.1,1,1,1,0,1,3,1.07
2018-07-01,0,0,3.38,0,0,1.0,0,0,0,0,0,2,1.04
2018-07-02,0,1,3.52,0,0,1.0,1,2,1,1,0,1,1.04
2018-07-07,0,0,3.43,0,0,1.0,1,0,0,0,0,0,1.04
2018-07-08,0,0,3.35,0,1,1.0,0,0,0,0,0,1,1.02
2018-07-10,0,0,3.27,0,0,1.0,0,0,0,0,0,2,0.99
2018-07-12,1,0,3.19,0,0,1.0,0,0,0,0,0,0,0.97
