W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2020-08-01,1,0,0.0,0,0,1.0,1,0,0,0,0,1,1.0
2020-08-03,0,0,0.0,0,0,2.0,0,0,0,0,1,3,0.67
2020-08-06,0,0,0.0,0,0,0.2,1,0,0,0,0,2,0.82
2020-08-08,0,0,0.0,1,0,2.0,0,0,0,0,1,3,0.71
2020-08-11,1,0,0.0,0,0,2.0,0,0,0,0,0,4,0.52
2020-08-15,0,0,0.0,1,0,2.0,0,0,0,0,0,2,0.41
2020-08-16,0,0,0.0,0,0,1.0,1,0,0,0,0,0,0.47
2020-08-19,0,0,0.0,0,0,1.2,0,0,0,0,1,2,0.49
2020-08-23,0,0,0.0,0,0,1.0,1,0,0,0,0,0,0.53
2020-08-28,0,0,1.23,0,0,1.1,2,2,2,1,2,0,0.75
2020-08-30,1,0,1.2,0,0,0.1,0,0,0,0,0,1,0.73
2020-08-31,1,0,1.13,0,0,1.0,0,0,0,0,0,2,0.69
2020-09-03,0,0,1.59,0,0,1.0,2,1,1,0,0,1,0.76
2020-09-04,0,0,1.53,0,0,0.2,2,0,0,0,0,0,0.85
2020-09-08,0,0,1.45,0,0,1.0,0,0,0,0,0,2,0.8
2020-09-13,0,0,1.31,0,0,2.0,2,0,0,0,0,2,0.82
2020-09-15,0,0,1.27,0,0,0.2,1,0,0,0,0,0,0.84
2020-09-16,0,0,2.05,0,0,0.2,1,2,2,1,1,1,0.91
2020-09-19,1,0,1.88,0,0,2.0,0,0,0,0,0,2,0.83
2020-09-21,0,0,1.8,0,0,1.0,1,0,0,0,0,1,0.84
2020-09-22,0,1,2.45,0,0,0.2,1,3,2,0,1,1,0.9
2020-09-26,1,0,2.36,0,0,1.0,0,0,0,0,0,0,0.86
2020-09-27,0,0,2.2,0,0,2.0,0,0,0,0,2,1,0.87
2021-04-01,0,0,0.0,0,0,0.1,0,0,0,0,0,0,0.0
2021-04-02,0,0,0.0,0,0,1.0,0,0,0,0,0,3,0.0
2021-04-04,0,0,10.8,0,0,0.1,1,2,2,1,1,1,1.2
2021-04-07,0,1,27.0,0,0,0.2,5,5,5,0,1,1,3.43
2021-04-13,0,0,21.0,0,0,0.2,0,0,0,0,0,1,2.67
2021-04-18,1,0,13.5,0,0,1.2,1,0,0,0,0,2,1.93
2021-04-23,0,0,13.5,0,0,0.2,0,1,1,0,1,2,1.88
2021-04-27,0,0,12.79,0,0,1.0,1,1,1,1,0,1,1.74
2021-04-30,0,0,11.05,0,0,1.0,0,0,0,0,0,2,1.5
2021-05-02,0,0,9.72,0,0,1.0,0,0,0,0,0,1,1.32
2021-05-08,0,0,8.68,0,0,1.0,1,0,0,0,0,1,1.29
2021-05-11,0,0,8.38,0,0,0.1,2,0,0,0,0,0,1.45
2021-05-13,0,0,7.59,0,0,1.0,0,0,0,0,0,0,1.31
2021-05-15,0,0,6.94,0,0,1.0,2,0,0,0,0,1,1.37
2021-05-16,1,0,6.39,0,0,1.0,0,0,0,0,0,2,1.26
2021-05-22,0,0,6.59,0,0,1.0,3,1,1,1,1,1,1.46
2021-05-27,0,0,6.14,0,0,1.0,0,0,0,0,0,2,1.36
2021-06-09,0,0,6.32,0,0,1.0,2,2,1,0,1,1,1.47
2021-06-12,0,0,5.6,0,0,2.0,1,0,0,0,2,3,1.47
2021-06-17,0,0,6.41,0,0,2.0,3,3,3,2,0,1,1.47
2021-06-20,0,0,6.43,0,0,1.1,2,1,1,1,1,2,1.52
2021-06-25,0,0,6.55,0,0,1.0,2,1,1,0,1,1,1.59
2021-07-02,0,0,6.65,0,0,1.0,3,1,1,0,0,0,1.65
2021-07-03,0,0,6.57,0,0,1.2,1,1,1,1,0,3,1.58
2021-07-09,0,0,6.31,0,0,1.0,0,0,0,0,0,0,1.52
2021-07-11,0,0,6.15,0,1,0.2,0,0,0,0,0,0,1.48
2021-07-19,0,0,6.04,0,0,2.0,2,1,1,1,0,1,1.45
2021-08-04,0,0,5.64,0,0,2.0,0,0,0,0,1,0,1.38
2021-08-11,0,0,5.46,0,0,1.0,0,0,0,0,0,1,1.34
2021-08-14,0,0,5.29,0,0,1.0,1,0,0,0,1,1,1.36
2021-08-15,0,0,5.67,0,0,1.0,3,2,2,1,0,1,1.41
2021-09-03,0,0,5.66,0,0,1.2,3,1,1,0,0,2,1.43
2021-09-05,0,0,6.06,0,0,0.2,2,2,2,0,1,1,1.49
2021-09-23,0,0,6.32,0,0,1.1,2,2,2,0,1,1,1.51
2021-09-28,0,0,6.16,0,0,1.0,0,0,0,0,0,0,1.47
2021-10-02,0,0,6.1,0,0,0.1,0,0,0,0,0,0,1.46
2021-10-03,0,0,6.0,0,0,0.2,0,0,0,0,0,0,1.44
