W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-03-31,0,1,10.8,5.0,6,6,2,1,6,1.4
2018-04-06,0,1,9.0,5.0,6,4,0,3,3,1.6
2018-04-11,0,0,7.31,6.0,5,3,2,0,4,1.31
2018-04-16,1,0,6.75,6.2,5,4,0,3,8,1.28
2018-04-22,0,1,6.51,5.0,7,3,1,4,3,1.45
2018-04-27,0,0,7.85,1.0,6,5,1,2,0,1.67
2018-05-02,0,1,7.01,6.0,9,2,1,1,7,1.67
2018-05-08,1,0,6.47,5.2,3,2,1,1,7,1.54
2018-05-13,1,0,6.02,6.0,4,2,2,0,8,1.42
2018-05-19,0,0,5.61,5.0,6,1,0,5,4,1.5
2018-05-24,1,0,5.34,6.0,4,2,1,2,5,1.45
2018-05-29,0,1,5.49,5.0,4,4,1,3,6,1.44
2018-06-03,0,1,5.64,4.2,6,4,1,1,3,1.45
2018-06-09,0,1,5.79,6.0,4,5,2,3,10,1.42
2018-06-16,0,1,5.77,5.0,6,3,2,2,2,1.44
2018-06-22,1,0,5.7,5.2,4,3,1,1,5,1.4
2018-06-27,0,0,5.85,4.0,6,4,0,1,4,1.41
2018-07-02,0,0,5.53,6.2,6,1,0,0,6,1.38
2018-07-08,0,0,5.58,4.0,6,3,0,2,3,1.4
2018-07-14,0,0,5.49,5.0,5,2,1,0,2,1.38
2018-07-23,0,0,5.3,5.1,4,1,0,1,5,1.36
2018-07-29,1,0,4.98,7.0,4,0,0,1,9,1.32
2018-08-05,0,1,4.91,5.1,6,2,1,2,3,1.33
2018-08-12,0,1,5.04,5.2,5,5,2,1,7,1.32
2018-08-19,1,0,4.86,6.2,6,1,0,0,9,1.3
2018-08-25,0,1,5.07,3.1,5,5,2,1,2,1.31
2018-09-01,1,0,4.83,6.2,2,0,0,2,11,1.28
2018-09-06,0,1,4.79,5.0,5,2,3,0,7,1.27
2018-09-11,1,0,4.66,6.1,4,1,1,1,9,1.25
2018-09-16,1,0,4.52,6.2,4,1,0,4,2,1.25
2018-09-21,0,0,4.3,8.1,5,0,0,1,5,1.22
2019-03-28,0,0,1.59,5.2,2,1,0,3,8,0.88
2019-04-03,0,1,1.42,7.0,1,1,0,4,9,0.79
2019-04-09,1,0,0.92,7.0,2,0,0,1,8,0.66
2019-04-15,0,0,1.46,5.0,4,2,0,5,7,0.89
2019-04-20,1,0,1.47,6.0,4,1,1,1,9,0.88
2019-04-25,1,0,1.23,6.0,8,0,0,0,2,0.95
2019-04-30,0,0,1.45,6.2,5,2,1,3,7,0.99
2019-05-05,0,0,1.97,7.0,4,4,1,2,9,0.97
2019-05-10,1,0,1.76,6.0,2,0,0,5,11,0.99
2019-05-16,1,0,1.9,5.1,2,2,0,1,6,0.96
2019-05-22,0,0,2.38,2.2,5,4,2,3,2,1.04
2019-05-27,0,0,2.33,5.1,6,1,0,4,4,1.11
2019-06-04,1,0,2.26,6.0,2,1,1,4,8,1.1
2019-06-11,0,0,2.2,6.0,4,1,1,2,6,1.09
2019-06-17,1,0,2.26,6.0,2,2,0,6,7,1.11
2019-06-22,0,1,2.56,3.2,5,4,1,5,6,1.17
2019-06-29,0,1,2.47,7.0,3,1,1,3,6,1.15
2019-07-04,1,0,2.29,7.2,1,0,0,1,9,1.08
2019-07-15,1,0,2.41,6.0,7,3,1,3,10,1.12
2019-07-20,0,0,2.36,6.0,5,1,1,1,4,1.11
2019-07-26,0,1,2.71,5.0,8,6,2,2,6,1.15
2019-07-31,1,0,2.63,7.0,6,1,0,0,7,1.13
2019-08-05,1,0,2.63,7.0,3,2,2,1,13,1.1
2019-08-11,0,0,2.69,6.2,7,3,0,1,8,1.11
2019-08-16,0,1,3.1,4.1,9,8,3,0,3,1.14
2019-08-21,1,0,3.04,6.0,5,1,0,0,4,1.12
2019-08-27,1,0,3.21,6.0,7,5,1,2,11,1.14
2019-09-01,1,0,3.25,6.0,5,3,1,3,8,1.14
2019-09-07,0,1,3.21,7.2,3,2,0,3,10,1.13
2019-09-13,1,0,3.22,5.0,4,2,0,3,3,1.14
2019-09-20,0,1,3.25,7.0,3,3,2,3,7,1.13
2019-09-26,0,1,3.4,5.0,5,5,0,4,8,1.14
2020-07-25,0,0,1.5,6.0,6,1,0,1,11,1.17
2020-07-31,0,1,4.5,6.0,8,5,0,1,6,1.33
2020-08-06,0,1,4.76,5.0,4,3,1,4,9,1.41
2020-08-11,0,0,3.91,6.0,7,1,0,2,5,1.43
2020-08-19,0,1,4.1,3.1,5,2,0,2,5,1.52
2020-08-25,0,1,3.62,6.0,5,1,0,4,9,1.52
2020-08-30,0,1,4.1,5.0,5,4,3,1,7,1.47
2020-09-04,1,0,3.95,6.0,7,2,0,2,8,1.48
2020-09-11,1,0,3.44,9.0,2,1,0,3,6,1.32
2020-09-16,1,0,3.03,7.0,3,0,0,1,10,1.23
2020-09-21,1,0,2.86,6.2,4,1,1,3,9,1.21
2020-09-26,0,1,3.21,4.0,6,4,0,0,4,1.23
2021-04-01,0,1,21.6,3.1,8,8,1,2,0,3.0
