W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2021-05-03,0,0,5.79,1,0,4.2,4,3,3,0,4,3,1.71
2021-05-08,0,1,18.56,1,0,0.2,7,8,8,1,1,0,3.0
2021-05-13,0,1,15.75,1,0,2.2,7,4,3,0,0,4,2.88
2021-07-25,1,0,7.88,1,0,8.0,5,0,0,0,0,4,1.75
2021-07-30,0,1,6.95,1,0,6.0,7,3,3,1,2,2,1.68
2021-08-05,1,0,6.0,1,0,5.0,4,1,1,1,2,7,1.59
2021-08-10,0,0,5.97,1,0,4.2,4,3,3,1,4,6,1.61
2021-08-17,1,0,5.12,1,0,7.0,4,1,1,0,3,5,1.5
2021-08-23,1,0,4.74,1,0,5.0,6,1,1,0,3,5,1.53
2021-08-28,0,0,4.47,1,0,4.2,7,1,1,0,3,4,1.59
2021-09-04,0,1,5.29,1,0,2.2,5,6,6,2,3,3,1.67
2021-09-10,0,0,5.37,1,0,6.0,7,4,4,2,0,4,1.61
2021-09-16,0,1,5.34,1,0,2.0,2,3,1,0,1,1,1.61
2021-09-21,0,1,5.4,1,0,6.0,4,4,4,1,3,5,1.57
2021-09-29,0,0,5.69,1,0,3.0,7,4,4,0,2,2,1.63
