W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-04-30,0,0,3.0,3.0,5,1,0,0,1,1.67
2018-05-03,0,0,4.91,0.2,4,1,0,0,0,2.45
2018-05-29,1,0,2.35,4.0,0,0,0,1,5,1.3
2018-06-01,0,0,2.53,3.0,3,1,0,0,5,1.22
2018-06-06,0,1,3.95,3.0,3,3,2,1,3,1.24
2018-06-10,0,0,3.6,1.1,1,0,0,1,1,1.27
2019-04-03,0,0,13.5,0.2,2,1,0,1,1,4.5
2019-04-08,0,0,6.0,2.1,3,1,1,1,3,2.33
2019-04-10,0,0,3.6,2.0,1,0,0,0,1,1.6
2019-04-15,0,0,2.57,2.0,2,0,0,1,4,1.57
2019-04-17,0,0,2.25,1.0,0,0,0,1,1,1.5
2019-04-21,0,0,2.0,1.0,1,0,0,0,2,1.44
2019-04-22,0,0,2.7,1.0,1,1,1,0,1,1.4
2019-04-27,1,0,2.31,1.2,0,0,0,3,2,1.46
2019-04-29,0,0,2.92,0.2,1,1,0,0,1,1.46
2019-05-02,0,0,2.77,0.2,0,0,0,0,1,1.38
2019-05-05,0,0,2.45,1.2,0,0,0,0,3,1.23
2019-05-06,0,0,2.2,1.2,1,0,0,0,2,1.16
2019-05-10,0,0,1.96,2.0,0,0,0,1,6,1.09
2019-05-14,0,0,1.77,2.0,0,0,0,0,2,0.98
2019-05-17,0,0,2.11,1.0,2,1,0,0,3,1.03
2019-05-19,0,0,2.01,1.0,1,0,0,0,1,1.03
2019-05-22,0,0,3.38,1.2,4,4,1,0,4,1.13
2019-05-25,0,1,4.62,1.1,4,4,1,1,1,1.26
2019-05-27,0,0,4.23,2.1,0,0,0,2,2,1.23
2019-06-02,0,0,4.45,0.2,1,1,0,0,2,1.24
2019-06-04,0,1,4.97,0.2,2,2,0,1,0,1.31
2019-06-06,0,0,5.64,1.1,1,3,0,2,3,1.35
2019-06-09,0,0,5.68,1.1,2,1,0,0,1,1.36
2019-06-11,1,0,5.51,1.0,0,0,0,1,0,1.35
2019-06-15,0,0,5.35,1.0,2,0,0,1,0,1.4
2019-06-16,0,0,5.29,0.1,0,0,0,0,1,1.38
2019-06-21,0,0,5.82,0.0,3,2,0,0,0,1.47
2019-06-23,0,0,5.71,0.2,1,0,0,0,1,1.47
2019-06-25,0,0,5.75,1.1,3,1,1,0,2,1.5
2019-06-29,0,1,6.19,0.1,1,2,1,1,1,1.54
2019-07-15,0,0,6.38,0.1,1,1,0,1,1,1.58
2019-07-17,0,0,6.16,1.1,1,0,0,0,3,1.55
2019-07-20,0,0,6.0,1.0,1,0,0,0,2,1.54
2019-07-23,0,0,6.13,0.2,0,1,0,1,0,1.54
2019-07-25,0,0,5.83,2.0,1,0,0,1,1,1.51
2019-07-29,0,0,5.7,1.0,0,0,0,1,3,1.5
2019-08-04,0,0,5.61,0.2,1,0,0,1,1,1.52
2019-08-05,0,0,5.73,0.2,1,1,0,1,1,1.55
