W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-03-29,0,1,40.5,0,0,0.2,2,3,3,1,1,0,4.5
2018-03-30,0,0,16.2,0,0,1.0,0,0,0,0,0,1,1.8
2018-04-05,0,0,10.13,0,0,1.0,0,0,0,0,0,1,1.13
2018-04-09,0,0,7.36,0,1,1.0,1,0,0,0,0,2,1.09
2018-04-11,0,0,7.71,0,0,1.0,3,1,1,0,0,2,1.5
2018-04-13,0,0,6.35,0,1,1.0,0,0,0,0,1,0,1.41
2018-04-17,1,0,5.4,0,0,1.0,0,0,0,0,1,2,1.35
2018-04-20,0,0,4.7,0,1,1.0,1,0,0,0,0,1,1.3
2018-04-21,0,0,4.0,0,1,1.1,1,0,0,0,0,0,1.22
2018-04-25,0,0,3.6,0,1,1.0,0,0,0,0,2,2,1.3
2018-04-27,0,0,3.27,0,0,1.0,1,0,0,0,0,3,1.27
2018-05-02,0,0,3.0,0,0,1.0,1,0,0,0,0,0,1.25
2018-05-05,0,0,2.77,0,1,1.0,0,0,0,0,2,1,1.31
2018-05-06,0,1,4.15,0,0,0.0,2,2,2,0,2,0,1.62
2018-05-08,0,0,3.95,0,1,0.2,0,0,0,0,0,2,1.54
2018-05-10,0,0,3.68,0,1,1.0,0,0,0,0,0,2,1.43
2018-05-11,0,1,5.17,0,0,1.0,3,3,3,2,0,0,1.53
2018-05-16,0,0,5.06,0,0,0.1,0,0,0,0,0,0,1.5
2018-05-20,0,0,4.76,0,0,1.0,0,0,0,0,0,1,1.41
2018-05-21,0,0,4.5,0,1,1.0,0,0,0,0,0,1,1.33
2018-05-23,0,0,4.26,0,0,1.0,1,0,0,0,1,1,1.37
2018-05-27,0,0,4.5,0,0,1.0,1,1,1,1,0,3,1.35
2018-05-29,0,0,4.87,0,0,0.1,3,1,1,0,0,1,1.48
2018-06-01,0,0,5.06,0,0,1.0,3,1,1,0,0,3,1.55
2018-06-03,0,0,5.24,0,0,1.0,3,1,1,1,0,0,1.61
2018-06-08,0,0,5.01,0,0,1.0,0,0,0,0,0,1,1.54
2018-06-13,0,0,4.81,0,0,1.0,0,0,0,0,0,3,1.48
2018-06-14,0,0,4.97,0,0,1.0,1,1,1,1,0,1,1.46
2018-06-16,0,0,4.78,0,1,1.0,0,0,0,0,0,0,1.41
2018-06-17,0,0,6.0,0,0,0.2,4,4,4,2,0,1,1.52
2018-06-25,0,0,5.79,0,0,1.0,0,0,0,0,0,2,1.46
2018-06-26,0,0,5.59,0,0,1.0,0,0,0,0,0,2,1.41
2018-06-29,0,0,6.9,0,0,1.0,4,5,5,3,1,2,1.53
2018-08-15,0,0,6.75,0,0,0.2,0,0,0,0,0,1,1.5
2018-08-16,0,0,6.54,0,0,1.0,0,0,0,0,0,3,1.45
2018-08-18,0,0,6.34,0,0,1.0,0,0,0,0,0,2,1.41
2018-08-21,0,0,6.27,0,0,0.1,2,0,0,0,1,1,1.48
2018-08-22,0,0,5.97,0,0,1.2,0,0,0,0,0,2,1.41
2018-08-24,0,0,5.8,0,0,1.0,0,0,0,0,0,3,1.37
2018-08-26,0,0,5.65,0,0,1.0,1,0,0,0,0,3,1.36
2018-08-28,0,0,5.54,0,0,0.2,0,0,0,0,0,1,1.34
2018-08-29,0,0,5.45,0,0,0.2,0,0,0,0,0,2,1.32
2018-08-31,0,0,5.31,0,0,1.0,0,0,0,0,1,2,1.31
2018-09-04,0,0,5.22,0,0,0.2,2,0,0,0,0,1,1.34
2018-09-09,0,0,5.31,0,0,1.0,1,1,1,0,1,1,1.35
2018-09-11,0,0,5.18,0,0,1.0,1,0,0,0,0,2,1.34
2018-09-15,0,0,5.06,0,0,1.0,1,0,0,0,0,2,1.34
2018-09-17,0,0,5.65,0,0,0.1,2,3,3,0,1,1,1.4
2018-09-18,0,0,5.52,0,1,1.0,0,0,0,0,0,2,1.36
2018-09-21,0,0,5.4,0,0,1.0,0,0,0,0,1,2,1.36
2018-09-27,0,0,5.32,0,0,0.2,0,0,0,0,0,1,1.34
2018-09-29,0,0,5.21,0,0,1.0,0,0,0,0,0,1,1.31
2018-09-30,0,0,5.1,0,0,1.0,1,0,0,0,0,2,1.3
2019-03-28,0,0,18.0,0,0,1.0,2,2,2,1,0,0,2.0
2019-03-31,0,0,9.0,0,0,1.0,0,0,0,0,0,1,1.0
2019-04-03,0,0,6.0,0,0,1.0,0,0,0,0,0,1,0.67
2019-04-05,0,0,4.91,0,0,0.2,0,0,0,0,0,1,0.55
2019-04-07,0,0,3.86,0,1,1.0,0,0,0,0,0,2,0.43
2019-04-09,0,0,3.18,0,0,1.0,0,0,0,0,2,1,0.71
2019-04-14,0,0,2.84,0,0,0.2,1,0,0,0,0,2,0.79
2019-04-17,0,0,2.57,0,1,0.2,1,0,0,0,0,2,0.86
2019-04-19,0,0,2.25,0,0,1.0,0,0,0,0,0,3,0.75
2019-04-20,0,0,1.86,0,1,1.2,0,0,0,0,0,2,0.62
2019-04-25,0,1,3.18,0,0,1.2,4,2,2,1,0,2,0.88
2019-04-27,0,0,2.92,0,1,1.0,1,0,0,0,1,2,0.97
2019-04-30,0,0,2.7,0,0,1.0,1,0,0,0,0,1,0.98
2019-05-01,0,0,2.63,0,0,0.1,0,0,0,0,0,0,0.95
2019-05-03,0,0,2.45,0,1,1.0,1,0,0,0,0,2,0.95
2019-05-10,0,0,2.35,0,0,0.2,0,1,0,0,2,1,1.04
2019-05-15,0,0,2.2,0,0,1.0,0,0,0,0,1,1,1.04
2019-05-17,0,0,2.08,0,1,1.0,0,0,0,0,0,1,0.98
2019-05-18,0,0,1.86,0,1,2.0,0,0,0,0,0,1,0.88
2019-05-20,1,0,1.77,0,0,1.0,1,0,0,0,0,1,0.89
2019-05-23,0,0,2.08,0,1,1.1,2,1,1,0,1,2,0.97
2019-05-24,0,0,1.99,0,1,1.0,0,0,0,0,0,3,0.93
2019-05-28,0,0,1.9,0,1,1.0,0,0,0,0,0,2,0.89
2019-06-01,0,1,2.25,0,0,0.1,1,1,1,1,0,0,0.92
2019-06-04,0,0,2.16,0,1,1.0,1,0,0,0,0,2,0.92
2019-06-05,0,0,2.03,0,1,1.2,0,0,0,0,1,2,0.9
2019-06-07,0,0,1.95,0,1,1.0,1,0,0,0,1,2,0.94
2019-06-11,0,0,1.88,0,1,1.0,0,0,0,0,0,0,0.91
2019-06-14,0,1,2.76,0,0,0.2,3,3,3,0,1,1,1.02
2019-06-15,0,0,2.67,0,1,1.0,0,0,0,0,0,0,0.99
2019-06-21,0,0,2.59,0,0,1.0,0,0,0,0,0,2,0.96
2019-06-25,0,0,2.48,0,1,1.1,1,0,0,0,1,2,0.98
2019-06-26,0,0,2.41,0,0,1.0,0,0,0,0,0,1,0.95
2019-06-27,0,0,3.18,0,0,0.1,4,3,3,1,0,0,1.06
2019-07-02,0,0,3.09,0,1,1.0,0,0,0,0,0,3,1.03
2019-07-05,0,0,3.0,0,0,1.0,0,0,0,0,1,0,1.03
2019-07-07,0,0,3.16,0,0,1.0,2,1,1,1,1,0,1.08
2019-07-13,0,1,3.52,0,0,1.1,2,2,2,1,1,1,1.12
2019-07-14,1,0,3.43,0,0,1.0,0,0,0,0,0,3,1.09
2019-07-16,0,0,4.08,0,0,0.1,2,3,3,1,1,1,1.16
2019-07-18,0,0,4.2,0,1,1.0,1,1,1,1,0,1,1.16
2019-07-21,0,0,4.1,0,0,1.0,0,0,0,0,1,0,1.15
2019-07-23,0,0,4.01,0,0,1.0,0,0,0,0,0,2,1.13
2019-07-24,0,0,3.92,0,0,1.0,0,0,0,0,0,3,1.1
2019-07-27,0,0,3.83,0,0,1.0,1,0,0,0,0,2,1.1
2019-07-30,0,0,3.74,0,1,1.0,0,0,0,0,0,1,1.07
2019-07-31,0,0,3.66,0,0,1.0,0,0,0,0,0,1,1.05
2019-08-05,0,0,3.59,0,0,1.0,0,0,0,0,0,1,1.03
2019-08-09,0,0,3.51,0,1,1.0,0,0,0,0,0,2,1.01
2019-08-13,0,0,3.44,0,1,1.0,0,0,0,0,1,1,1.01
2019-08-16,0,0,3.38,0,0,1.0,0,0,0,0,0,1,0.99
2019-08-18,0,0,3.31,0,0,1.0,1,0,0,0,0,2,0.99
2019-08-20,0,0,3.25,0,1,1.0,1,0,0,0,0,0,0.99
2019-08-21,0,0,3.19,0,1,1.0,0,0,0,0,0,1,0.97
2019-08-26,0,0,3.29,0,0,1.0,2,1,1,1,0,1,0.99
2019-08-27,0,1,3.23,0,0,1.0,1,1,0,0,2,0,1.02
2019-09-01,1,0,3.14,0,0,1.2,0,0,0,0,1,2,1.01
2019-09-03,0,0,3.09,0,0,1.0,0,0,0,0,0,3,0.99
2019-09-05,0,0,3.03,0,0,1.0,0,0,0,0,1,0,0.99
2019-09-06,0,0,3.0,0,0,0.2,2,0,0,0,0,0,1.02
2019-09-08,0,0,2.95,0,1,1.0,2,0,0,0,0,2,1.03
2019-09-10,0,0,2.9,0,1,1.0,0,0,0,0,0,1,1.02
2019-09-12,0,0,2.84,0,1,1.1,0,0,0,0,0,2,0.99
2019-09-14,0,1,2.94,0,0,1.0,2,1,1,0,1,1,1.03
2019-09-17,0,0,3.03,0,1,1.0,1,1,1,1,2,1,1.06
2019-09-18,0,0,2.98,0,1,1.0,0,0,0,0,0,2,1.04
2019-09-24,0,0,2.97,0,0,0.1,0,0,0,0,0,0,1.04
2019-09-27,0,0,2.93,0,0,1.0,0,0,0,0,0,2,1.02
2020-07-26,0,0,0.0,0,0,0.2,0,0,0,0,0,1,0.0
2020-08-05,0,0,0.0,0,1,0.1,0,0,0,0,0,0,0.0
2020-08-06,0,0,0.0,0,1,1.1,2,0,0,0,0,1,0.86
2020-08-11,0,0,8.1,0,0,1.0,3,3,3,0,2,2,2.1
2020-08-14,1,0,8.31,0,0,1.0,2,1,1,0,1,2,2.31
2020-08-16,0,0,7.2,0,0,0.2,0,0,0,0,0,0,2.0
2020-08-20,0,1,6.75,0,0,0.1,1,3,0,0,1,1,2.25
2020-08-22,0,0,11.12,0,0,0.1,2,3,3,0,1,0,2.65
2020-08-25,0,0,9.95,0,0,0.2,2,0,0,0,0,0,2.68
2020-08-28,0,0,8.59,0,0,1.0,0,0,0,0,0,2,2.32
2020-08-29,0,0,7.56,0,0,1.0,0,0,0,0,0,0,2.04
2020-09-01,0,0,6.75,0,0,1.0,2,0,0,0,0,1,2.04
2020-09-03,0,0,6.1,0,0,1.0,0,0,0,0,0,3,1.84
2020-09-04,0,0,6.75,0,0,0.1,2,1,1,0,1,1,2.06
2020-09-07,0,0,6.17,0,1,1.0,1,1,0,0,0,0,1.97
2020-09-08,1,0,5.54,0,0,1.1,1,0,0,0,1,1,1.92
2020-09-10,0,0,5.14,0,0,1.0,0,0,0,0,1,1,1.86
2020-09-14,0,0,4.91,0,0,0.2,0,0,0,0,0,0,1.77
2020-09-15,0,0,4.6,0,1,1.0,1,0,0,0,1,2,1.79
2020-09-16,0,1,4.86,0,0,1.0,2,1,1,0,1,2,1.86
2020-09-18,0,0,4.58,0,1,1.0,0,0,0,0,2,0,1.87
2020-09-22,0,0,4.12,0,0,2.0,0,0,0,0,1,2,1.73
2020-09-25,0,0,3.98,0,0,0.2,1,0,0,0,0,1,1.72
2020-09-27,0,0,4.57,0,0,1.1,2,2,2,0,0,4,1.71
2021-04-01,0,0,0.0,0,0,1.0,0,0,0,0,0,1,0.0
2021-04-03,0,0,0.0,0,0,1.0,0,0,0,0,0,3,0.0
2021-04-04,0,0,0.0,0,1,1.0,0,0,0,0,2,1,0.67
2021-04-07,0,0,0.0,0,0,1.0,1,0,0,0,0,0,0.75
2021-04-11,0,0,0.0,0,1,1.0,0,0,0,0,0,0,0.6
2021-04-13,0,1,1.69,0,0,0.1,3,2,1,0,1,0,1.31
2021-04-17,0,0,1.42,0,0,1.0,1,0,0,0,0,2,1.26
2021-04-21,1,0,1.23,0,0,1.0,0,0,0,0,0,2,1.09
2021-04-23,0,1,2.35,0,0,0.1,1,1,1,1,0,1,1.17
2021-04-24,0,0,2.08,0,1,1.0,1,0,0,0,0,1,1.15
2021-04-26,0,0,1.86,0,1,1.0,1,0,0,0,0,0,1.14
2021-04-28,0,0,1.69,0,1,1.0,0,0,0,0,0,1,1.03
2021-04-29,0,0,1.54,0,0,1.0,0,0,0,0,0,2,0.94
2021-05-01,0,1,2.13,0,0,1.0,1,1,1,1,0,1,0.95
2021-05-03,0,0,1.88,0,1,1.2,2,0,0,0,1,3,1.05
2021-05-08,0,0,2.93,0,0,1.0,1,2,2,1,2,1,1.17
2021-05-11,0,0,2.76,0,0,1.0,1,0,0,0,1,1,1.22
2021-05-12,0,0,2.6,0,1,1.0,0,0,0,0,0,1,1.15
2021-05-14,0,0,2.45,0,0,1.0,1,0,0,0,0,3,1.15
2021-05-18,0,0,2.33,0,0,1.0,0,0,0,0,0,2,1.09
2021-05-22,0,0,2.18,0,0,1.1,0,0,0,0,0,0,1.02
2021-05-25,0,0,2.08,0,1,1.0,1,0,0,0,0,0,1.02
2021-05-27,0,0,1.99,0,1,1.0,0,0,0,0,1,1,1.01
2021-05-31,0,0,1.96,0,0,0.1,0,0,0,0,0,0,1.0
2021-06-06,0,0,1.9,0,0,0.2,1,0,0,0,0,2,1.01
2021-06-10,0,0,2.19,0,0,1.0,1,1,1,1,1,2,1.05
2021-06-12,0,0,3.16,0,0,1.0,1,3,3,1,2,2,1.13
2021-06-16,0,0,3.04,0,1,1.0,0,0,0,0,0,0,1.09
2021-06-20,0,0,3.0,0,0,0.1,0,0,0,0,0,1,1.07
2021-06-23,0,1,3.54,0,0,1.0,3,2,2,0,0,0,1.14
2021-06-25,0,0,3.41,0,1,1.0,0,0,0,0,0,1,1.1
2021-06-26,0,1,3.34,0,0,0.2,1,2,0,0,2,1,1.18
2021-06-30,0,0,3.52,0,0,1.0,3,2,1,0,1,1,1.27
2021-07-04,0,0,5.17,0,0,0.2,4,6,6,1,2,2,1.44
2021-07-06,0,0,5.12,0,0,0.1,0,0,0,0,0,0,1.42
2021-07-08,0,0,4.96,0,0,1.0,0,0,0,0,0,2,1.38
2021-07-10,0,0,4.86,0,0,0.2,0,0,0,0,0,0,1.35
2021-07-11,0,0,4.72,0,0,1.0,1,0,0,0,0,0,1.34
2021-07-17,0,0,4.46,0,0,2.0,1,0,0,0,0,3,1.29
2021-07-18,0,0,4.34,0,1,1.0,0,0,0,0,0,2,1.26
2021-07-21,0,0,4.93,0,0,1.0,3,3,3,1,0,2,1.3
2021-07-26,0,0,4.69,0,0,2.0,0,0,0,0,2,3,1.29
2021-07-29,0,0,4.57,0,0,1.0,2,0,0,0,2,1,1.35
2021-07-31,0,0,4.46,0,0,1.0,1,0,0,0,0,0,1.35
2021-08-02,0,0,4.26,0,0,2.0,1,0,0,0,0,2,1.31
2021-08-03,0,0,4.2,0,0,0.2,0,0,0,0,1,1,1.31
2021-08-06,0,0,4.11,0,0,1.0,0,0,0,0,0,1,1.28
2021-08-07,0,0,3.94,0,0,2.0,0,0,0,0,0,2,1.23
2021-08-11,0,0,3.86,0,0,1.0,1,0,0,0,0,3,1.22
2021-08-12,0,0,3.78,0,0,1.0,0,0,0,0,0,1,1.2
2021-08-14,0,0,3.71,0,0,1.0,0,0,0,0,0,2,1.18
2021-08-15,0,0,3.86,0,0,0.1,1,1,1,1,0,1,1.19
2021-08-20,1,0,3.74,0,0,1.2,0,0,0,0,3,1,1.21
2021-08-22,0,0,3.71,0,0,0.1,1,0,0,0,0,1,1.22
2021-08-24,0,0,3.69,0,0,0.1,0,0,0,0,0,1,1.21
2021-08-27,0,0,3.62,0,0,1.0,0,0,0,0,1,2,1.21
2021-08-28,0,0,3.56,0,0,1.0,0,0,0,0,0,3,1.19
2021-08-29,0,0,3.54,0,0,0.1,0,0,0,0,0,0,1.18
2021-08-31,0,0,3.47,0,0,1.0,1,0,0,0,0,0,1.18
2021-09-04,0,0,3.41,0,0,1.0,0,0,0,0,0,2,1.16
2021-09-05,0,0,3.38,0,0,0.2,0,0,0,0,0,1,1.14
2021-09-06,0,0,3.32,0,0,1.0,1,0,0,0,0,3,1.14
2021-09-09,0,0,3.26,0,0,1.0,0,0,0,0,0,2,1.12
2021-09-11,0,0,3.21,0,0,1.0,2,0,0,0,0,1,1.14
2021-09-12,0,1,3.45,0,0,1.0,2,2,2,1,0,0,1.15
2021-09-15,0,0,3.39,0,0,1.0,0,0,0,0,0,1,1.13
2021-09-16,1,0,3.43,0,0,2.0,1,1,1,1,0,4,1.11
2021-09-18,0,0,3.51,0,0,1.0,1,1,1,1,0,0,1.11
2021-09-21,0,0,3.41,0,0,2.0,1,0,0,0,0,1,1.09
2021-09-24,1,0,3.33,0,0,1.2,1,0,0,0,3,3,1.12
2021-09-28,0,0,3.28,0,0,1.0,0,0,0,0,1,2,1.12
2021-09-29,0,0,3.52,0,0,0.1,1,2,2,0,2,1,1.16
2021-10-01,0,0,3.47,0,0,1.0,2,0,0,0,0,1,1.17
2021-10-03,0,1,3.63,0,0,1.2,1,2,2,1,1,3,1.17
