W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-03-29,0,0,8.1,3.1,7,3,0,3,2,3.0
2018-04-05,1,0,2.89,6.0,3,0,0,1,6,1.5
2018-04-11,0,0,4.4,5.0,7,4,1,3,3,1.67
2018-04-19,1,0,3.1,6.0,2,0,0,1,7,1.33
2018-04-25,0,1,3.29,7.0,4,3,3,2,4,1.21
2018-04-30,0,0,2.73,5.2,5,0,0,3,5,1.24
2018-05-06,0,0,2.82,5.1,6,2,1,4,4,1.33
2018-05-12,1,0,2.66,5.2,4,1,0,3,5,1.32
2018-05-18,1,0,2.52,6.0,2,1,1,1,8,1.22
2018-05-23,0,1,2.37,7.0,6,1,0,1,4,1.19
2018-05-29,1,0,2.71,6.0,8,4,2,0,6,1.21
2018-06-03,1,0,2.44,7.0,2,0,0,3,7,1.16
2018-06-09,1,0,2.22,7.0,1,0,0,2,5,1.09
2018-06-15,1,0,2.28,6.0,5,2,2,1,3,1.08
2018-06-20,1,0,2.1,7.0,5,0,0,3,1,1.09
2018-06-26,1,0,2.18,5.0,4,2,0,1,4,1.08
2018-07-01,1,0,2.25,5.0,9,2,1,3,5,1.15
2018-07-08,0,0,2.45,6.1,6,4,1,3,2,1.17
2018-07-15,1,0,2.58,5.1,6,3,1,3,7,1.19
2018-07-20,0,1,3.14,3.0,7,8,2,5,1,1.26
2018-07-25,0,0,3.06,6.0,4,1,1,0,7,1.23
2018-07-31,0,1,3.22,5.0,7,4,1,3,3,1.27
2018-08-05,0,0,3.44,5.0,8,5,2,2,1,1.29
2018-08-11,0,1,3.89,3.2,10,8,3,1,5,1.34
2018-08-16,1,0,3.72,6.0,5,0,0,0,8,1.32
2018-08-22,1,0,3.64,5.2,7,1,0,1,3,1.32
2018-08-27,0,0,3.67,6.0,5,3,1,3,3,1.32
2018-09-02,1,0,3.53,6.0,8,0,0,0,7,1.32
2018-09-10,0,1,3.57,5.2,8,3,0,2,7,1.34
2018-09-15,1,0,3.43,7.0,2,0,0,2,9,1.31
2018-09-22,1,0,3.43,5.0,8,2,1,0,4,1.31
2018-09-27,1,0,3.32,6.0,3,0,0,4,3,1.31
2019-03-28,1,0,3.0,6.0,4,2,1,2,3,1.0
2019-04-03,0,0,3.0,6.0,6,2,2,3,7,1.25
2019-04-08,0,0,2.57,2.0,3,0,0,1,4,1.36
2019-04-25,0,1,2.37,5.0,4,1,0,0,5,1.21
2019-05-01,1,0,1.73,7.0,1,0,0,1,8,0.96
2019-05-07,0,0,1.41,6.0,8,0,0,0,6,1.03
2019-05-12,1,0,1.16,6.2,9,0,0,1,6,1.11
2019-05-18,0,1,2.09,4.1,10,5,1,1,3,1.26
2019-05-23,0,1,2.68,4.0,7,4,2,1,5,1.32
2019-05-28,0,1,3.59,5.2,8,7,1,3,3,1.39
2019-06-03,1,0,3.32,7.0,4,1,0,1,6,1.31
2019-06-08,1,0,3.56,6.0,5,4,2,2,6,1.29
2019-06-13,0,1,4.08,5.0,9,6,3,1,7,1.34
2019-06-19,1,0,4.13,5.2,7,3,2,1,6,1.35
2019-06-24,1,0,3.83,6.0,5,0,0,0,7,1.31
2019-06-30,0,1,3.89,5.2,5,3,1,2,8,1.31
2019-07-06,1,0,3.72,6.1,6,1,0,3,3,1.31
2019-07-13,1,0,3.74,6.2,8,3,2,0,6,1.31
2019-07-19,0,0,3.87,6.0,12,4,1,0,6,1.35
2019-07-27,0,0,3.63,7.0,4,0,0,3,5,1.32
2019-08-01,0,1,3.86,5.0,9,5,0,0,6,1.34
2019-08-06,0,1,4.39,4.0,10,9,2,3,6,1.41
2019-08-11,0,0,4.43,5.0,5,3,1,3,7,1.41
2019-08-17,1,0,4.23,6.0,4,0,0,5,3,1.42
2019-08-23,0,1,4.49,4.1,9,6,1,1,2,1.45
2019-08-29,1,0,4.36,6.0,5,1,1,3,4,1.44
2019-09-03,1,0,4.19,6.0,6,0,0,4,9,1.45
2019-09-08,0,1,4.51,5.1,7,8,2,3,7,1.46
2019-09-13,1,0,4.59,5.0,11,4,0,2,2,1.5
2019-09-18,0,0,4.51,5.0,6,1,1,2,5,1.5
2019-09-25,0,0,4.46,6.0,8,2,0,0,4,1.5
2020-07-27,1,0,0.0,5.0,0,0,0,1,1,0.2
2020-08-02,0,0,0.82,6.0,4,1,1,1,4,0.55
2020-08-11,1,0,1.06,6.0,3,1,0,2,4,0.65
2020-08-16,0,0,2.74,6.0,9,5,2,0,5,0.87
2020-08-21,0,1,5.06,3.2,9,8,4,0,3,1.09
2020-08-26,0,0,4.55,5.0,8,1,0,1,5,1.2
2020-09-01,0,0,5.11,5.1,8,5,0,3,3,1.32
2020-09-06,0,1,5.8,3.1,6,5,2,2,4,1.41
2020-09-11,0,0,5.05,6.0,3,0,0,2,8,1.34
2020-09-16,0,0,4.91,5.0,4,2,1,1,1,1.31
2020-09-21,1,0,4.4,6.0,4,0,0,1,1,1.26
