W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-04-05,1,0,5.06,1,0,5.1,10,3,3,0,0,1,1.88
2018-04-10,0,1,11.88,1,0,3.0,9,8,8,2,4,2,2.76
2018-04-16,0,1,13.14,1,0,4.0,10,8,7,2,3,4,2.92
2018-04-22,1,0,9.82,1,0,6.0,7,2,2,0,1,4,2.4
2018-04-29,0,1,9.67,1,0,4.0,5,4,4,3,4,2,2.37
2018-07-14,0,1,7.67,1,0,7.0,5,1,1,0,2,4,2.05
2018-07-20,0,0,8.05,1,0,5.1,10,6,6,2,2,4,2.08
2018-07-25,0,0,7.08,1,0,6.0,7,1,1,0,3,4,2.02
2018-07-30,0,0,6.5,1,0,5.0,6,4,1,1,2,5,1.97
2018-08-06,0,0,6.15,1,0,7.0,10,3,3,1,2,3,1.94
2018-08-12,0,1,6.71,1,0,5.0,11,7,7,2,0,2,1.96
2018-08-18,0,0,6.93,1,0,6.0,9,6,6,1,2,3,1.95
2018-08-25,0,1,6.95,1,0,5.0,5,4,4,1,1,4,1.89
2018-08-31,0,0,6.75,0,0,2.0,0,0,0,0,2,1,1.87
2018-09-04,0,0,6.66,0,0,1.0,2,0,0,0,0,1,1.87
2018-09-08,0,0,6.84,0,0,2.0,4,3,3,1,1,2,1.89
2018-09-11,0,0,6.72,0,0,1.1,0,0,0,0,0,0,1.85
2018-09-15,0,0,6.55,0,0,2.0,0,0,0,0,2,0,1.83
2018-09-17,0,0,6.33,0,0,2.2,1,0,0,0,0,3,1.78
2018-09-23,0,0,6.13,1,0,4.0,2,1,1,0,0,1,1.72
2018-09-25,0,0,6.13,0,0,0.0,2,2,0,0,0,0,1.75
2018-09-28,0,1,6.22,1,0,1.2,1,5,2,0,5,2,1.78
2019-03-31,1,0,7.36,0,0,3.2,5,3,3,0,3,6,2.18
2019-04-05,0,0,5.68,0,0,2.2,3,2,1,0,4,2,2.37
2019-04-10,0,0,7.56,0,0,2.0,3,3,3,0,2,4,2.4
2019-04-15,0,0,5.02,1,0,6.0,7,1,1,0,2,5,2.02
2019-04-20,1,0,5.31,1,0,6.0,6,4,4,2,1,2,1.77
2019-04-26,1,0,4.44,1,0,6.0,6,1,1,0,0,4,1.59
2019-05-01,1,0,3.41,1,0,8.0,4,0,0,0,2,7,1.4
2019-05-06,1,0,2.83,1,0,7.0,2,0,0,0,2,9,1.26
2019-05-12,0,1,3.11,1,0,5.0,4,3,3,2,2,7,1.25
2019-05-17,1,0,2.89,1,0,6.2,5,1,1,0,4,7,1.26
