W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2019-04-19,0,0,0.0,0,0,1.0,0,0,0,0,0,0,0.0
2019-04-21,0,0,7.71,0,0,1.1,2,2,2,2,0,0,0.86
2019-04-25,0,0,6.75,0,0,3.0,2,2,2,0,1,3,0.94
2019-04-28,0,0,5.68,0,0,1.0,1,0,0,0,0,0,0.95
2019-04-30,0,0,5.4,0,0,0.1,1,0,0,0,0,1,1.05
2019-05-01,0,0,4.32,0,0,1.2,0,0,0,0,0,2,0.84
2019-05-03,0,0,3.86,0,0,1.0,0,0,0,0,0,0,0.75
2019-05-05,0,0,4.35,0,0,1.0,2,1,1,0,0,0,0.87
2019-05-08,0,0,5.56,0,0,1.0,3,2,2,0,0,0,1.06
2019-05-12,0,0,9.0,0,0,0.2,4,5,5,1,1,1,1.42
2019-05-14,0,0,8.76,0,0,0.1,0,0,0,0,0,0,1.38
2019-05-16,0,0,8.1,0,0,1.0,1,0,0,0,1,0,1.43
2019-05-18,0,0,7.53,0,0,1.0,0,0,0,0,1,0,1.4
2019-05-20,0,0,7.2,0,0,0.2,1,0,0,0,0,2,1.4
2019-06-04,0,0,6.5,0,0,3.0,2,1,1,1,0,3,1.28
2019-06-09,0,0,5.85,0,0,2.0,0,0,0,0,0,1,1.15
2019-06-12,0,0,5.4,0,0,1.2,2,0,0,0,1,3,1.2
2019-06-14,1,0,4.94,0,0,2.0,1,0,0,0,0,2,1.14
2019-06-17,0,0,4.74,0,0,1.0,1,0,0,0,0,0,1.14
2019-06-18,0,0,4.56,0,0,1.0,2,0,0,0,0,0,1.17
2019-06-21,0,0,4.44,0,0,0.2,2,0,0,0,0,1,1.22
2019-06-23,0,0,4.39,0,0,0.1,0,0,0,0,0,1,1.2
2019-06-30,0,0,4.23,0,0,1.0,2,0,0,0,0,3,1.23
2019-07-02,0,0,4.08,0,0,1.0,2,0,0,0,1,0,1.29
2019-07-05,0,0,4.85,0,0,1.0,4,3,3,1,0,0,1.38
2019-07-12,0,0,5.04,0,0,0.2,1,1,1,1,0,1,1.38
2019-07-13,0,1,5.34,0,0,1.2,2,2,2,0,2,0,1.44
2019-07-16,0,0,5.03,0,0,2.0,0,0,0,0,0,4,1.35
2019-07-20,0,0,4.89,0,0,1.0,0,0,0,0,0,0,1.31
2019-07-22,0,0,4.66,0,0,1.2,1,0,0,0,0,4,1.28
2019-07-23,0,0,4.78,1,0,1.0,2,1,1,0,0,1,1.3
2019-07-28,0,0,4.74,0,0,0.1,0,0,0,0,0,1,1.29
2019-07-30,0,1,4.95,0,0,2.0,3,2,2,0,1,2,1.33
2019-08-03,0,0,4.71,0,0,2.0,0,0,0,0,1,2,1.29
2019-08-04,0,0,4.64,0,0,0.2,2,1,0,0,0,1,1.31
2019-08-09,0,0,4.6,0,0,0.1,0,0,0,0,0,1,1.3
2019-08-10,0,0,4.7,0,0,1.0,3,1,1,0,0,2,1.34
2019-08-12,0,0,5.0,0,0,1.0,2,2,2,0,1,0,1.38
2019-08-15,0,0,5.09,0,0,1.0,2,1,1,0,0,0,1.39
2019-08-17,0,0,4.99,0,0,2.2,5,1,1,0,0,3,1.42
2019-08-20,0,0,4.86,0,0,1.1,0,0,0,0,0,2,1.38
2019-08-25,0,0,4.73,0,0,1.1,2,0,0,0,0,2,1.38
2019-08-29,0,0,4.56,0,0,2.0,1,0,0,0,1,1,1.37
2019-09-01,0,1,5.17,1,0,0.2,3,4,4,0,2,2,1.44
2019-09-06,1,0,5.07,0,0,1.0,1,0,0,0,0,0,1.44
2019-09-11,0,0,4.92,0,0,1.2,0,0,0,0,1,1,1.41
2019-09-15,0,0,4.91,0,0,2.0,2,1,1,0,1,4,1.41
2019-09-21,0,0,4.83,0,0,1.0,1,0,0,0,1,2,1.42
2019-09-24,0,0,4.77,0,0,0.2,1,3,0,0,1,1,1.44
2019-09-25,0,0,4.84,0,0,1.0,2,2,1,1,0,2,1.45
2019-09-28,0,0,4.76,0,0,1.0,1,0,0,0,0,0,1.44
2020-08-01,0,0,6.75,0,0,1.1,1,1,1,0,2,1,2.25
2020-08-06,0,0,3.86,0,0,1.0,0,0,0,0,1,1,1.71
2020-08-07,0,0,2.7,0,0,1.0,0,0,0,0,0,1,1.2
2020-08-09,0,0,2.45,0,0,0.1,0,0,0,0,2,1,1.64
2020-08-12,0,0,1.93,0,0,1.0,0,0,0,0,1,0,1.5
2020-09-03,0,0,1.59,0,0,1.0,1,0,0,0,0,1,1.41
2020-09-05,0,0,1.29,0,0,1.1,0,0,0,0,0,1,1.14
2020-09-06,0,0,1.17,0,0,0.2,1,0,0,0,1,0,1.3
2020-09-09,0,0,2.08,0,0,1.0,1,1,1,1,1,0,1.38
2020-09-12,0,0,1.86,0,0,1.0,0,0,0,0,0,1,1.24
2020-09-15,0,0,1.64,0,0,1.1,0,0,0,0,0,1,1.09
2020-09-19,0,1,1.5,0,0,1.0,1,1,0,0,1,0,1.17
2020-09-23,0,0,2.13,0,0,0.2,2,1,1,1,0,0,1.26
2020-09-25,1,0,1.98,0,0,1.0,1,1,0,0,0,0,1.24
2020-09-27,0,0,1.84,0,0,1.0,0,0,0,0,0,0,1.16
2021-04-10,0,0,0.0,0,0,1.0,3,1,0,0,0,1,3.0
2021-04-13,0,0,4.5,0,0,1.0,3,1,1,0,0,0,3.0
2021-04-16,0,0,3.0,0,0,1.0,0,0,0,0,0,0,2.0
2021-04-19,0,0,7.36,0,0,0.2,2,2,2,1,0,1,2.18
2021-04-25,0,0,4.76,0,0,2.0,1,0,0,0,0,2,1.59
2021-04-27,0,0,4.05,0,0,1.0,0,0,0,0,1,0,1.5
2021-05-02,0,0,4.7,0,0,1.0,2,1,1,0,0,0,1.57
2021-05-05,0,0,4.15,0,0,1.0,1,0,0,0,0,0,1.5
2021-05-07,0,0,3.72,0,0,1.0,1,0,0,0,0,1,1.45
2021-05-10,0,0,3.6,0,0,0.1,0,0,0,0,0,0,1.4
2021-05-13,0,1,3.38,0,0,0.2,0,1,0,0,2,1,1.5
2021-05-16,0,0,3.27,0,0,0.1,1,0,0,0,0,1,1.55
2021-05-18,0,0,3.09,0,0,0.2,0,0,0,0,0,1,1.46
2021-05-19,0,0,2.92,0,0,0.2,0,0,0,0,0,2,1.38
2021-05-21,0,0,2.77,0,0,0.2,2,0,0,0,0,0,1.46
2021-05-23,0,0,2.63,0,0,0.2,0,0,0,0,1,1,1.46
2021-05-25,0,0,2.45,0,0,1.0,2,0,0,0,0,2,1.5
2021-05-27,0,0,2.2,0,0,1.2,3,0,0,0,0,2,1.53
2021-05-30,0,0,2.08,0,0,1.0,1,0,0,0,0,0,1.5
2021-06-01,0,1,1.93,0,0,1.1,0,1,0,0,2,2,1.5
2021-06-03,0,0,1.89,0,0,0.1,0,0,0,0,0,0,1.47
2021-06-05,0,0,1.8,0,0,1.0,0,0,0,0,0,1,1.4
2021-06-06,0,0,3.43,0,0,1.0,4,4,4,1,0,1,1.52
2021-06-09,1,0,3.13,0,0,2.0,1,1,0,0,0,0,1.43
2021-06-13,0,0,3.0,0,0,1.0,2,0,0,0,0,1,1.46
2021-06-15,0,0,2.92,0,0,0.2,0,0,0,0,0,1,1.42
2021-06-16,0,0,3.16,0,0,1.0,2,1,1,0,1,1,1.48
2021-06-18,0,0,3.04,0,0,1.0,0,0,0,0,0,1,1.43
2021-06-21,0,0,2.93,0,0,1.0,2,1,0,0,1,1,1.48
2021-06-23,1,0,2.76,0,0,1.2,0,0,0,0,0,0,1.4
2021-06-26,0,0,2.67,0,0,1.0,0,0,0,0,2,1,1.42
2021-07-01,0,0,2.59,0,0,1.0,1,0,0,0,0,0,1.4
2021-07-02,0,0,2.51,0,0,1.0,0,1,0,0,1,1,1.39
2021-07-05,0,0,2.73,0,0,0.2,1,1,1,1,0,0,1.39
2021-07-09,0,0,2.67,0,0,0.2,0,0,0,0,1,0,1.4
2021-07-11,0,0,2.6,0,0,1.0,0,0,0,0,0,0,1.36
2021-07-16,0,0,2.52,0,0,1.0,0,0,0,0,0,1,1.32
2021-07-19,0,0,3.79,0,0,0.0,5,5,5,0,0,0,1.46
2021-07-21,0,0,3.68,0,0,1.0,1,0,0,0,0,0,1.45
2021-07-23,0,0,3.58,0,0,1.0,0,0,0,0,0,0,1.41
2021-07-25,0,0,3.69,0,0,1.1,2,1,1,0,0,0,1.41
2021-07-28,0,1,3.83,0,0,1.0,1,1,1,1,0,1,1.4
2021-07-30,0,0,3.76,0,0,0.2,0,0,0,0,0,0,1.38
2021-07-31,0,0,3.73,0,0,0.1,0,0,0,0,0,0,1.37
2021-08-03,0,0,3.56,0,0,2.0,0,0,0,0,0,1,1.3
2021-08-06,0,0,3.48,0,0,1.0,0,0,0,0,0,2,1.27
2021-08-10,1,0,3.38,0,0,1.1,2,1,0,0,0,0,1.28
2021-08-12,0,0,3.3,0,0,1.0,2,0,0,0,0,1,1.29
2021-08-14,0,0,3.23,0,0,1.0,2,2,0,0,0,0,1.31
2021-08-15,0,0,3.19,0,0,0.2,1,0,0,0,0,1,1.31
2021-08-17,0,0,3.28,0,0,1.1,1,1,1,1,0,0,1.3
2021-08-23,0,0,3.22,0,0,1.0,1,0,0,0,0,1,1.29
2021-08-24,0,0,3.16,0,0,1.0,0,0,0,0,0,0,1.27
2021-08-27,0,1,3.61,0,0,1.0,3,3,3,0,1,0,1.32
2021-08-30,0,0,3.57,0,0,0.2,2,0,0,0,0,1,1.34
2021-08-31,0,0,3.52,0,0,0.2,0,0,0,0,0,1,1.32
2021-09-06,0,0,3.46,0,0,1.0,2,0,0,0,0,0,1.34
2021-09-08,0,0,3.44,0,0,0.1,0,0,0,0,0,0,1.33
2021-09-11,1,0,3.38,0,0,1.0,0,0,0,0,0,0,1.3
2021-09-16,0,0,3.36,0,0,0.1,0,0,0,0,0,1,1.3
2021-09-19,0,0,3.3,0,0,1.0,0,0,0,0,0,0,1.27
2021-09-20,0,0,3.2,0,0,1.2,2,0,0,0,0,2,1.27
2021-09-25,0,0,3.15,0,0,1.0,1,0,0,0,0,1,1.27
2021-09-28,0,0,3.13,0,0,0.1,0,0,0,0,0,0,1.26
2021-09-30,0,0,3.08,0,0,1.0,1,0,0,0,1,1,1.27
2021-10-02,0,0,3.18,0,0,1.0,3,1,1,0,0,1,1.3
