W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-09-13,0,0,3.6,1,0,5.0,4,2,2,0,2,0,1.2
2018-09-21,0,1,4.09,1,0,6.0,8,4,3,0,1,3,1.36
2018-09-28,0,1,5.06,1,0,5.0,5,4,4,3,1,4,1.31
2019-04-07,0,0,81.0,0,0,0.1,1,3,3,1,1,0,6.0
2019-04-09,0,0,11.57,0,0,2.0,1,0,0,0,0,2,1.29
2019-04-19,0,0,6.23,0,0,2.0,1,0,0,0,0,1,0.92
2019-04-23,0,0,5.79,0,0,0.1,0,0,0,0,0,0,0.86
2019-04-27,0,0,4.76,0,0,1.0,1,0,0,0,1,1,1.06
2019-04-28,0,0,4.05,0,0,1.0,2,0,0,0,1,1,1.35
2019-04-30,0,0,3.86,0,0,0.1,0,0,0,0,0,0,1.29
2019-05-01,0,0,6.43,0,0,0.0,2,2,2,0,1,0,1.71
2019-05-04,0,0,12.27,0,0,0.1,5,5,5,0,1,0,2.45
2019-05-07,0,0,10.8,0,0,1.0,0,0,0,0,0,1,2.16
2019-05-10,0,0,9.64,0,0,1.0,0,0,0,0,0,2,1.93
2019-05-14,0,0,9.58,0,0,1.0,1,1,1,1,1,0,1.94
2019-05-17,0,0,9.28,0,0,0.1,1,0,0,0,0,0,1.97
2019-05-20,0,0,8.03,0,0,1.2,0,1,0,0,1,3,1.78
2019-05-22,0,0,7.82,0,0,0.1,0,0,0,0,0,0,1.74
2019-05-24,0,0,9.22,0,0,1.0,2,3,3,0,1,1,1.83
2019-06-22,0,1,11.05,0,0,1.0,5,4,4,1,1,0,2.11
2019-07-21,0,1,9.45,1,0,5.1,8,3,3,1,2,6,2.05
2019-07-27,0,1,9.85,0,0,4.2,9,7,6,1,2,7,2.11
2019-08-02,1,0,8.1,1,0,5.1,1,0,0,0,5,3,1.93
2019-08-07,1,0,6.75,1,0,6.0,3,0,0,0,2,5,1.75
2019-08-13,1,0,5.91,1,0,6.2,5,1,1,0,2,3,1.64
2019-08-19,0,0,5.48,1,0,3.1,3,0,0,0,0,2,1.59
2019-08-24,0,0,5.36,1,0,4.1,6,2,2,0,4,3,1.65
2019-09-02,0,1,6.17,1,0,3.2,8,7,7,1,3,4,1.74
2019-09-24,0,0,5.9,1,0,4.0,5,1,1,0,2,4,1.74
2019-09-29,1,0,5.48,1,0,6.0,4,1,1,1,2,8,1.67
2021-04-09,0,0,0.0,1,0,5.0,2,0,0,0,2,4,0.8
2021-04-14,1,0,0.0,1,0,6.0,4,0,0,0,1,5,0.82
2021-04-19,0,1,5.87,1,0,4.1,8,10,10,4,3,5,1.3
2021-04-24,1,0,4.64,1,0,6.0,5,1,1,1,1,4,1.22
2021-05-04,0,1,4.39,1,0,5.1,5,2,2,1,2,3,1.24
2021-05-09,0,0,4.26,1,0,5.0,3,2,2,1,5,7,1.29
2021-05-15,0,1,5.8,1,0,4.0,8,8,8,1,3,5,1.46
2021-05-20,0,1,5.72,1,0,3.2,5,4,2,1,1,3,1.47
2021-05-26,0,0,5.19,1,0,4.0,3,0,0,0,1,4,1.43
2021-05-31,0,1,5.4,1,0,5.0,3,4,4,1,3,7,1.41
2021-06-05,0,1,4.8,1,0,6.0,3,4,0,1,2,4,1.34
2021-06-13,1,0,4.19,1,0,8.0,5,0,0,0,0,9,1.25
2021-06-19,0,1,4.54,1,0,5.0,6,5,5,2,0,5,1.25
2021-06-24,1,0,4.12,1,0,7.0,4,0,0,0,2,8,1.21
2021-06-29,1,0,4.02,1,0,6.1,6,2,2,1,2,7,1.21
2021-07-04,0,1,4.02,1,0,6.2,7,3,3,1,0,11,1.2
2021-07-26,0,0,3.8,1,0,5.0,3,0,0,0,2,4,1.19
2021-07-31,0,1,4.0,1,0,4.1,7,5,4,1,1,5,1.22
2021-08-05,0,0,4.02,1,0,6.1,5,3,3,1,2,7,1.21
2021-08-10,0,0,4.17,0,0,5.0,6,4,4,0,1,2,1.22
