W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-04-01,1,0,0.0,1,0,6.0,5,0,0,0,3,5,1.33
2018-04-07,0,0,2.7,1,0,4.0,5,3,3,1,2,6,1.5
2018-04-14,0,1,6.0,1,0,5.0,7,7,7,2,2,5,1.6
2018-05-08,0,0,7.11,1,0,4.0,7,5,5,3,2,5,1.74
2018-05-13,0,1,6.2,1,0,5.2,6,3,2,1,4,4,1.74
2018-05-19,0,0,6.2,1,0,0.0,0,0,0,0,0,0,1.74
2018-06-19,0,0,4.99,1,0,6.0,3,0,0,0,2,6,1.57
2018-06-24,0,0,5.3,1,0,5.0,5,4,4,1,1,5,1.51
2018-06-29,0,1,4.68,1,0,6.2,6,1,1,1,0,10,1.42
2018-07-04,1,0,4.56,1,0,5.0,4,2,2,0,1,5,1.37
2018-07-10,0,1,4.64,1,0,7.0,8,4,4,2,1,7,1.36
2018-07-14,0,0,4.55,0,0,1.0,0,0,0,0,2,2,1.37
2018-07-20,1,0,4.26,1,0,6.0,5,1,1,0,4,9,1.39
2018-07-26,1,0,3.82,1,0,7.0,3,0,0,0,1,8,1.3
2018-08-01,0,0,3.63,1,0,6.0,6,2,1,0,1,4,1.29
2018-08-07,1,0,3.62,1,0,5.1,3,2,2,1,4,5,1.29
2018-08-12,0,0,3.57,1,0,6.0,4,3,2,1,0,4,1.25
2018-08-18,0,0,3.73,1,0,6.0,4,4,4,1,5,8,1.27
2018-08-24,1,0,3.5,1,0,6.0,2,0,0,0,1,8,1.22
2018-08-30,0,1,3.59,1,0,5.0,6,3,3,1,0,7,1.22
2018-09-04,1,0,3.73,1,0,6.0,7,4,4,2,1,8,1.22
2018-09-09,1,0,3.88,1,0,5.0,4,4,4,1,0,7,1.21
2018-09-15,1,0,4.02,1,0,5.0,2,4,4,1,4,8,1.21
2018-09-22,1,0,3.87,1,0,7.0,4,1,1,1,0,7,1.17
2018-09-30,1,0,3.66,1,0,7.0,2,0,0,0,0,7,1.12
2019-04-28,0,0,1.5,1,0,6.0,5,5,1,2,0,6,0.83
2019-05-04,0,0,3.6,1,0,4.0,7,3,3,2,1,3,1.3
2019-05-09,0,1,4.2,1,0,5.0,5,3,3,1,2,5,1.33
2019-05-17,1,0,3.0,1,0,6.0,2,0,0,0,0,10,1.05
2019-05-22,0,0,2.67,1,0,6.0,5,1,1,1,2,7,1.07
2019-05-28,0,0,2.73,1,0,6.0,6,2,2,1,1,6,1.09
2019-06-02,1,0,2.25,1,0,7.0,3,0,0,0,3,9,1.05
2019-06-08,1,0,2.4,1,0,5.0,7,2,2,1,3,6,1.16
2019-06-14,1,0,2.6,1,0,7.0,7,3,3,2,0,7,1.13
2019-06-19,0,0,2.55,1,0,1.0,0,0,0,0,0,2,1.11
2019-09-12,0,0,2.68,1,0,0.2,0,1,1,0,2,2,1.14
2019-09-24,0,0,2.59,1,0,2.0,0,0,0,0,2,5,1.13
2019-09-29,0,0,2.45,1,0,3.0,1,0,0,0,2,4,1.13
2020-07-29,1,0,0.0,1,0,5.0,2,0,0,0,1,2,0.6
2020-08-19,0,1,4.7,1,0,2.2,4,4,4,1,3,1,1.3
2020-08-25,0,0,3.55,1,0,5.0,4,1,1,0,2,5,1.26
2020-08-31,0,0,3.94,1,0,3.1,3,2,2,0,4,2,1.44
2020-09-06,0,0,3.86,1,0,5.0,6,2,2,1,0,5,1.38
2020-09-12,1,0,3.81,1,0,5.0,4,2,2,1,2,7,1.35
2020-09-18,0,1,3.27,1,0,7.0,3,1,1,0,2,5,1.21
2020-09-27,0,0,3.03,1,0,5.2,2,1,1,0,3,4,1.16
2021-04-03,0,0,9.0,1,0,4.0,5,4,4,1,2,4,1.75
2021-04-09,1,0,7.2,1,0,6.0,4,4,4,1,0,7,1.1
2021-04-15,0,0,7.53,1,0,4.1,7,4,4,2,2,2,1.4
2021-04-20,0,0,8.82,1,0,2.0,4,4,4,0,1,1,1.53
2021-04-26,0,1,7.25,1,0,6.0,2,2,2,1,2,10,1.3
2021-05-02,0,0,6.39,1,0,3.0,1,0,0,0,1,4,1.22
2021-05-07,0,0,5.17,1,0,6.0,2,0,0,0,2,4,1.12
2021-05-13,1,0,4.26,1,0,6.2,3,0,0,0,3,9,1.08
2021-05-20,1,0,3.89,1,0,6.0,2,1,1,1,4,4,1.07
2021-05-25,0,1,3.63,1,0,8.0,6,2,2,1,0,13,1.02
2021-05-31,1,0,3.32,1,0,5.0,3,0,0,0,2,2,1.02
2021-06-05,1,0,3.05,1,0,5.0,2,0,0,0,1,3,0.98
2021-06-12,0,0,3.38,1,0,4.2,4,4,4,1,3,5,1.02
2021-06-17,0,0,3.64,1,0,5.0,6,4,4,2,1,5,1.05
2021-06-23,1,0,3.52,1,0,5.0,3,1,1,0,5,5,1.08
2021-06-29,0,1,3.7,1,0,6.0,8,4,4,3,1,2,1.11
2021-07-05,0,0,3.65,1,0,3.2,3,1,1,0,1,5,1.11
2021-07-11,0,1,3.74,1,0,5.0,4,3,3,1,3,2,1.13
2021-07-18,0,0,3.87,1,0,4.0,6,3,3,0,2,4,1.16
2021-07-25,0,0,3.95,1,0,5.0,5,3,3,0,2,1,1.18
2021-07-31,0,0,4.1,1,0,5.0,5,4,4,2,1,4,1.18
2021-08-05,0,0,3.92,1,0,5.0,3,1,0,0,1,3,1.16
2021-08-10,0,0,4.05,0,0,3.0,4,3,3,0,3,4,1.19
2021-08-16,0,0,4.08,1,0,3.2,6,2,2,0,0,2,1.21
2021-08-21,0,1,4.13,1,0,5.0,6,3,3,3,0,2,1.2
2021-08-27,0,1,4.11,1,0,5.0,5,2,2,0,0,8,1.2
2021-09-03,0,0,3.92,1,0,6.0,3,0,0,0,2,4,1.18
2021-09-08,0,0,3.82,1,0,6.0,5,1,1,0,0,8,1.17
2021-09-13,0,1,3.88,1,0,5.0,6,3,3,1,2,4,1.18
2021-09-19,0,0,3.87,1,0,4.2,6,2,2,0,1,7,1.19
2021-09-25,0,1,3.87,1,0,5.0,2,2,2,0,4,6,1.19
2021-09-30,1,0,3.86,1,0,5.0,6,3,2,1,3,6,1.21
