W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-04-08,0,0,10.13,2.2,3,3,1,1,5,1.5
2018-04-12,0,0,4.76,3.0,1,0,0,0,3,0.88
2018-04-20,0,1,6.14,1.2,2,2,0,4,3,1.5
2018-04-26,0,0,5.23,3.0,4,1,1,1,3,1.55
2018-05-01,0,0,3.77,4.0,4,0,0,1,4,1.47
2018-05-06,0,0,2.66,6.0,0,0,0,2,9,1.13
2018-05-12,0,0,4.26,5.0,6,6,1,3,1,1.26
2018-05-22,0,1,5.59,3.2,4,6,2,3,6,1.34
2018-05-28,0,1,5.45,5.2,5,3,1,2,7,1.33
2018-06-04,0,1,5.44,6.2,7,4,0,2,3,1.33
2018-06-09,0,0,5.32,6.0,5,3,2,0,9,1.27
2018-06-14,1,0,5.23,6.0,5,3,1,2,10,1.26
2018-06-19,1,0,4.77,7.0,2,1,1,0,9,1.14
2018-06-24,0,0,5.4,3.0,9,6,1,0,2,1.23
2018-06-27,0,0,5.32,1.0,0,0,0,0,1,1.21
2018-07-03,0,0,5.37,4.1,6,3,2,3,6,1.27
2018-07-08,0,0,5.06,6.0,4,1,1,2,5,1.25
2018-07-13,0,1,5.49,4.0,5,6,0,4,6,1.3
2018-07-20,0,1,5.68,3.2,5,4,1,2,3,1.32
2018-09-25,0,0,5.55,2.0,1,0,0,0,4,1.3
2018-09-29,0,0,5.57,1.1,3,1,0,1,3,1.33
2019-04-01,1,0,0.0,5.0,1,0,0,5,7,1.2
2019-04-07,1,0,1.64,6.0,2,2,0,2,3,0.91
2019-04-13,1,0,1.38,2.0,0,0,0,0,4,0.77
2019-04-18,0,1,2.37,6.0,6,3,2,0,9,0.84
2019-04-23,1,0,1.75,6.2,4,0,0,1,5,0.82
2019-04-28,1,0,2.56,6.0,5,4,0,1,4,0.85
2019-05-05,1,0,2.35,6.2,4,1,0,3,7,0.89
2019-05-10,1,0,2.7,5.0,5,3,2,2,5,0.95
2019-05-15,1,0,2.5,7.0,6,1,0,1,8,0.95
2019-05-21,1,0,2.6,5.0,5,2,1,1,5,0.98
2019-05-26,0,0,3.43,5.0,9,7,4,0,6,1.04
2019-06-01,0,0,3.66,3.2,6,3,1,2,8,1.11
2019-06-07,0,1,3.86,6.0,6,4,2,1,6,1.11
2019-07-03,1,0,3.67,6.0,5,1,1,0,6,1.09
2019-07-12,1,0,3.4,6.0,3,0,0,0,7,1.05
2019-07-18,1,0,3.38,6.0,4,2,2,2,5,1.05
2019-07-23,0,0,4.03,3.2,9,8,3,2,3,1.12
2019-07-28,1,0,4.08,5.1,4,3,1,1,9,1.11
2019-08-03,1,0,3.98,7.0,5,2,2,0,7,1.09
2019-08-08,1,0,4.05,5.0,8,3,2,1,3,1.12
2019-08-13,1,0,3.96,7.0,5,2,2,1,7,1.1
2019-08-20,0,1,4.15,5.1,8,5,2,2,7,1.14
2019-08-25,1,0,4.03,6.0,5,1,1,2,5,1.14
2019-08-31,0,0,4.01,5.0,4,2,1,3,5,1.15
2019-09-06,0,1,4.21,4.1,3,5,1,4,5,1.16
2019-09-12,1,0,4.09,4.0,2,0,0,0,5,1.14
2019-09-18,0,0,4.03,2.1,1,0,0,2,2,1.15
2021-04-04,0,1,9.0,3.0,4,3,2,1,2,1.67
2021-04-10,0,1,9.0,4.0,8,4,2,1,5,2.0
2021-04-22,1,0,6.23,6.0,7,2,0,1,6,1.69
2021-04-28,1,0,4.05,7.0,3,0,0,1,6,1.3
2021-05-04,0,0,4.32,5.0,4,3,2,1,6,1.24
2021-05-09,0,0,4.02,6.1,5,2,1,1,6,1.18
2021-05-15,1,0,3.62,6.0,4,1,0,2,6,1.15
2021-05-20,1,0,3.05,7.0,6,0,0,0,5,1.11
2021-05-27,0,1,3.06,5.2,3,2,2,2,5,1.08
2021-06-01,0,0,3.27,5.0,3,3,2,0,5,1.04
2021-06-06,0,0,3.12,5.2,3,1,1,2,3,1.02
2021-06-13,0,1,3.88,4.1,10,7,0,1,2,1.12
2021-06-19,0,0,4.17,4.0,7,4,2,2,6,1.19
2021-06-25,0,1,4.32,4.0,5,3,0,1,3,1.21
2021-06-30,0,0,4.5,3.0,3,3,1,3,2,1.24
2021-07-07,0,0,4.67,3.0,3,3,1,0,5,1.23
2021-07-11,0,0,4.78,2.0,3,2,0,0,2,1.23
2021-07-16,0,0,4.72,1.0,1,0,0,0,0,1.23
2021-07-20,0,0,4.71,4.0,3,2,1,3,5,1.24
2021-07-25,0,0,4.45,7.0,1,1,0,1,10,1.17
2021-07-31,0,0,4.45,4.0,2,2,0,2,5,1.16
2021-10-01,0,0,4.58,1.1,1,2,0,2,3,1.18
