W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-03-31,0,0,0.0,0,1,1.0,0,0,0,0,0,2,0.0
2018-04-02,0,0,0.0,0,1,0.1,0,0,0,0,0,0,0.0
2018-04-04,0,0,0.0,0,1,1.0,0,0,0,0,1,0,0.43
2018-04-05,0,0,2.7,0,1,1.0,1,1,1,1,0,2,0.6
2018-04-07,0,0,4.15,0,0,1.0,2,1,1,0,1,1,1.15
2018-04-11,0,0,3.38,0,1,1.0,0,0,0,0,0,2,0.94
2018-04-13,0,0,2.84,0,1,1.0,0,0,0,0,0,2,0.79
2018-04-15,0,0,2.45,0,1,1.0,0,0,0,0,1,0,0.82
2018-04-17,0,0,2.16,0,1,1.0,0,0,0,0,0,1,0.72
2018-04-21,0,0,1.93,0,1,1.0,0,0,0,0,0,0,0.64
2018-04-25,0,0,2.61,0,0,1.0,1,1,1,0,0,2,0.68
2018-04-27,0,0,2.38,0,1,1.0,1,0,0,0,1,2,0.79
2018-05-01,0,0,2.19,0,1,1.0,0,0,0,0,1,2,0.81
2018-05-04,0,0,2.7,0,1,1.0,2,1,1,0,1,2,0.98
2018-05-05,0,0,2.51,0,1,1.0,0,0,0,0,0,0,0.91
2018-05-08,0,0,2.35,0,1,1.0,1,0,0,0,0,0,0.91
2018-05-11,0,0,3.31,0,0,1.0,2,2,2,1,0,1,0.98
2018-05-12,0,0,3.12,0,0,1.0,1,0,0,0,0,2,0.98
2018-05-14,0,0,2.95,0,1,1.0,0,0,0,0,1,0,0.98
2018-05-17,0,0,2.79,0,1,1.0,0,0,0,0,2,1,1.03
2018-05-21,0,0,2.66,0,1,1.0,1,0,0,0,0,1,1.03
2018-05-25,0,0,2.53,0,1,1.0,0,0,0,0,0,2,0.98
2018-05-27,0,0,2.45,0,0,0.2,0,0,0,0,0,0,0.95
2018-05-28,0,0,2.35,0,0,1.0,0,0,0,0,2,0,1.0
2018-06-03,0,1,3.38,0,0,1.0,3,3,3,1,1,1,1.13
2018-06-05,0,0,3.33,0,1,0.1,0,0,0,0,0,1,1.11
2018-06-06,0,0,3.2,0,1,1.0,1,0,0,0,0,1,1.11
2018-06-07,0,0,3.42,0,0,1.0,1,1,1,0,0,3,1.1
2018-06-15,0,0,3.29,0,0,1.0,0,0,0,0,1,0,1.1
2018-06-17,0,1,4.55,0,0,0.1,2,4,4,0,4,0,1.3
2018-06-19,0,0,4.71,0,0,1.0,1,2,1,0,1,1,1.33
2018-06-20,0,0,4.55,0,1,1.0,1,0,0,0,0,0,1.31
2018-06-24,0,0,4.4,0,0,1.0,0,0,0,0,0,1,1.27
2018-06-28,0,0,4.26,0,1,1.0,0,0,0,0,0,1,1.23
2018-06-29,0,0,4.41,0,1,1.0,1,1,1,1,0,2,1.22
2018-07-02,0,0,4.28,0,1,1.0,1,0,0,0,0,2,1.22
2018-07-04,0,0,4.15,0,1,1.0,1,0,0,0,1,1,1.24
2018-07-07,0,0,4.04,0,0,1.0,0,0,0,0,0,0,1.21
2018-07-12,0,0,3.93,0,0,1.0,0,0,0,0,0,1,1.17
2018-07-13,0,0,3.82,0,1,1.0,0,0,0,0,0,1,1.14
2018-07-14,0,0,3.72,0,1,1.0,0,0,0,0,0,1,1.11
2018-07-21,0,0,3.63,0,1,1.0,1,0,0,0,1,2,1.13
2018-07-24,0,1,4.61,0,0,1.1,4,5,5,1,1,1,1.22
2018-07-25,1,0,4.5,0,0,1.0,0,0,0,0,1,2,1.21
2018-07-28,0,0,4.4,0,1,1.0,0,0,0,0,0,1,1.19
2018-07-29,0,0,4.3,0,1,1.0,0,0,0,0,0,1,1.16
2018-07-31,0,0,4.2,0,1,1.0,0,0,0,0,0,1,1.13
2018-08-02,0,1,4.57,0,0,0.1,3,2,2,0,0,0,1.19
2018-08-03,0,1,5.09,0,0,0.2,1,3,3,1,2,1,1.24
2018-08-06,0,0,4.98,0,1,1.0,0,0,0,0,0,2,1.21
2018-08-09,0,1,5.51,0,0,0.1,3,3,3,2,0,0,1.27
2018-08-12,1,0,5.4,0,0,1.0,0,0,0,0,1,0,1.26
2018-08-14,0,0,5.29,0,0,1.0,0,0,0,0,0,1,1.24
2018-08-16,0,0,5.19,0,1,1.0,1,0,0,0,0,2,1.23
2018-08-18,0,0,5.08,0,1,1.0,0,0,0,0,0,0,1.21
2018-08-19,0,0,4.99,0,1,1.0,1,0,0,0,0,3,1.2
2018-08-24,0,0,4.89,0,0,1.0,0,0,0,0,0,0,1.18
2018-08-28,0,0,4.8,0,1,1.0,0,0,0,0,0,3,1.16
2018-09-01,0,0,4.72,0,1,1.0,0,0,0,0,0,1,1.14
2018-09-03,0,0,4.63,0,1,1.0,0,0,0,0,0,3,1.12
2018-09-04,0,0,4.55,0,0,1.0,1,0,0,0,1,0,1.13
2018-09-08,0,0,4.63,0,1,1.0,2,1,1,0,0,2,1.15
2018-09-12,1,0,4.55,0,0,1.0,0,0,0,0,0,2,1.13
2018-09-16,0,0,4.48,0,1,1.0,0,0,0,0,0,2,1.11
2018-09-21,0,0,4.4,0,0,1.0,1,0,0,0,0,1,1.11
2018-09-22,0,0,4.33,0,0,1.0,0,0,0,0,0,0,1.09
2018-09-23,0,0,4.26,0,1,1.0,0,0,0,0,0,1,1.07
2018-09-27,0,0,4.2,0,1,1.0,1,0,0,0,0,2,1.07
2018-09-28,0,0,4.13,0,1,1.0,0,0,0,0,0,2,1.06
2019-03-31,0,0,0.0,0,0,0.1,0,0,0,0,1,0,3.0
2019-04-03,1,0,0.0,0,0,1.1,1,0,0,0,1,2,1.8
2019-04-08,0,0,0.0,0,0,1.0,0,0,0,0,1,3,1.5
2019-04-12,0,0,0.0,0,0,1.1,0,0,0,0,1,1,1.25
2019-04-15,0,0,0.0,0,1,0.1,0,0,0,0,1,1,1.38
2019-04-18,0,0,0.0,0,0,1.0,1,0,0,0,0,2,1.31
2019-04-19,0,0,0.0,0,0,1.0,1,0,0,0,0,0,1.26
2019-04-21,0,0,1.23,0,0,1.0,3,1,1,0,0,1,1.5
2019-04-22,0,0,1.08,0,1,1.0,1,0,0,0,1,0,1.56
2019-04-24,0,0,1.04,0,1,0.1,0,0,0,0,0,1,1.5
2019-04-26,0,0,1.0,0,1,0.1,0,0,0,0,0,1,1.44
2019-04-27,0,0,0.9,0,0,1.0,0,0,0,0,1,0,1.4
2019-05-02,0,0,0.84,0,0,0.2,0,0,0,0,1,2,1.41
2019-05-05,0,0,0.77,0,1,1.0,0,0,0,0,0,0,1.29
2019-05-09,0,0,2.13,0,1,1.0,3,2,2,0,0,3,1.42
2019-05-11,0,1,2.63,0,0,1.0,1,1,1,0,2,0,1.54
2019-05-14,0,0,2.45,0,1,1.0,1,0,0,0,0,1,1.5
2019-06-07,0,0,2.3,0,0,1.0,2,0,0,0,0,1,1.53
2019-06-10,0,0,2.16,0,1,1.0,1,0,0,0,0,1,1.5
2019-06-13,0,0,2.55,0,0,1.0,1,1,1,1,0,0,1.47
2019-06-14,0,0,3.44,0,0,0.2,3,2,2,0,1,1,1.64
2019-06-16,0,1,5.21,0,0,0.2,2,4,4,0,2,0,1.79
2019-06-19,0,0,5.4,0,1,1.0,2,1,1,1,0,2,1.8
2019-06-22,0,0,5.14,0,0,1.0,1,0,0,0,2,1,1.86
2019-06-24,0,0,4.91,0,1,1.0,0,0,0,0,0,0,1.77
2019-06-26,0,0,4.7,0,1,1.0,1,0,0,0,0,0,1.74
2019-06-27,0,1,6.0,0,0,1.0,3,4,4,1,1,0,1.83
2019-06-29,0,0,5.76,0,1,1.0,0,0,0,0,0,2,1.76
