W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2019-08-17,1,0,1.8,5.0,5,1,0,1,7,1.2
2019-08-25,0,0,4.66,4.2,6,4,2,2,2,1.45
2019-08-31,0,0,3.52,5.2,7,1,0,1,7,1.43
2019-09-05,0,1,6.5,2.2,8,7,1,2,2,1.78
2019-09-11,0,1,6.75,4.2,7,4,0,1,4,1.76
2019-09-17,0,0,6.51,5.0,3,3,1,4,3,1.7
2019-09-22,1,0,5.61,6.0,2,1,0,2,7,1.51
2019-09-28,0,1,5.22,6.0,6,2,1,1,5,1.46
2020-07-25,0,0,2.25,4.0,6,1,0,1,2,1.75
2020-07-31,0,0,2.35,3.2,4,1,1,4,4,1.96
2020-08-05,1,0,2.13,5.0,4,1,0,0,4,1.5
2020-08-10,0,1,2.81,3.1,4,2,0,1,3,1.5
2020-08-16,0,1,3.54,4.1,3,3,0,5,5,1.57
2020-08-21,1,0,3.29,7.0,5,2,0,0,8,1.35
2020-08-27,0,1,4.35,3.2,4,5,0,2,4,1.39
2020-09-02,0,0,4.71,5.1,7,4,1,2,5,1.43
2020-09-08,0,0,5.23,5.0,6,5,0,3,4,1.48
2020-09-13,0,0,4.96,4.0,4,1,1,1,5,1.46
2020-09-18,0,1,5.73,3.1,6,6,1,2,1,1.52
2020-09-23,1,0,5.5,5.1,7,2,0,1,1,1.52
2020-09-27,0,0,5.47,0.1,1,0,0,2,0,1.56
2021-04-03,0,1,5.06,5.1,7,3,1,3,5,1.88
2021-04-10,0,0,5.23,5.0,8,3,1,2,6,1.94
2021-04-14,0,0,4.76,1.0,0,0,0,0,1,1.76
2021-04-20,0,0,5.87,4.0,7,4,1,2,4,1.89
2021-04-25,1,0,4.03,7.0,3,0,0,3,8,1.57
2021-04-30,0,1,4.13,6.0,8,3,0,1,4,1.55
2021-05-05,0,1,5.34,3.2,3,6,0,3,5,1.56
2021-05-11,1,0,4.74,6.0,3,1,1,2,10,1.45
2021-05-17,1,0,4.09,6.0,6,0,0,1,4,1.41
2021-05-29,1,0,3.86,5.0,1,1,0,0,7,1.29
2021-07-09,0,0,3.63,3.0,1,0,0,0,4,1.23
2021-07-16,0,0,3.54,4.0,5,1,0,1,2,1.25
2021-07-21,0,0,3.54,5.0,3,2,1,3,5,1.25
2021-07-27,0,0,3.36,6.0,3,1,0,1,5,1.19
2021-08-01,1,0,3.33,6.0,7,2,1,1,3,1.21
2021-08-06,0,0,3.19,6.0,3,1,1,1,9,1.16
2021-08-12,1,0,2.96,6.0,3,0,0,2,8,1.14
2021-08-17,1,0,2.92,7.1,7,2,1,1,8,1.14
2021-08-22,0,0,2.84,6.0,5,1,0,1,7,1.13
2021-08-28,1,0,2.65,7.0,5,0,0,1,6,1.11
2021-09-02,0,0,2.56,7.0,4,1,0,1,10,1.09
2021-09-07,1,0,2.64,7.0,9,3,0,0,6,1.1
2021-09-12,1,0,2.87,6.0,7,5,1,2,5,1.12
2021-09-17,0,0,2.86,7.0,6,2,0,0,9,1.1
2021-09-23,0,0,3.04,4.0,4,4,0,2,3,1.11
2021-09-28,0,0,2.93,5.0,4,0,0,2,6,1.12
2021-10-03,1,0,3.03,7.0,6,4,0,0,8,1.11
