W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-03-29,0,0,0.0,1.0,0,0,0,0,2,0.0
2018-03-30,0,0,0.0,0.2,1,0,0,1,2,1.2
2018-04-01,0,0,7.71,0.2,2,2,0,0,1,1.71
2018-04-03,0,0,5.4,1.0,1,0,0,0,1,1.5
2018-04-05,0,0,4.15,1.0,1,0,0,0,0,1.38
2018-04-08,0,0,3.6,0.2,1,0,0,0,1,1.4
2018-04-11,0,0,3.0,1.0,0,0,0,0,0,1.17
2018-04-13,0,0,2.57,1.0,1,0,0,0,1,1.14
2018-04-14,0,0,2.35,0.2,2,0,0,0,0,1.3
2018-04-18,0,0,2.16,0.2,0,0,0,0,1,1.2
2018-04-20,0,0,2.89,1.0,1,1,1,0,1,1.18
2018-04-21,0,0,3.48,1.0,2,1,1,1,0,1.35
2018-04-24,0,0,3.18,1.0,1,0,0,0,2,1.32
2018-04-25,0,0,2.92,1.0,0,0,0,0,1,1.22
2018-04-27,0,0,2.7,1.0,0,0,0,1,0,1.2
2018-04-30,0,1,5.14,0.2,4,4,0,0,0,1.43
2018-05-20,0,0,4.8,1.0,0,0,0,0,2,1.33
2018-05-23,0,0,4.5,1.0,0,0,0,0,0,1.25
2018-05-25,0,0,4.24,1.0,1,0,0,0,2,1.24
2018-05-26,0,0,4.0,1.0,1,0,0,0,0,1.22
2018-05-29,0,0,4.34,0.2,2,1,0,0,1,1.29
2018-06-05,1,0,4.12,1.0,0,0,0,0,0,1.22
2018-06-09,0,0,3.92,1.0,1,0,0,0,0,1.21
2018-06-22,0,0,3.74,1.0,0,0,0,0,1,1.15
2018-06-25,0,0,3.57,1.0,0,0,0,0,0,1.1
2018-06-27,0,0,4.3,0.1,3,2,0,0,1,1.22
2018-06-30,0,0,4.13,1.0,1,0,0,0,1,1.21
2018-07-04,0,1,4.32,1.0,1,1,0,2,0,1.28
2018-08-03,0,0,4.15,1.0,1,0,0,0,1,1.27
2018-08-06,0,0,4.0,1.0,0,0,0,0,0,1.22
2018-08-10,0,0,4.55,0.2,3,2,0,0,1,1.3
2018-08-11,0,1,5.08,0.2,2,2,1,0,0,1.34
2018-08-14,0,0,4.91,1.0,0,0,0,0,0,1.3
2018-08-17,0,0,4.75,1.0,0,0,0,0,2,1.25
2018-08-22,0,0,4.88,1.0,2,1,0,0,1,1.28
2018-08-25,0,0,4.73,1.0,2,0,0,0,2,1.3
2018-08-26,0,0,4.59,1.0,0,0,0,0,1,1.26
2018-09-01,0,0,4.72,1.0,2,1,0,0,1,1.28
2018-09-03,0,0,4.58,1.0,0,0,0,0,1,1.25
2018-09-04,0,0,4.46,1.0,0,0,0,0,0,1.21
2018-09-08,0,1,4.82,1.0,3,2,1,0,1,1.26
2018-09-19,0,0,4.74,0.2,1,0,0,0,0,1.26
2018-09-23,0,0,4.62,1.0,2,0,0,0,1,1.28
2018-09-24,0,0,4.5,1.0,0,0,0,0,1,1.25
2018-09-26,0,1,4.65,0.2,1,1,1,0,2,1.25
2018-09-30,0,0,4.54,1.0,0,0,0,0,1,1.22
2019-03-31,0,0,18.0,1.0,3,2,1,0,2,3.0
2019-04-02,0,0,9.0,1.0,1,0,0,0,0,2.0
2019-04-07,0,0,6.0,1.0,1,0,0,1,1,2.0
2019-04-09,0,0,4.5,1.0,1,0,0,0,1,1.75
2019-04-12,0,1,5.4,1.0,1,1,1,0,2,1.6
2019-04-17,0,0,6.0,1.0,1,1,1,0,0,1.5
2019-04-20,0,0,5.14,1.0,0,0,0,0,0,1.29
2019-04-21,0,0,4.7,0.2,1,0,0,0,0,1.3
2019-04-24,0,1,5.4,0.2,2,1,0,0,0,1.44
2019-04-26,0,0,4.35,2.0,0,0,0,1,2,1.26
2019-04-30,0,0,3.97,1.0,1,0,0,1,2,1.32
2019-05-03,0,0,3.65,1.0,2,0,0,0,3,1.38
2019-05-04,0,0,3.38,1.0,1,0,0,0,1,1.35
2019-05-08,0,0,3.14,1.0,0,0,0,0,1,1.26
2019-05-12,0,0,2.93,1.0,1,0,0,0,2,1.24
2019-05-15,0,0,2.76,1.0,0,0,0,0,1,1.16
2019-05-17,0,0,3.12,1.0,1,1,1,0,0,1.15
2019-05-19,0,0,3.44,1.0,1,1,1,0,1,1.15
2019-05-20,0,0,4.66,1.0,3,3,1,0,0,1.24
2019-05-24,0,0,4.43,1.0,1,0,0,0,0,1.23
2019-05-31,0,0,4.22,1.0,1,0,0,0,0,1.22
2019-06-01,0,0,4.03,1.0,2,0,0,0,1,1.25
2019-06-05,0,0,3.86,1.0,0,0,0,0,2,1.2
2019-06-06,0,0,3.7,1.0,0,0,0,0,3,1.15
2019-06-10,0,0,3.55,1.0,0,0,0,0,2,1.11
2019-06-11,0,0,3.76,1.0,1,1,1,0,1,1.1
2019-06-15,0,0,3.67,0.2,0,0,0,0,0,1.07
2019-06-16,0,0,3.54,1.0,0,0,0,0,1,1.04
2019-06-21,0,0,3.41,1.0,2,0,0,0,2,1.07
2019-06-22,0,0,3.3,1.0,1,0,0,0,1,1.07
2019-06-27,0,0,3.48,1.0,1,1,0,0,0,1.06
2019-07-03,0,0,3.45,0.1,1,0,0,0,1,1.09
2019-07-04,0,0,3.34,1.0,0,0,0,0,1,1.05
2019-07-07,0,0,3.15,2.0,0,0,0,0,3,0.99
2019-07-11,0,0,3.06,1.0,0,0,0,0,1,0.96
2019-07-13,0,0,2.97,1.0,1,0,0,0,2,0.96
2019-07-21,0,0,3.16,0.2,2,1,1,0,1,1.0
2019-07-26,0,0,3.08,1.0,1,0,0,1,2,1.03
2019-08-02,0,0,3.0,1.0,0,0,0,0,1,1.0
2019-08-05,0,1,3.4,0.2,2,2,1,0,0,1.03
2019-08-07,0,0,3.32,1.0,1,0,0,0,2,1.03
2019-08-09,0,0,3.92,0.2,2,3,0,1,1,1.09
2019-08-11,0,0,3.83,1.0,1,0,0,0,2,1.09
2019-08-14,1,0,4.01,0.1,2,1,0,0,0,1.13
2019-08-16,0,0,3.92,1.0,0,0,0,0,2,1.1
2019-08-18,0,0,3.83,1.0,0,0,0,0,1,1.07
2019-08-20,0,0,3.74,1.0,0,0,0,0,1,1.05
2019-08-23,0,0,3.66,1.0,1,0,0,0,1,1.05
2019-08-24,0,0,3.59,1.0,1,0,0,0,0,1.05
2019-08-26,0,0,3.7,1.0,2,1,0,0,0,1.07
2019-08-28,0,0,3.62,1.0,0,0,0,0,3,1.05
2019-08-31,0,0,3.75,0.2,3,1,0,0,0,1.09
2019-09-06,0,0,3.68,1.0,0,0,0,0,1,1.07
2019-09-11,0,0,3.61,1.0,0,0,0,0,3,1.05
2019-09-13,0,0,3.54,1.0,0,0,0,0,0,1.03
2019-09-19,0,0,3.48,1.0,2,0,0,0,1,1.05
2019-09-24,0,0,3.42,1.0,0,0,0,0,2,1.03
2019-09-28,0,0,3.4,0.1,0,0,0,0,1,1.02
2020-07-24,0,1,9.0,1.0,1,1,1,0,1,1.0
2020-07-29,0,0,4.5,1.0,0,0,0,0,1,0.5
2020-07-31,0,0,3.0,1.0,1,0,0,1,1,1.0
2020-08-05,0,0,2.25,1.0,0,0,0,0,0,0.75
2020-08-21,0,0,1.8,1.0,0,0,0,0,0,0.6
2020-08-23,0,0,1.5,1.0,1,0,0,0,1,0.67
2020-08-28,0,0,1.29,1.0,0,0,0,0,2,0.57
2020-08-30,0,0,1.13,1.0,0,0,0,0,1,0.5
2020-08-31,0,0,1.0,1.0,0,0,0,0,1,0.44
2020-09-02,0,0,0.9,1.0,0,0,0,0,1,0.4
2020-09-06,0,0,0.82,1.0,1,0,0,0,3,0.45
2020-09-10,1,0,0.75,1.0,0,0,0,0,2,0.42
2020-09-11,0,0,0.69,1.0,0,0,0,0,2,0.38
2020-09-13,0,0,0.64,1.0,0,0,0,0,1,0.36
2020-09-15,0,0,0.6,1.0,1,0,0,0,0,0.4
2020-09-20,0,0,0.56,1.0,0,0,0,1,0,0.44
2020-09-21,0,0,0.53,1.0,1,0,0,0,2,0.47
2020-09-25,0,0,1.0,1.0,2,1,0,1,1,0.61
2020-09-27,0,0,1.0,0.0,0,0,0,0,0,0.61
2021-04-01,0,0,0.0,1.0,1,0,0,0,1,1.0
2021-04-04,0,1,5.4,0.2,3,1,0,1,0,3.0
2021-05-13,0,0,3.38,1.0,0,0,0,0,1,1.88
2021-05-15,0,0,2.45,1.0,0,0,0,0,0,1.36
2021-05-19,0,0,1.93,1.0,0,0,0,0,1,1.07
2021-05-20,0,0,1.59,1.0,1,0,0,0,0,1.06
2021-05-23,0,0,1.35,1.0,0,0,0,0,1,0.9
2021-05-31,0,0,1.17,1.0,0,0,0,0,1,0.78
2021-06-02,0,0,2.08,1.0,1,1,0,0,1,0.81
2021-06-05,0,0,1.86,1.0,0,0,0,0,0,0.72
2021-06-06,0,0,1.69,1.0,0,0,0,0,0,0.66
2021-06-09,0,0,1.54,1.0,0,0,0,0,1,0.6
2021-06-10,0,1,3.09,0.0,3,2,0,0,0,0.86
2021-06-13,0,0,2.84,1.0,0,0,0,0,1,0.79
2021-06-15,0,1,4.61,1.0,3,3,1,0,0,0.95
2021-06-23,0,0,4.3,1.0,2,0,0,0,1,1.02
2021-06-24,0,0,4.6,1.0,2,1,0,1,0,1.15
2021-06-27,0,0,4.32,1.0,0,0,0,0,1,1.08
2021-07-01,0,0,4.08,1.0,1,0,0,1,0,1.13
2021-07-02,0,0,3.86,1.0,0,0,0,1,1,1.13
2021-07-04,0,0,3.66,1.0,2,0,0,0,1,1.17
2021-07-06,0,0,3.48,1.0,1,0,0,0,1,1.16
2021-07-10,0,0,3.32,1.0,0,0,0,0,1,1.11
2021-07-16,0,0,3.97,1.0,4,2,0,0,0,1.24
2021-07-20,0,0,3.8,1.0,1,0,0,0,0,1.23
2021-07-22,0,0,3.75,0.1,0,0,0,0,1,1.21
2021-07-25,0,0,3.96,1.0,1,1,1,0,2,1.2
2021-07-28,0,0,3.81,1.0,1,0,0,0,0,1.19
2021-08-01,0,0,3.67,1.0,0,0,0,0,1,1.15
2021-08-04,1,0,3.86,1.0,1,1,0,0,0,1.14
2021-08-06,0,0,3.72,1.0,1,0,0,0,2,1.14
2021-08-08,0,0,3.9,1.0,2,1,0,0,1,1.17
2021-08-11,0,0,3.82,0.2,1,0,0,1,1,1.21
2021-08-14,0,0,3.69,1.0,1,0,0,0,0,1.2
2021-08-17,1,0,3.58,1.0,0,0,0,0,1,1.16
2021-08-22,0,0,3.51,0.2,2,0,0,0,0,1.2
2021-08-24,0,0,3.67,1.0,1,1,1,0,1,1.19
2021-08-28,0,0,4.08,1.0,4,2,0,0,1,1.27
2021-08-30,0,0,3.96,1.0,0,0,0,0,1,1.24
2021-09-01,0,1,4.17,0.1,2,1,0,1,1,1.31
2021-09-17,0,0,4.06,1.0,1,0,0,0,1,1.3
2021-09-20,0,0,3.96,1.0,0,0,0,0,1,1.27
2021-09-22,0,0,4.12,0.2,3,1,1,0,1,1.32
2021-09-25,0,0,4.24,1.0,2,1,0,0,1,1.34
2021-10-01,0,0,4.14,1.0,0,0,0,0,1,1.31
2021-10-03,0,0,3.95,2.0,1,0,0,0,1,1.27
