W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-04-23,0,0,0.0,1,0,5.0,4,0,0,0,3,5,1.4
2018-04-28,1,0,1.8,1,0,5.0,6,2,2,0,1,6,1.4
2018-05-04,1,0,1.13,1,0,6.0,0,0,0,0,3,8,1.06
2018-05-10,0,1,1.64,1,0,6.0,5,2,2,0,0,8,1.0
2018-05-16,0,0,2.67,1,0,5.0,7,5,4,1,2,7,1.15
2018-05-21,0,0,2.38,1,0,7.0,2,1,1,1,0,6,0.97
2018-05-27,1,0,2.2,1,0,7.0,4,1,1,0,0,8,0.9
2018-06-02,0,0,2.74,1,0,5.0,8,4,4,0,2,2,1.02
2018-06-08,1,0,2.63,1,0,5.1,2,1,1,0,0,4,0.95
2018-06-28,0,1,3.44,0,0,1.0,5,5,5,1,1,0,1.05
2018-07-13,0,0,3.45,1,0,5.0,6,2,2,2,1,5,1.08
2018-07-25,0,1,3.92,1,0,4.2,5,5,5,2,1,5,1.1
2018-07-31,0,1,3.65,1,0,7.0,5,1,1,0,0,7,1.06
2018-08-05,1,0,3.63,1,0,5.1,4,2,2,2,2,8,1.06
2018-08-11,0,0,3.32,1,0,7.0,4,0,0,0,3,6,1.06
2018-08-17,1,0,3.19,1,0,6.0,3,1,1,1,2,8,1.04
2018-08-22,0,0,2.96,1,0,7.0,3,0,0,0,2,9,1.02
2018-08-28,0,0,3.02,1,0,4.0,4,2,2,0,2,4,1.04
2018-09-02,0,0,2.92,1,0,6.1,2,1,1,0,3,9,1.02
2018-09-08,0,1,3.09,1,0,6.0,6,4,4,2,1,7,1.03
2018-09-14,1,0,2.88,1,0,8.0,2,0,0,0,2,9,0.99
2018-09-19,0,0,2.74,1,0,6.0,3,2,0,0,1,12,0.98
2018-09-25,0,0,2.76,1,0,6.0,4,2,2,0,2,5,0.98
2018-10-01,1,0,2.62,1,0,6.2,1,0,0,0,3,3,0.96
2019-03-31,0,0,15.0,1,0,3.0,5,5,5,0,1,0,2.0
2019-04-06,1,0,6.75,1,0,5.0,3,1,1,1,2,4,1.38
2019-04-11,0,0,8.25,1,0,4.0,5,5,5,0,2,5,1.5
2019-04-17,1,0,5.4,1,0,6.1,3,1,0,0,1,8,1.2
2019-04-24,0,0,5.25,1,0,5.2,4,3,3,1,2,1,1.17
2019-04-30,1,0,5.22,1,0,5.1,6,3,3,0,1,6,1.19
2019-05-06,1,0,4.95,1,0,7.0,5,3,3,2,0,8,1.1
2019-05-11,0,0,4.15,1,0,7.0,4,0,0,0,1,7,1.04
2019-05-18,0,1,3.83,1,0,6.0,7,4,1,1,0,7,1.05
2019-05-24,1,0,3.58,1,0,6.0,5,1,1,0,1,6,1.05
2019-05-29,0,0,4.03,1,0,5.0,7,5,5,2,1,6,1.09
2019-06-03,1,0,3.69,1,0,8.0,2,1,1,1,0,11,1.0
2019-06-09,1,0,3.35,1,0,7.0,5,0,0,0,1,9,0.98
2019-06-15,0,0,3.06,1,0,7.0,3,0,0,0,0,6,0.94
2019-06-21,1,0,2.96,1,0,9.0,3,2,2,2,0,16,0.88
2019-06-27,0,0,3.43,1,0,5.2,13,7,7,0,1,4,0.97
2019-07-03,0,0,3.46,1,0,7.0,9,3,3,1,0,9,0.99
2019-07-16,0,0,3.44,1,0,6.0,4,6,2,3,3,7,1.0
2019-07-21,1,0,3.23,1,0,7.0,5,0,0,0,0,11,0.98
2019-07-28,0,1,3.38,1,0,5.1,8,7,4,1,3,6,1.03
2019-08-03,1,0,3.22,1,0,9.0,5,1,1,1,0,15,1.0
2019-08-09,0,0,3.08,1,0,6.0,4,0,0,0,3,8,1.0
2019-08-15,0,1,3.31,1,0,4.0,5,5,5,0,3,6,1.03
2019-08-21,0,0,3.16,1,0,7.0,5,0,0,0,0,8,1.02
2019-08-27,1,0,3.03,1,0,6.0,4,0,0,0,2,11,1.02
2019-09-02,1,0,3.28,1,0,5.0,8,6,6,2,0,5,1.04
2019-09-10,1,0,3.14,1,0,7.0,4,0,0,0,0,11,1.02
2019-09-15,0,0,3.15,1,0,5.0,2,2,2,0,2,1,1.01
2019-09-21,0,1,3.25,1,0,6.0,5,4,4,2,3,5,1.02
2019-09-27,1,0,3.26,1,0,5.0,5,2,2,0,4,8,1.04
2020-07-28,0,0,4.91,1,0,3.2,3,2,2,1,1,3,1.09
2020-08-03,0,0,5.19,1,0,5.0,3,3,3,3,3,3,1.15
2020-08-09,0,0,4.4,1,0,5.2,1,2,2,0,4,6,1.05
