W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-03-30,0,0,9.0,1.0,2,1,0,0,0,2.0
2018-03-31,0,0,6.0,2.0,2,1,0,0,1,1.33
2018-04-03,0,0,3.86,1.2,1,0,0,0,0,1.07
2018-04-05,0,0,3.38,0.2,1,0,0,0,0,1.13
2018-04-06,0,0,3.0,0.2,1,0,0,1,0,1.33
2018-04-07,0,0,2.7,0.2,0,0,0,0,1,1.2
2018-04-11,0,0,3.52,1.0,2,1,1,0,0,1.3
2018-04-14,0,0,5.0,1.1,2,2,2,0,0,1.33
2018-04-18,0,0,5.4,1.0,3,1,0,0,2,1.5
2018-04-20,0,0,5.73,1.0,2,1,1,0,0,1.55
2018-04-25,0,0,5.68,1.2,2,1,0,1,3,1.58
2018-04-28,0,0,5.93,1.0,2,1,0,2,0,1.76
2018-05-19,1,0,5.17,2.0,1,0,0,1,1,1.66
2018-05-25,0,0,4.5,2.1,1,0,0,2,2,1.61
2018-05-29,0,0,4.05,2.0,0,0,0,0,4,1.45
2018-06-01,0,0,3.86,1.0,1,0,0,0,2,1.43
2018-06-02,0,0,3.8,0.1,0,0,0,0,1,1.41
2018-06-05,0,0,3.68,0.2,0,0,0,1,1,1.41
2018-06-08,0,0,3.68,0.0,1,0,0,1,0,1.5
2018-06-13,0,0,4.01,2.2,2,2,2,0,5,1.42
2018-06-15,0,0,3.86,1.0,0,0,0,1,0,1.4
2018-06-17,0,0,3.71,1.0,1,0,0,0,2,1.39
2018-06-19,0,0,3.58,1.0,1,0,0,0,3,1.37
2018-06-22,0,0,3.45,1.0,0,0,0,0,1,1.33
2018-06-23,0,0,3.23,2.0,2,0,0,0,3,1.3
2018-06-26,0,0,3.03,2.0,0,0,0,1,0,1.26
2018-06-28,0,0,2.94,1.0,0,0,0,0,1,1.22
2018-06-30,0,0,2.86,1.0,0,0,0,1,2,1.21
2018-07-03,1,0,2.75,1.1,1,0,0,0,1,1.19
