W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-09-03,0,0,0.0,0,0,1.0,0,0,0,0,0,0,0.0
2018-09-07,0,0,0.0,0,0,1.0,0,0,0,0,0,3,0.0
2018-09-11,0,0,0.0,0,0,1.0,0,0,0,0,0,1,0.0
2018-09-16,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0.33
2018-09-19,0,0,0.0,0,0,0.1,0,0,0,0,0,0,0.3
2018-09-21,0,0,0.0,0,0,0.1,0,0,0,0,0,0,0.27
2018-09-23,0,0,0.0,0,0,0.1,0,0,0,0,0,0,0.25
2018-09-25,0,0,0.0,0,0,1.0,1,0,0,0,0,1,0.4
2018-09-29,0,0,0.0,0,0,0.1,1,0,0,0,0,0,0.56
2018-09-30,0,0,1.23,0,0,2.0,1,1,1,1,0,3,0.55
2021-04-11,0,0,0.0,0,0,1.2,1,0,0,0,0,1,0.6
2021-06-30,0,0,0.0,0,0,1.2,0,0,0,0,0,1,0.3
2021-07-05,0,0,0.0,0,0,1.1,1,0,0,0,0,1,0.43
2021-07-06,0,0,0.0,0,0,1.0,0,0,0,0,0,0,0.35
2021-07-09,0,0,1.35,0,0,1.0,2,1,1,0,1,1,0.75
2021-07-16,0,0,1.04,0,0,2.0,1,0,0,0,0,2,0.69
2021-07-18,0,0,0.93,0,0,1.0,0,0,0,0,0,1,0.62
2021-07-20,0,0,1.69,0,0,1.0,2,1,1,1,0,1,0.75
2021-07-22,0,0,1.64,0,0,0.1,0,0,0,0,0,0,0.73
2021-07-23,0,0,1.54,0,0,0.2,0,0,0,0,0,1,0.69
2021-07-25,0,0,1.42,0,0,1.0,0,0,0,0,0,2,0.63
2021-07-28,0,1,2.08,0,0,0.1,0,1,1,0,4,0,0.92
2021-07-31,0,0,2.4,0,0,2.0,1,1,1,1,0,2,0.87
2021-08-04,0,0,2.35,0,0,0.1,1,0,0,0,1,0,0.98
2021-08-06,0,0,2.55,0,0,2.1,2,1,1,1,2,5,1.08
2021-08-09,0,0,2.41,0,0,1.0,0,0,0,0,0,0,1.02
2021-08-10,0,0,2.33,0,0,0.2,0,0,0,0,0,1,0.98
2021-08-16,0,0,2.21,0,0,1.0,1,0,0,0,0,2,0.98
2021-08-18,0,0,2.11,0,0,1.0,0,0,0,0,0,2,0.94
2021-08-20,0,0,2.08,0,0,0.1,0,0,0,0,0,1,0.92
2021-08-26,0,0,1.99,0,0,1.0,1,0,0,0,0,2,0.93
2021-09-03,1,0,1.96,0,0,0.1,0,0,0,0,0,0,0.91
2021-09-04,0,0,1.88,0,0,1.0,0,0,0,0,1,0,0.92
2021-09-05,0,0,1.85,0,0,0.1,0,0,0,0,0,0,0.9
2021-09-10,0,0,2.13,0,0,1.0,2,1,1,0,2,1,1.03
2021-09-14,0,0,2.05,0,0,1.0,2,0,0,0,1,1,1.1
2021-09-15,0,0,2.33,0,0,0.2,2,1,1,0,0,1,1.15
2021-09-17,0,0,2.22,0,0,1.1,0,0,0,0,1,2,1.13
2021-09-19,1,0,2.15,0,0,1.0,0,1,0,0,0,0,1.09
2021-09-22,0,0,2.01,0,0,2.0,0,0,0,0,0,1,1.02
2021-09-26,0,0,1.93,0,0,1.1,0,0,0,0,0,3,0.98
2021-09-28,0,0,2.41,0,0,1.0,1,2,2,1,1,2,1.01
2021-09-29,1,0,2.34,0,0,1.0,1,0,0,0,0,0,1.01
2021-10-03,0,0,2.75,0,0,1.1,1,2,2,1,1,3,1.03
