W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2019-05-27,0,1,13.5,1,0,4.0,7,6,6,1,2,7,2.25
2019-06-12,0,0,15.43,1,0,3.0,10,6,6,0,2,2,3.0
2019-06-18,0,0,10.5,1,0,5.0,4,4,2,0,2,6,2.25
2019-08-12,1,0,7.94,1,0,5.0,5,2,1,0,2,4,2.0
2019-08-18,0,1,8.86,1,0,4.1,7,6,6,2,2,5,2.02
2019-08-23,0,0,7.24,1,0,6.0,6,1,1,1,1,9,1.83
2019-08-28,0,1,8.62,1,0,4.0,11,8,8,1,1,8,1.98
2019-09-03,0,0,8.18,1,0,1.2,0,0,0,0,0,3,1.88
2019-09-10,0,1,8.29,1,0,5.0,9,5,5,1,0,7,1.87
2019-09-17,0,1,7.74,1,0,5.0,6,2,2,0,2,7,1.84
2019-09-24,0,0,7.13,1,0,5.0,7,1,1,0,2,7,1.83
2020-07-26,1,0,1.8,1,0,5.0,2,1,1,0,3,2,1.0
2020-08-01,0,1,3.52,1,0,2.2,5,2,2,2,1,1,1.43
2020-09-14,0,0,5.06,1,0,3.0,2,3,3,2,4,4,1.59
2020-09-19,0,0,3.24,1,0,6.0,0,0,0,0,2,6,1.14
2020-09-25,0,0,2.91,1,0,5.0,0,1,1,0,8,3,1.25
2021-04-04,0,1,9.0,1,0,3.0,2,3,3,1,4,4,2.0
2021-04-10,1,0,4.5,1,0,5.0,5,1,1,0,1,7,1.5
2021-04-15,0,1,8.74,1,0,3.1,9,7,7,1,3,1,2.12
2021-04-22,0,0,7.16,1,0,5.0,5,2,2,1,0,5,1.78
2021-04-28,0,1,8.2,1,0,2.1,3,4,4,0,5,2,1.98
2021-05-04,1,0,6.29,1,0,5.2,2,0,0,0,2,5,1.68
2021-05-10,0,1,7.81,1,0,3.1,7,7,7,1,2,2,1.81
2021-05-16,0,1,7.16,1,0,5.0,6,2,2,0,3,8,1.81
2021-05-22,0,1,7.41,1,0,5.0,8,5,5,2,1,6,1.81
2021-05-29,1,0,6.54,1,0,5.0,2,0,0,0,2,6,1.69
2021-06-04,0,0,6.65,1,0,2.0,2,2,2,0,3,2,1.72
2021-06-10,0,1,7.04,1,0,2.2,5,4,4,1,3,3,1.8
2021-08-01,0,1,7.05,1,0,5.0,8,4,4,0,0,2,1.78
2021-08-07,0,1,7.06,1,0,5.0,7,4,4,1,4,4,1.81
2021-08-14,0,1,6.86,1,0,4.1,9,2,2,0,1,3,1.85
2021-08-20,1,0,6.35,1,0,5.0,6,0,0,0,1,6,1.82
2021-08-26,0,0,6.75,1,0,5.1,6,7,7,2,3,2,1.81
2021-09-02,0,0,6.23,1,0,6.0,6,0,0,0,0,8,1.74
2021-09-08,0,1,6.29,1,0,5.0,10,4,4,0,1,6,1.77
2021-09-15,0,0,6.14,1,0,5.0,4,2,2,0,2,3,1.74
2021-09-21,1,0,5.96,1,0,5.2,7,2,2,0,4,2,1.75
2021-09-28,0,0,6.27,1,0,4.0,9,6,6,0,3,2,1.8
2021-10-03,0,0,6.17,1,0,3.0,3,1,1,0,1,3,1.79
