W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2020-08-04,0,0,7.71,0,0,2.1,5,2,2,0,2,3,3.0
2020-08-07,0,0,5.4,0,0,1.0,1,0,0,0,0,0,2.4
2020-08-12,0,0,4.91,0,0,0.1,0,0,0,0,0,1,2.18
2020-08-18,0,0,3.86,0,0,1.0,0,0,0,0,0,0,1.71
2020-08-19,0,0,3.0,0,0,1.1,0,0,0,0,1,1,1.5
2020-08-21,0,0,2.7,0,0,0.2,0,0,0,0,0,1,1.35
2020-08-24,0,0,2.35,0,0,1.0,2,0,0,0,0,3,1.43
2020-08-30,0,0,1.86,0,0,2.0,0,0,0,0,0,4,1.14
2020-09-01,1,0,1.69,0,0,1.0,1,0,0,0,0,2,1.13
2020-09-04,0,0,1.38,0,0,2.1,3,0,0,0,1,2,1.23
2020-09-08,0,0,1.35,0,0,0.1,0,0,0,0,1,0,1.28
2020-09-13,1,0,1.93,0,0,0.2,0,1,1,0,2,1,1.36
2020-09-17,0,0,1.8,0,0,1.0,0,0,0,0,0,1,1.27
2020-09-18,0,0,1.69,0,0,1.0,0,0,0,0,2,1,1.31
2020-09-23,0,0,2.7,0,0,0.2,2,2,2,0,0,1,1.38
2020-09-25,0,0,2.41,0,0,2.0,0,0,0,0,0,0,1.23
2020-09-27,0,1,2.25,0,0,1.1,0,1,0,0,0,1,1.15
2021-04-06,0,0,0.0,0,0,2.0,1,0,0,0,0,5,0.5
2021-04-08,0,0,0.0,0,0,1.1,1,0,0,0,0,2,0.6
2021-04-11,0,0,0.0,0,0,1.0,1,0,0,0,0,2,0.69
2021-04-14,0,0,1.35,0,0,2.1,3,1,1,1,0,5,0.9
2021-04-16,0,0,5.14,0,0,0.1,3,3,3,2,1,1,1.43
2021-04-25,0,0,4.5,0,0,1.0,2,0,0,0,0,2,1.5
2021-04-27,0,0,4.0,0,0,1.0,1,0,0,0,0,2,1.44
2021-05-02,0,0,3.6,0,0,1.0,1,0,0,0,0,2,1.4
2021-05-03,0,0,3.38,0,0,0.2,1,0,0,0,1,0,1.5
2021-05-06,0,0,3.27,0,0,0.1,0,0,0,0,0,0,1.45
2021-05-07,0,0,3.0,0,0,1.0,0,0,0,0,0,1,1.33
2021-05-11,0,0,5.4,0,0,1.1,3,4,4,0,1,2,1.5
2021-05-14,0,0,5.02,0,0,1.0,1,0,0,0,1,1,1.53
2021-05-16,0,0,5.28,0,0,1.0,2,1,1,0,2,1,1.7
2021-05-19,0,0,4.96,0,0,1.0,0,0,0,0,0,2,1.59
2021-05-23,0,0,4.67,0,0,1.0,1,0,0,0,1,0,1.62
