W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-05-31,0,0,6.35,1,0,5.2,8,4,4,2,1,6,1.59
2018-06-17,1,0,3.97,1,0,5.2,10,1,1,0,1,7,1.76
2018-06-22,1,0,2.45,1,0,7.0,4,0,0,0,1,9,1.36
2018-06-27,1,0,2.22,1,0,6.0,6,1,1,0,1,5,1.32
2018-07-03,1,0,2.97,1,0,6.0,9,4,4,1,1,2,1.38
2018-07-08,0,1,3.47,1,0,6.0,8,4,4,1,1,7,1.4
2018-07-13,1,0,3.53,1,0,7.0,5,4,3,0,2,6,1.34
2018-07-24,0,1,4.8,1,0,1.2,7,7,7,2,0,2,1.44
2018-07-30,0,0,4.91,1,0,6.1,7,4,4,0,2,7,1.44
2018-08-05,1,0,4.74,1,0,5.2,7,2,2,0,1,7,1.44
2018-08-10,0,0,4.24,1,0,6.2,3,0,0,0,2,8,1.37
2018-08-15,0,0,4.37,1,0,4.1,7,3,3,1,2,5,1.41
2018-08-21,1,0,4.36,1,0,6.1,5,3,3,0,0,5,1.36
2018-08-26,1,0,4.52,1,0,5.1,6,4,4,3,0,7,1.34
2018-09-01,0,1,4.66,1,0,5.1,9,4,4,0,0,4,1.36
2018-09-06,1,0,4.63,1,0,6.1,7,4,3,0,1,6,1.36
2018-09-11,1,0,4.32,1,0,6.2,3,0,0,0,3,11,1.33
2018-09-16,0,1,4.5,1,0,6.0,9,5,5,1,0,4,1.34
2018-09-21,0,1,4.8,0,0,4.2,8,6,6,2,2,1,1.37
2018-09-26,1,0,4.55,1,0,6.0,2,0,0,0,2,9,1.33
2019-03-31,0,0,4.5,0,0,2.0,2,1,1,0,0,2,1.0
2019-04-05,0,0,3.38,1,0,6.0,2,2,2,1,2,9,0.75
2019-04-11,1,0,1.8,1,0,7.0,3,0,0,0,1,6,0.67
2019-04-16,1,0,1.71,1,0,6.0,4,1,1,0,3,5,0.81
2019-04-21,0,1,3.47,1,0,2.1,6,7,5,2,1,3,1.03
2019-04-27,0,0,3.68,1,0,6.0,3,3,3,1,4,9,1.06
2019-05-03,0,0,3.16,1,0,7.2,6,1,1,1,1,8,1.03
2019-05-08,0,0,3.32,1,0,6.1,8,3,3,1,1,6,1.08
2019-05-13,0,1,3.81,1,0,6.1,7,5,5,4,0,6,1.09
2019-05-19,1,0,3.22,1,0,9.0,5,0,0,0,0,15,1.01
2019-05-24,0,0,3.11,1,0,5.0,4,1,1,0,4,10,1.05
2019-05-29,1,0,3.67,1,0,5.0,8,6,6,3,0,6,1.09
2019-06-04,1,0,3.57,1,0,7.0,5,2,2,2,1,7,1.07
