W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-04-08,0,0,0.0,2.0,1,0,0,0,3,0.5
2018-05-26,0,0,0.0,2.0,2,0,0,0,3,0.75
2018-06-17,0,0,1.8,1.0,2,1,0,0,0,1.0
2018-06-23,0,0,1.29,2.0,0,0,0,1,0,0.86
2018-06-27,0,0,1.0,2.0,0,0,0,1,0,0.78
2018-07-12,0,0,4.09,2.0,5,4,0,3,1,1.36
2018-08-10,0,0,3.29,2.2,3,0,0,2,1,1.46
2019-04-22,0,1,11.25,4.0,9,5,2,1,3,2.5
2019-05-04,0,0,8.44,1.1,0,0,0,1,0,2.06
2019-05-07,0,0,6.14,2.0,2,0,0,1,4,1.91
2019-05-10,0,0,5.4,1.0,2,0,0,0,0,1.92
2019-05-12,0,0,6.1,2.0,2,2,1,1,2,1.84
2019-05-16,0,0,5.11,2.0,0,0,0,0,1,1.54
2019-05-21,0,0,4.4,2.0,1,0,0,0,4,1.4
2019-05-25,0,0,3.86,2.0,1,0,0,2,1,1.41
2019-05-28,0,0,3.63,1.0,1,0,0,0,1,1.38
2019-06-01,1,0,3.26,2.0,2,0,0,2,2,1.45
2019-06-05,0,0,2.82,3.0,1,0,0,1,7,1.34
2019-06-09,0,0,2.7,1.0,0,0,0,1,2,1.33
2019-06-12,1,0,2.49,2.0,1,0,0,1,3,1.3
2019-06-15,0,0,2.63,2.0,3,1,0,1,1,1.35
2019-06-19,0,0,2.35,3.1,1,0,0,0,4,1.24
2019-06-22,0,0,2.27,1.0,0,0,0,0,1,1.2
2019-06-26,0,1,2.94,2.0,4,3,0,3,4,1.34
2019-07-01,0,0,3.26,5.0,6,3,2,1,2,1.34
2019-07-06,0,1,4.01,4.0,7,5,1,3,5,1.45
2019-07-15,0,1,4.25,6.0,8,4,1,1,3,1.46
2019-07-20,1,0,4.14,1.1,1,0,0,0,3,1.44
2019-07-22,0,0,4.33,2.0,2,2,1,1,0,1.44
2019-07-26,1,0,4.19,1.2,0,0,0,0,1,1.4
2019-07-30,0,0,3.99,5.0,3,1,0,1,6,1.35
2019-08-04,0,1,4.24,5.0,9,4,2,1,5,1.4
2019-08-10,1,0,4.0,6.0,3,1,1,1,10,1.33
2019-08-16,0,0,3.76,7.0,2,1,0,2,4,1.27
2019-08-21,1,0,3.62,5.1,6,1,0,2,6,1.28
2019-08-27,0,0,3.52,5.0,4,1,1,2,2,1.28
2019-09-02,0,0,3.45,4.1,5,1,0,2,6,1.29
2019-09-08,0,0,3.59,4.0,4,3,0,1,6,1.29
2019-09-13,0,1,3.84,3.0,4,4,1,3,5,1.32
2019-09-18,0,1,3.83,5.0,3,2,1,0,5,1.29
2019-09-24,0,0,3.86,4.0,3,2,0,0,3,1.27
2019-09-29,0,0,3.72,4.0,1,0,0,1,5,1.24
2020-07-27,0,0,1.8,5.0,1,1,1,3,4,0.8
2020-08-05,1,0,0.75,7.0,5,0,0,2,5,0.92
2020-08-10,0,1,2.65,5.0,6,4,1,1,4,1.06
2020-08-15,0,0,3.27,5.0,5,3,1,3,5,1.18
2020-08-21,0,1,3.72,7.0,9,4,1,1,3,1.24
2020-08-27,0,1,4.36,4.0,9,4,2,1,3,1.39
2020-09-02,0,0,4.97,5.0,9,5,0,1,2,1.47
2020-09-08,0,1,5.48,4.2,4,5,0,2,6,1.45
2020-09-13,0,1,5.4,4.0,4,2,0,4,5,1.5
2020-09-18,0,0,5.33,4.0,5,2,0,2,2,1.52
2020-09-23,0,1,5.4,4.1,5,3,2,1,5,1.51
2020-09-27,0,0,5.3,1.0,1,0,0,0,0,1.5
2021-04-04,0,1,3.6,5.0,4,2,1,2,4,1.2
2021-04-10,1,0,1.8,5.0,6,0,0,4,3,1.6
2021-04-16,0,1,3.14,4.1,5,3,1,1,3,1.53
2021-04-21,0,0,3.32,4.2,5,2,0,2,2,1.53
2021-04-27,1,0,3.65,5.2,5,3,1,1,7,1.42
2021-05-03,0,1,3.52,6.0,4,2,1,1,2,1.3
2021-05-08,1,0,3.44,6.0,5,2,1,0,10,1.23
2021-05-14,0,1,3.63,3.0,2,2,0,5,3,1.31
2021-05-21,0,1,4.53,4.0,5,6,3,4,4,1.4
2021-05-27,0,0,4.07,5.0,1,0,0,1,4,1.29
2021-06-01,0,0,3.86,5.0,5,1,1,2,6,1.3
2021-06-08,1,0,3.66,5.1,5,1,0,3,4,1.32
2021-06-13,0,0,3.62,5.2,7,2,1,0,2,1.31
2021-06-19,0,0,3.95,6.0,9,5,0,2,2,1.36
2021-06-26,0,0,4.16,5.0,5,4,1,4,4,1.39
2021-07-02,1,0,3.94,6.2,4,1,0,2,5,1.35
2021-07-08,0,0,3.74,4.1,5,0,0,4,6,1.38
2021-07-16,0,0,3.97,4.0,4,4,0,3,1,1.4
2021-07-23,1,0,3.88,2.0,2,0,0,1,2,1.4
2021-07-28,1,0,3.69,5.0,2,0,0,1,2,1.36
2021-08-03,0,0,3.55,6.1,0,1,0,5,4,1.33
2021-08-22,0,0,3.44,3.1,3,0,0,2,2,1.33
2021-08-28,0,1,3.69,5.0,6,5,0,3,4,1.35
2021-09-04,1,0,3.41,9.0,3,0,0,0,7,1.28
2021-09-10,1,0,3.25,6.0,1,0,0,5,5,1.26
2021-09-17,0,0,3.43,4.0,7,4,1,2,3,1.29
2021-09-23,0,0,3.34,6.0,5,1,0,2,3,1.29
2021-09-29,1,0,3.22,5.0,3,0,0,2,1,1.28
