W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2020-07-25,0,0,0.0,1.2,0,0,0,1,1,0.6
2020-08-01,0,0,0.0,1.0,0,0,0,0,1,0.38
2020-08-04,0,0,0.0,3.0,2,0,0,1,2,0.71
2020-08-09,0,0,3.12,3.0,2,3,2,2,6,0.92
2020-08-15,0,0,4.82,0.2,1,2,1,3,1,1.29
2020-08-18,0,0,3.65,3.0,0,0,0,2,6,1.14
2020-08-22,0,0,3.21,1.2,1,0,0,0,1,1.07
2020-08-24,0,1,3.38,2.0,2,1,0,1,1,1.13
2020-08-25,0,0,3.31,0.1,0,0,0,0,0,1.1
2020-08-28,0,0,4.42,2.0,4,3,1,0,1,1.2
2020-09-20,0,0,4.74,0.2,2,1,1,2,0,1.37
2020-09-26,0,0,4.5,1.0,0,0,0,0,2,1.3
2021-04-04,1,0,0.0,6.0,3,0,0,3,5,1.0
2021-04-09,0,0,2.45,5.0,7,3,1,0,3,1.18
2021-04-16,0,0,1.59,6.0,4,0,0,2,3,1.12
2021-04-22,0,0,2.82,5.1,5,4,3,1,7,1.12
2021-05-23,0,0,2.63,1.2,1,0,0,2,2,1.17
2021-07-09,0,0,2.54,4.1,3,1,1,2,5,1.16
2021-07-20,0,0,3.55,4.2,8,5,2,1,8,1.27
2021-07-27,0,1,4.42,3.2,5,5,1,5,3,1.42
2021-08-02,0,0,5.05,4.1,5,5,1,3,7,1.46
2021-08-07,0,0,4.89,5.0,4,2,2,2,7,1.43
2021-08-17,0,0,4.59,5.0,2,1,1,3,5,1.39
2021-08-22,1,0,4.34,5.0,1,1,0,5,5,1.38
2021-08-27,0,0,4.28,5.0,5,2,1,3,4,1.39
2021-09-04,0,0,4.21,1.0,1,0,0,0,1,1.39
2021-09-08,0,0,4.62,0.1,3,3,0,1,0,1.44
2021-09-12,0,0,4.55,1.0,0,0,0,1,1,1.44
2021-09-15,0,0,4.48,1.0,0,0,0,0,1,1.41
2021-09-18,0,0,4.41,1.0,2,0,0,0,0,1.42
2021-09-20,0,0,4.48,1.0,3,1,1,1,2,1.46
2021-09-23,0,0,4.54,1.0,2,1,0,1,2,1.49
2021-09-26,0,0,4.48,1.0,0,0,0,1,0,1.48
2021-09-29,0,0,4.41,1.0,0,0,0,0,1,1.46
2021-10-03,0,0,4.35,1.0,1,0,0,0,1,1.45
