W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-05-13,1,0,0.0,5.2,1,0,0,2,13,0.53
2018-05-19,0,0,3.72,4.0,3,4,1,6,5,1.24
2018-06-19,1,0,2.3,6.0,2,0,0,0,7,0.89
2018-06-26,1,0,1.59,7.0,1,0,0,1,10,0.71
2018-07-01,0,1,2.28,5.0,5,3,0,3,5,0.87
2018-07-06,1,0,2.14,6.0,3,1,0,3,6,0.89
2018-07-11,0,0,2.65,3.2,3,3,1,3,4,0.96
2018-07-25,0,1,3.74,6.0,4,7,2,4,7,1.02
2018-07-30,0,0,3.61,4.0,3,1,0,4,6,1.08
2018-08-04,1,0,3.54,6.0,2,2,1,2,8,1.03
2018-08-10,0,1,4.47,3.0,7,7,0,5,3,1.19
2018-08-17,0,1,4.48,6.0,3,3,1,3,5,1.17
2018-08-22,1,0,4.02,7.0,3,0,0,2,7,1.13
2018-08-29,0,0,4.4,4.1,6,5,2,1,5,1.15
2018-09-19,0,0,4.34,1.0,0,0,0,1,2,1.15
2018-09-24,0,0,4.25,3.2,3,1,0,0,3,1.14
2019-03-29,0,0,12.0,3.0,6,4,1,3,3,3.0
2019-04-03,1,0,3.27,8.0,2,0,0,0,11,1.0
2019-04-09,0,0,6.91,3.1,8,7,2,1,5,1.4
2019-04-15,0,0,7.13,3.1,4,3,2,3,3,1.53
2019-05-02,0,1,8.31,4.0,8,6,2,3,3,1.75
2019-05-07,1,0,6.75,5.0,3,0,0,2,5,1.61
2019-05-13,0,0,6.16,4.0,7,1,0,0,5,1.63
2019-05-21,0,0,5.79,2.0,0,0,0,0,2,1.53
2019-05-24,0,1,5.97,2.0,3,2,1,0,3,1.53
2019-05-31,0,0,5.68,3.1,6,1,0,1,3,1.58
2019-06-06,1,0,5.11,6.0,4,1,0,0,9,1.45
2019-06-11,0,1,5.81,4.0,8,6,2,1,7,1.52
2019-06-17,0,0,5.54,2.1,1,0,0,0,2,1.47
2019-06-20,0,0,5.68,2.0,3,2,1,0,3,1.47
2019-06-26,0,0,5.27,4.0,2,0,0,2,5,1.44
2019-06-30,0,0,5.12,1.2,0,0,0,0,1,1.4
2019-07-02,0,0,5.16,1.1,1,1,1,0,1,1.38
2019-07-06,0,0,5.28,2.0,4,2,0,1,2,1.42
2019-07-13,0,0,5.2,1.0,0,0,0,2,3,1.43
2019-07-17,0,0,5.09,1.1,1,0,0,3,2,1.46
2019-07-20,0,0,4.93,2.0,0,0,0,0,4,1.42
2019-07-21,1,0,4.86,1.0,0,0,0,1,1,1.41
2019-07-24,0,0,4.79,1.0,0,0,0,0,2,1.39
2019-07-27,1,0,4.78,2.0,2,1,1,1,3,1.39
2019-07-30,0,0,4.79,1.2,1,1,1,1,2,1.39
2019-08-03,0,0,5.0,0.2,2,2,0,3,1,1.44
2019-08-05,0,0,5.33,0.2,2,3,0,2,1,1.49
2019-08-07,0,0,5.25,1.0,0,0,0,0,2,1.47
2019-08-09,0,0,5.33,0.2,0,1,0,3,0,1.49
2019-08-13,0,0,5.26,1.0,0,0,0,1,1,1.49
2019-08-17,0,0,5.73,0.0,3,4,1,1,0,1.54
2019-09-02,0,0,5.68,0.2,0,0,0,0,1,1.53
2019-09-07,0,0,5.54,2.0,1,0,0,0,5,1.5
2019-09-09,0,0,5.72,0.2,3,2,0,1,2,1.54
2019-09-12,1,0,5.58,2.0,0,0,0,0,3,1.5
2019-09-16,0,0,5.44,2.0,0,0,0,1,4,1.48
2019-09-19,1,0,5.36,1.1,0,0,0,0,3,1.45
2019-09-22,0,0,5.31,0.2,2,0,0,0,1,1.46
2019-09-28,0,0,5.29,0.1,0,0,0,0,1,1.46
2020-07-26,0,1,12.0,3.0,3,4,0,2,3,1.67
2020-08-06,0,0,6.0,3.0,1,0,0,1,6,1.17
2020-08-10,0,0,3.6,4.0,1,0,0,1,8,0.9
2020-08-14,1,0,3.0,2.0,1,0,0,0,5,0.83
2020-08-20,0,0,3.86,2.0,3,2,1,0,3,0.93
2020-08-23,0,0,3.45,1.2,2,0,0,0,3,0.96
2020-08-27,0,0,4.32,1.0,2,2,0,2,2,1.14
2020-08-29,0,0,4.08,1.0,0,0,0,0,1,1.08
2020-08-31,0,0,4.74,1.1,2,2,0,1,3,1.16
2020-09-05,0,0,4.35,1.2,0,0,0,3,4,1.21
2020-09-12,0,0,3.97,2.0,2,0,0,1,1,1.24
2020-09-14,1,0,3.8,1.0,1,0,0,0,1,1.23
2020-09-16,1,0,3.51,2.0,0,0,0,0,3,1.13
2020-09-20,0,0,3.29,1.2,0,0,0,0,1,1.06
2020-09-27,0,0,3.99,2.0,4,3,1,1,3,1.16
2021-04-01,0,0,0.0,2.0,2,0,0,3,6,2.5
2021-04-06,1,0,0.0,5.0,1,0,0,4,8,1.43
2021-04-12,1,0,0.69,6.0,2,1,1,2,10,1.08
2021-04-18,0,0,2.0,5.0,3,3,1,3,7,1.11
2021-04-24,0,0,2.45,4.0,5,2,0,1,7,1.18
2021-04-30,1,0,2.25,6.0,1,1,1,1,7,1.0
2021-05-05,0,1,3.38,4.0,4,5,1,3,8,1.09
2021-05-11,0,0,2.77,7.0,1,0,0,1,8,0.95
2021-05-16,1,0,2.4,6.0,2,0,0,1,8,0.89
2021-05-23,0,0,2.54,4.2,3,2,1,4,7,0.95
2021-05-29,1,0,2.38,7.0,4,1,1,1,7,0.92
2021-06-04,1,0,2.25,7.1,1,1,0,3,9,0.88
2021-06-10,0,0,2.25,4.0,2,1,1,2,6,0.88
2021-06-16,0,1,2.28,7.0,5,2,0,0,6,0.87
2021-06-22,1,0,2.11,6.0,1,0,0,4,10,0.86
2021-06-28,0,0,2.17,6.0,2,2,1,4,8,0.87
2021-07-04,0,1,2.23,6.0,3,2,1,5,7,0.9
2021-07-10,0,0,2.39,5.0,2,3,1,2,6,0.9
2021-07-23,0,0,2.29,4.0,1,0,0,2,5,0.89
2021-07-29,1,0,2.17,6.0,2,0,0,1,5,0.87
2021-08-04,0,0,2.21,6.0,6,2,0,2,9,0.89
2021-08-10,1,0,2.26,5.1,5,2,0,2,8,0.91
2021-08-18,0,0,2.45,2.0,5,3,0,0,2,0.94
2021-09-03,0,1,2.7,2.0,3,4,1,2,4,0.96
