W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-05-02,0,0,0.0,1.0,0,0,0,1,2,1.0
2018-05-04,0,0,0.0,1.0,1,0,0,0,0,1.0
2018-05-08,0,0,0.0,1.0,1,0,0,1,1,1.33
2018-05-10,0,0,0.0,0.2,1,0,0,0,1,1.36
2018-05-13,0,0,0.0,1.0,0,0,0,0,1,1.07
2018-05-15,0,0,0.0,1.0,0,0,0,0,2,0.88
2018-05-17,0,0,0.0,0.1,0,0,0,0,0,0.83
2018-05-19,0,0,0.0,1.0,0,0,0,0,1,0.71
2018-05-20,0,0,0.0,1.0,0,0,0,0,3,0.63
2018-05-23,0,0,0.0,1.1,0,0,0,0,0,0.54
2018-05-25,0,0,1.86,0.1,1,2,0,1,0,0.72
2018-05-28,0,0,1.74,0.2,1,0,0,0,0,0.77
2018-05-29,0,0,1.5,1.2,1,0,0,0,1,0.75
2018-06-03,0,0,1.38,1.0,1,0,0,1,1,0.85
2018-06-06,0,0,1.29,1.0,0,0,0,1,2,0.86
2018-06-08,0,0,1.2,1.0,0,0,0,0,1,0.8
2018-06-12,0,0,1.13,1.0,0,0,0,0,3,0.75
2018-06-13,0,0,1.08,0.2,1,0,0,0,1,0.78
2018-06-15,0,0,1.02,1.0,0,0,0,0,2,0.74
2018-06-17,0,0,0.96,1.0,0,0,0,0,2,0.7
2018-06-19,0,0,0.9,1.1,0,0,0,1,3,0.7
2018-06-22,0,0,1.31,0.2,2,1,0,1,1,0.82
2018-06-24,0,0,1.25,1.0,0,0,0,0,2,0.78
2018-06-27,0,0,1.17,1.1,0,0,0,0,1,0.74
2018-06-29,0,0,1.13,1.0,0,0,0,0,2,0.71
2018-07-01,0,0,1.11,0.1,0,0,0,0,1,0.7
2018-07-06,0,0,1.07,1.0,0,0,0,0,1,0.67
2018-07-09,0,0,1.03,1.0,1,0,0,0,2,0.68
2018-07-11,0,0,0.95,2.0,1,0,0,0,1,0.67
2018-07-15,0,0,1.23,1.0,4,1,0,0,2,0.78
2018-07-21,0,1,1.5,0.2,3,1,0,0,0,0.87
2018-07-24,0,0,1.45,1.0,0,0,0,0,2,0.84
2018-07-29,0,0,1.41,1.0,1,0,0,0,1,0.84
2018-07-30,1,0,1.35,1.1,0,0,0,0,4,0.81
2018-07-31,0,0,1.31,1.0,1,0,0,0,1,0.82
2018-08-05,0,0,1.27,1.0,0,0,0,0,2,0.79
2018-08-06,0,1,1.98,1.0,1,3,1,2,0,0.85
2018-08-10,0,0,2.17,1.0,1,1,1,0,1,0.86
2018-08-12,0,0,2.11,1.0,0,0,0,0,2,0.83
2018-08-13,0,0,2.06,1.0,0,0,0,1,1,0.84
2018-08-14,0,0,2.01,1.0,1,0,0,0,2,0.84
2018-08-20,0,0,1.96,1.0,0,0,0,0,2,0.82
2018-08-23,0,0,1.91,1.0,0,0,0,1,1,0.83
2018-08-24,0,0,1.87,1.0,1,0,1,0,0,0.83
2018-08-25,0,0,1.84,0.2,1,0,0,2,2,0.89
2018-08-28,1,0,1.8,1.0,0,0,0,0,0,0.87
2018-09-01,0,0,1.76,1.0,0,0,0,0,2,0.85
2018-09-08,0,0,1.72,1.0,1,0,0,0,2,0.85
2018-09-12,0,1,1.88,1.0,2,1,0,0,1,0.88
2018-09-15,0,0,1.84,1.0,1,0,0,0,0,0.88
2018-09-17,0,0,1.8,1.0,0,0,0,0,0,0.86
2018-09-18,0,0,1.76,1.0,1,0,0,0,3,0.86
2018-09-25,0,0,1.9,1.0,2,1,0,0,1,0.88
2018-09-29,0,0,2.55,1.0,4,4,0,2,1,0.98
2019-03-30,0,0,0.0,1.0,0,0,0,0,2,0.0
2019-04-01,0,0,0.0,1.0,0,0,0,1,2,0.5
2019-04-06,0,0,0.0,1.0,1,0,0,0,0,0.67
2019-04-10,0,0,2.25,1.0,2,1,0,1,1,1.25
2019-04-11,0,0,1.8,1.0,0,0,0,0,0,1.0
2019-04-12,0,0,1.5,1.0,0,0,0,0,2,0.83
2019-04-16,0,0,1.35,0.2,0,0,0,0,0,0.75
2019-04-21,0,0,1.17,1.0,1,0,0,1,0,0.91
2019-04-23,0,0,1.04,1.0,0,0,0,0,2,0.81
2019-04-28,0,0,3.72,1.0,3,3,0,1,1,1.14
2019-04-29,0,0,3.38,1.0,1,0,0,0,2,1.13
2019-05-01,1,0,3.09,1.0,1,0,0,0,0,1.11
2019-05-03,0,0,2.84,1.0,0,0,0,0,2,1.03
2019-05-05,0,0,3.29,1.0,1,1,1,0,1,1.02
2019-05-11,0,0,3.07,1.0,0,0,0,0,0,0.95
2019-05-12,0,0,2.87,1.0,0,0,0,0,2,0.89
2019-05-15,0,0,2.7,1.0,0,0,0,0,3,0.84
2019-05-18,0,0,3.06,1.0,1,1,1,0,3,0.85
2019-05-19,0,0,2.89,1.0,0,0,0,0,3,0.8
2019-05-23,0,0,2.75,1.0,0,0,0,0,1,0.76
2019-05-26,0,0,2.61,1.0,1,0,0,0,3,0.77
2019-05-30,0,0,2.49,1.0,0,0,0,0,0,0.74
2019-06-02,0,0,2.38,1.0,0,0,0,0,2,0.71
2019-06-07,0,0,2.28,1.0,0,0,0,0,2,0.68
