W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2020-09-15,1,0,0.0,1,0,5.0,2,0,0,0,3,7,1.0
2020-09-20,1,0,0.0,1,0,6.0,1,1,0,0,3,4,0.82
2020-09-26,1,0,0.53,1,0,6.0,3,1,1,1,3,10,0.88
2021-04-03,0,1,3.6,1,0,5.0,6,3,2,0,1,8,1.4
2021-04-06,0,0,3.0,0,0,1.0,1,1,0,0,0,2,1.33
2021-04-18,0,1,4.35,1,0,4.1,7,3,3,1,0,2,1.45
2021-07-16,0,0,3.38,0,1,3.0,1,0,0,0,1,3,1.28
2021-07-22,0,0,2.5,1,0,4.2,2,1,0,0,2,8,1.17
2021-07-28,0,0,2.45,1,0,4.0,2,1,1,0,1,7,1.09
2021-08-07,0,0,2.45,1,0,3.2,3,1,1,0,2,6,1.13
2021-08-12,0,1,2.93,1,0,5.0,6,4,3,1,0,8,1.14
2021-08-17,0,0,3.12,1,0,4.0,5,2,2,0,0,2,1.15
2021-08-24,0,0,3.43,1,0,4.2,8,3,3,0,1,6,1.25
2021-08-29,0,0,3.63,1,0,5.1,1,3,3,1,4,3,1.21
2021-09-04,0,0,3.26,1,0,5.0,3,0,0,0,0,7,1.15
2021-09-10,0,1,3.54,1,0,3.2,4,4,3,1,3,1,1.2
2021-09-15,0,0,3.75,1,0,4.1,4,3,3,0,1,7,1.2
2021-09-18,1,0,3.58,0,0,2.2,1,0,0,0,0,3,1.16
2021-09-25,0,1,3.77,0,0,1.2,0,2,2,0,4,3,1.19
2021-09-28,0,0,3.8,0,0,2.0,3,1,1,0,1,3,1.22
2021-10-02,0,0,3.52,1,0,5.0,0,0,0,0,0,8,1.13
