W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-03-29,0,0,0.0,2.0,0,0,0,0,1,0.0
2018-03-30,0,1,6.0,1.0,4,2,1,0,1,1.33
2018-04-03,0,0,5.4,0.1,0,0,0,0,1,1.2
2018-04-05,0,1,4.5,0.2,1,0,0,3,2,2.0
2018-04-06,0,0,3.6,1.0,0,0,0,1,2,1.8
2018-04-09,0,0,3.0,1.0,0,0,0,0,3,1.5
2018-04-10,0,0,2.57,1.0,1,0,0,0,0,1.43
2018-04-13,0,0,2.35,0.2,0,0,0,0,0,1.3
2018-04-14,0,0,2.0,1.1,0,0,0,0,4,1.11
2018-04-17,0,0,1.8,1.0,1,0,0,0,0,1.1
2018-04-20,1,0,1.59,1.1,0,0,0,1,4,1.06
2018-04-25,0,0,1.46,1.0,1,0,0,0,1,1.05
2018-04-30,0,1,3.29,1.1,2,3,0,2,2,1.24
2018-05-01,0,0,3.07,1.0,0,0,0,0,0,1.16
2018-05-05,0,0,2.87,1.0,1,0,0,0,3,1.15
2018-05-06,0,0,2.7,1.0,0,0,0,0,3,1.08
2018-05-09,0,0,2.55,1.0,1,0,0,0,2,1.08
2018-05-12,0,0,2.29,2.0,0,0,0,1,2,1.02
2018-05-13,0,0,2.61,1.0,1,1,1,2,2,1.11
2018-05-15,0,0,2.45,1.1,0,0,0,1,2,1.09
2018-05-18,0,0,2.31,1.1,1,0,0,0,2,1.07
2018-05-20,0,0,2.22,1.0,0,0,0,2,0,1.11
2018-05-23,0,0,2.08,1.2,2,0,0,0,2,1.12
2018-05-26,0,0,2.0,1.0,0,0,0,1,1,1.11
2018-05-29,0,0,1.93,1.0,0,0,0,0,2,1.07
2018-05-31,0,0,1.91,0.1,0,0,0,0,1,1.06
2018-06-03,0,0,2.15,1.0,2,1,1,0,2,1.09
2018-06-06,0,0,2.01,2.0,1,0,0,0,4,1.05
2018-06-09,0,0,1.95,1.0,0,0,0,0,1,1.02
2018-06-10,0,0,1.89,1.0,0,0,0,0,1,0.99
2018-06-12,0,0,1.83,1.0,0,0,0,0,1,0.96
2018-06-13,0,0,1.78,1.0,0,0,0,0,0,0.93
2018-06-17,0,0,2.25,0.2,2,2,1,0,1,0.97
2018-06-19,0,0,2.43,1.0,1,1,1,0,1,0.97
2018-06-22,0,0,2.37,1.0,0,0,0,0,1,0.95
2018-06-24,0,1,2.82,0.1,2,2,0,1,1,1.02
2018-06-26,0,0,2.75,1.0,2,0,0,0,1,1.04
2018-06-30,0,0,3.12,1.0,3,2,0,0,1,1.09
2018-07-05,0,0,3.05,1.0,1,0,0,0,3,1.09
2018-07-08,1,0,2.91,2.0,2,0,0,0,3,1.08
2018-07-13,0,0,3.05,1.0,1,1,0,0,1,1.08
2018-07-20,0,0,3.18,1.0,1,1,1,0,1,1.08
2018-07-24,0,0,3.11,1.0,1,0,0,0,0,1.08
2018-07-25,0,0,3.02,1.1,0,0,0,0,3,1.05
2018-07-29,0,0,2.98,0.2,0,0,0,0,0,1.03
2018-07-31,0,0,2.9,1.1,1,0,0,0,1,1.03
2018-08-01,0,0,2.81,1.2,1,0,0,1,2,1.03
