W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-04-03,0,1,24.0,3.0,8,8,4,1,1,3.0
2018-04-10,0,0,9.0,5.0,4,0,0,2,3,1.88
2018-04-18,0,1,8.0,1.0,3,0,0,1,0,2.11
2018-04-24,0,1,9.24,3.2,7,5,4,0,3,2.05
2018-04-29,0,1,9.16,6.0,10,6,2,0,3,1.93
2018-05-04,0,0,8.06,7.0,8,4,3,2,4,1.79
2018-05-15,0,0,7.84,5.1,6,4,2,0,4,1.68
2018-05-22,0,0,7.88,1.0,1,1,1,0,1,1.66
2018-05-24,0,0,7.64,1.0,0,0,0,0,0,1.61
2018-05-25,0,0,7.83,0.1,1,1,1,0,0,1.62
2018-05-27,0,0,7.6,1.0,1,0,0,0,0,1.6
2018-06-01,0,0,7.43,2.0,1,1,1,1,1,1.57
2018-06-10,0,0,7.23,1.0,0,0,0,0,2,1.53
2018-06-12,0,0,7.17,0.1,0,0,0,0,1,1.51
2018-06-15,0,0,6.81,2.0,0,0,0,0,1,1.44
2018-06-20,0,0,6.64,1.0,1,0,0,0,0,1.43
2018-06-24,0,0,6.48,1.0,0,0,0,0,1,1.39
2018-06-26,0,0,6.04,3.0,4,0,0,0,2,1.39
2018-06-30,0,0,6.6,0.1,2,3,1,2,0,1.47
2018-07-01,0,0,6.46,1.0,1,0,0,0,1,1.46
2018-07-07,0,1,6.89,1.0,3,3,1,0,0,1.49
2018-07-08,0,0,6.75,1.0,0,0,0,0,2,1.46
2018-07-09,0,0,6.98,1.0,2,2,1,1,0,1.49
2018-08-23,0,0,6.75,3.0,5,1,0,0,2,1.5
2018-08-25,0,0,6.79,1.0,3,1,0,0,0,1.53
2018-09-01,0,0,6.83,1.0,2,1,1,0,1,1.54
2018-09-02,0,0,6.71,1.0,1,0,0,0,1,1.53
2018-09-08,1,0,6.63,0.2,0,0,0,0,1,1.51
2018-09-14,0,0,6.49,4.0,5,2,1,1,2,1.51
2018-09-20,0,0,6.64,4.0,8,4,1,0,2,1.54
2018-09-23,1,0,6.44,2.0,1,0,0,1,2,1.52
