W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2019-06-02,1,0,4.76,1,0,5.2,5,3,3,1,3,4,1.41
2019-06-09,0,1,4.35,1,0,4.2,4,2,2,1,2,6,1.35
2019-06-15,1,0,4.5,1,0,5.2,5,3,3,1,1,3,1.25
2019-06-20,0,0,5.57,1,0,5.0,8,5,5,3,3,6,1.48
2019-07-02,0,0,5.4,1,0,4.0,3,3,2,1,2,7,1.44
2019-07-07,0,0,5.4,1,0,3.1,5,2,2,1,2,4,1.52
2019-07-14,0,0,5.51,1,0,4.1,7,3,3,2,1,7,1.56
2019-07-25,0,0,5.35,1,0,4.1,4,2,2,0,1,6,1.51
2019-07-31,0,1,5.66,1,0,4.1,4,4,4,1,3,0,1.52
2019-08-06,0,1,6.22,1,0,5.0,10,6,6,3,1,3,1.6
2019-08-12,0,1,6.57,1,0,3.0,7,6,4,1,0,2,1.64
2019-08-17,0,0,6.75,0,0,4.0,6,4,4,1,3,5,1.69
2019-08-23,0,1,6.67,1,0,4.2,7,3,3,0,2,3,1.71
2019-08-30,0,0,6.71,1,0,5.0,4,4,4,2,1,2,1.65
2019-09-05,0,0,6.45,0,0,5.1,5,2,2,1,2,2,1.62
2019-09-10,0,1,6.94,1,0,3.0,4,6,6,1,2,1,1.64
2019-09-17,0,0,7.42,0,0,2.2,7,6,6,1,2,3,1.7
2019-09-22,0,0,7.34,0,0,2.0,2,1,1,1,0,2,1.68
2019-09-28,0,0,7.11,1,0,5.0,3,2,2,1,2,6,1.64
2020-08-20,0,1,33.75,1,0,1.1,5,5,5,1,1,0,4.5
2020-08-25,0,1,38.57,1,0,1.0,5,5,5,0,4,2,6.43
2021-05-10,1,0,2.25,0,0,4.0,5,1,1,0,3,1,2.0
2021-05-20,0,0,3.0,0,0,2.0,2,1,1,1,0,3,1.67
2021-05-30,1,0,2.0,0,0,3.0,0,0,0,0,1,4,1.22
2021-06-03,0,0,2.31,0,0,2.2,3,1,1,0,1,3,1.29
2021-06-12,0,0,2.3,0,0,4.0,2,1,1,1,0,2,1.09
2021-06-16,0,0,2.0,0,0,2.1,2,0,0,0,0,3,1.06
2021-06-20,0,0,1.74,0,0,2.2,2,0,0,0,1,4,1.06
2021-06-25,0,1,2.05,0,0,1.1,3,1,1,0,2,1,1.23
2021-06-28,1,0,1.98,0,0,5.1,2,1,1,1,1,5,1.1
2021-07-05,0,1,2.37,1,0,3.0,3,2,2,1,4,3,1.22
2021-07-11,1,0,2.29,1,0,5.0,3,1,1,0,2,4,1.19
2021-07-20,0,1,2.85,1,0,5.2,3,4,4,1,1,4,1.12
2021-07-27,0,1,3.45,1,0,3.1,6,8,4,1,2,4,1.22
2021-08-03,1,0,3.6,1,0,5.2,6,3,3,1,1,6,1.22
2021-08-10,0,1,3.9,1,0,5.1,7,4,4,0,1,2,1.25
2021-08-16,0,1,3.88,1,0,5.0,4,2,2,1,3,6,1.26
2021-08-22,0,1,4.06,1,0,4.0,6,3,3,1,2,4,1.31
2021-08-28,0,0,4.1,1,0,3.2,4,2,2,0,3,2,1.34
2021-09-04,1,0,3.74,1,0,9.0,5,1,1,0,0,8,1.25
2021-09-11,1,0,3.59,1,0,5.2,3,1,1,0,3,7,1.23
2021-09-18,0,1,3.67,1,0,5.2,6,3,3,1,2,3,1.25
2021-09-24,0,0,3.86,1,0,5.0,5,4,4,1,1,1,1.24
2021-10-01,1,0,3.75,1,0,5.0,3,1,1,0,2,5,1.23
